N	2gram	Voloshinov_1	slovoVRo
1	и в	19	41
2	в нем	10	30
3	в романе	2	21
4	могут быть	2	19
5	во всех	7	17
6	не только	8	16
7	и не	26	16
8	точки зрения	34	16
9	языка в	14	16
10	но и	8	16
11	а не	7	15
12	то же	7	14
13	и на	4	14
14	в то	3	14
15	и его	19	14
16	в пределах	6	14
17	может быть	26	14
18	и др	2	14
19	не может	24	14
20	слова и	3	13
21	в сущности	3	13
22	в его	6	13
23	в этом	16	12
24	до конца	5	12
25	же время	3	12
26	языка и	13	12
27	как бы	15	12
28	так и	11	11
29	в узком	2	10
30	язык и	2	10
31	в большинстве	3	10
32	языковой жизни	1	10
33	в той	1	10
34	узком смысле	2	10
35	слово в	3	10
36	все эти	7	9
37	таким образом	17	9
38	той или	1	9
39	или иной	3	9
40	точка зрения	7	8
41	как в	4	8
42	но в	7	8
43	с точки	20	8
44	как мы	13	8
45	в особенности	1	8
46	или в	2	8
47	слова в	1	8
48	прежде всего	13	8
49	отношение к	1	7
50	все же	8	7
51	в слове	10	7
52	в своей	3	7
53	не в	5	7
54	вовсе не	5	7
55	чужой речи	1	7
56	зрения на	1	7
57	и следовательно	3	7
58	во всяком	5	7
59	того же	6	6
60	при этом	8	6
61	в плане	1	6
62	это не	1	6
63	к своему	2	6
64	в отношении	4	6
65	слова как	7	6
66	только в	9	6
67	большинстве случаев	3	6
68	и даже	2	6
69	а в	4	6
70	отношении к	4	6
71	в каждый	1	5
72	и к	3	5
73	в самом	10	5
74	так сказать	6	5
75	с другими	3	5
76	далеко не	4	5
77	всяком случае	2	5
78	все это	3	5
79	в основе	2	5
80	подхода к	1	5
81	в языке	4	5
82	и мир	1	5
83	к нему	1	5
84	слово как	4	5
85	с другой	5	5
86	и непосредственно	1	5
87	ту же	2	4
88	одним из	2	4
89	по преимуществу	5	4
90	в ней	4	4
91	языку как	5	4
92	еще не	4	4
93	с его	1	4
94	системы языка	3	4
95	за пределы	5	4
96	данный момент	2	4
97	и наконец	1	4
98	в которой	3	4
99	но именно	3	4
100	всех этих	1	4
101	не как	2	4
102	в каждом	7	4
103	и с	2	4
104	лишь в	9	4
105	входит в	5	4
106	на почве	6	4
107	языка но	1	4
108	как и	12	4
109	речи в	3	4
110	в процессе	14	4
111	и для	11	4
112	лежит в	1	4
113	на предмет	1	4
114	с ее	2	4
115	ничего не	6	4
116	оценок и	1	4
117	о нем	1	4
118	все его	1	4
119	языковой системы	3	4
120	язык в	4	4
121	большей или	1	4
122	оно и	1	4
123	с одной	1	4
124	языка как	17	4
125	рядом с	5	4
126	или меньшей	1	4
127	одной стороны	1	4
128	и все	5	4
129	там где	2	4
130	и потому	5	4
131	мы сказали	1	4
132	и формы	3	4
133	и от	3	4
134	в смысле	6	4
135	кроме того	6	4
136	здесь в	3	4
137	известной степени	1	4
138	быть и	3	4
139	другой стороны	6	4
140	каждое слово	1	4
141	также и	1	3
142	смысле системы	1	3
143	или к	2	3
144	в первом	3	3
145	язык как	7	3
146	эта форма	1	3
147	зависимости от	2	3
148	в своем	2	3
149	более или	1	3
150	бы и	2	3
151	из этих	2	3
152	языка а	3	3
153	является лишь	3	3
154	выражение в	4	3
155	прямой и	1	3
156	в себе	2	3
157	внутренней речи	9	3
158	вообще не	1	3
159	ни были	1	3
160	как оно	2	3
161	и может	1	3
162	его в	3	3
163	было бы	4	3
164	лишь на	1	3
165	он не	3	3
166	или менее	1	3
167	в понимании	2	3
168	и ее	3	3
169	от его	1	3
170	точку зрения	2	3
171	которые в	1	3
172	она не	2	3
173	не могло	2	3
174	следовательно и	2	3
175	никогда не	2	3
176	в разных	1	3
177	к системе	1	3
178	и здесь	6	3
179	взаимодействия с	1	3
180	не могут	3	3
181	в других	1	3
182	к тому	2	3
183	философия слова	1	3
184	единство языка	1	3
185	к языку	2	3
186	образом в	1	3
187	формы и	3	3
188	о том	2	3
189	не выходит	1	3
190	и во	2	3
191	того что	3	3
192	в том	6	3
193	словом и	2	3
194	поэтому и	1	3
195	бы ни	1	3
196	языка у	1	3
197	в качестве	2	3
198	конечно не	5	3
199	и других	2	3
200	из них	3	3
201	для него	9	3
202	так как	2	3
203	друг друга	8	3
204	речь и	2	3
205	выходит за	1	3
206	именно в	5	3
207	в свою	2	3
208	романа в	1	3
209	не было	3	3
210	более того	3	3
211	в истории	3	3
212	философии языка	29	3
213	философии слова	1	3
214	с этим	4	3
215	влияния на	1	3
216	в данном	4	3
217	в чужих	1	3
218	и там	1	3
219	философия языка	3	3
220	по существу	1	3
221	с этой	2	3
222	как только	1	3
223	в основном	6	3
224	форм и	4	3
225	в результате	9	3
226	лишь как	1	3
227	в большей	1	3
228	хотя бы	5	3
229	одной из	3	3
230	с ними	1	3
231	и стилистики	2	3
232	из этого	2	3
233	в стройную	1	3
234	которая не	1	3
235	а между	1	2
236	например в	1	2
237	связана с	2	2
238	на самом	3	2
239	то в	2	2
240	лежащая в	1	2
241	в котором	3	2
242	оно было	1	2
243	века в	1	2
244	мы уже	2	2
245	той же	2	2
246	а как	3	2
247	мы не	6	2
248	же как	2	2
249	это отношение	2	2
250	они были	1	2
251	свою очередь	2	2
252	и то	1	2
253	между собой	2	2
254	как вещь	2	2
255	в широком	1	2
256	столь же	1	2
257	одним словом	2	2
258	различия между	1	2
259	в ее	7	2
260	он может	3	2
261	но не	1	2
262	и речи	2	2
263	между словом	1	2
264	сих пор	8	2
265	как к	2	2
266	хотя и	1	2
267	от этой	1	2
268	от этого	2	2
269	именно эта	1	2
270	в целом	1	2
271	или во	1	2
272	в известном	1	2
273	нами в	1	2
274	другом случае	1	2
275	эпохи и	1	2
276	языковых норм	1	2
277	и те	7	2
278	не могла	1	2
279	широком смысле	1	2
280	перестает быть	1	2
281	и единство	1	2
282	ни одному	1	2
283	и по	1	2
284	те же	5	2
285	на все	1	2
286	и иных	2	2
287	представителей этой	1	2
288	для них	2	2
289	плане общего	1	2
290	зрения самого	1	2
291	нисколько не	1	2
292	том что	3	2
293	может лишь	1	2
294	и той	2	2
295	высказывания и	1	2
296	друг другу	1	2
297	войти в	3	2
298	синтаксиса и	1	2
299	языка то	1	2
300	где нет	1	2
301	зрения и	2	2
302	тому что	2	2
303	каковы бы	1	2
304	до известной	1	2
305	xviii века	1	2
306	в единство	4	2
307	эта внутренняя	1	2
308	из него	2	2
309	на язык	3	2
310	вне его	4	2
311	явление в	1	2
312	такая же	1	2
313	в сознании	2	2
314	у нас	2	2
315	ни о	2	2
316	в духе	1	2
317	языке и	2	2
318	оно может	4	2
319	зрения не	2	2
320	с языком	1	2
321	в рамки	4	2
322	можно было	2	2
323	произведения не	1	2
324	и вообще	2	2
325	в контекст	1	2
326	в другом	2	2
327	за пределами	2	2
328	одного из	3	2
329	можно сказать	3	2
330	жизни но	2	2
331	система нормативных	2	2
332	и всякое	2	2
333	в лучшем	1	2
334	и самая	1	2
335	здесь не	1	2
336	мы видим	1	2
337	между тем	3	2
338	и тем	1	2
339	где они	2	2
340	так что	1	2
341	же и	2	2
342	связи с	11	2
343	он их	1	2
344	уже не	1	2
345	направления и	2	2
346	если мы	11	2
347	только на	4	2
348	или даже	1	2
349	вводится в	1	2
350	характерно что	1	2
351	в одном	1	2
352	себя от	2	2
353	свое выражение	2	2
354	исторического становления	5	2
355	для того	4	2
356	очень тесно	1	2
357	не укладывается	1	2
358	до сих	8	2
359	понимания в	1	2
360	имеет свой	1	2
361	не есть	3	2
362	с другом	1	2
363	на которые	1	2
364	его социальная	1	2
365	точке зрения	2	2
366	основных и	1	2
367	между этими	2	2
368	совершенно не	3	2
369	что все	2	2
370	в частности	2	2
371	так же	7	2
372	его как	1	2
373	и социальных	1	2
374	система языка	8	2
375	такого рода	1	2
376	и идеологической	2	2
377	не видят	1	2
378	быть только	1	2
379	со всею	2	2
380	для понимания	1	2
381	друг с	1	2
382	должно быть	2	2
383	в контексте	8	2
384	этом случае	3	2
385	в условиях	4	2
386	как раз	2	2
387	не является	4	2
388	одна из	2	2
