N	2gram	Vygotskiy__1	Narrotol
1	не только	13	31
2	но и	2	27
3	и не	16	23
4	при этом	19	19
5	может быть	22	15
6	в качестве	2	14
7	в частности	3	14
8	как и	16	13
9	а не	13	13
10	а в	6	13
11	в этом	12	12
12	только в	14	12
13	и в	31	11
14	тогда как	1	10
15	состоит в	3	10
16	своего рода	1	10
17	и его	7	10
18	то есть	26	9
19	времени и	1	9
20	то что	32	9
21	то же	5	8
22	представляет собой	2	8
23	иначе говоря	5	8
24	не может	17	8
25	в том	30	8
26	уже не	2	8
27	со стороны	4	8
28	в рассказе	1	8
29	но в	3	7
30	том что	16	7
31	если бы	6	7
32	у него	4	7
33	в самом	11	6
34	не в	11	6
35	в этой	3	6
36	в себе	4	6
37	тому же	3	6
38	об этом	1	6
39	к тому	4	6
40	одного из	1	6
41	во втором	1	6
42	в его	6	6
43	как бы	5	6
44	один из	4	6
45	как раз	2	6
46	или в	1	6
47	а также	1	6
48	жизни и	3	6
49	и на	1	5
50	перед нами	1	5
51	так и	3	5
52	точки зрения	15	5
53	в своей	3	5
54	тем самым	2	5
55	потому что	10	5
56	на другой	1	5
57	можно сказать	1	5
58	точка зрения	4	5
59	действующих лиц	1	5
60	столь же	4	5
61	то в	1	4
62	в первом	1	4
63	еще не	1	4
64	с его	1	4
65	но не	3	4
66	как в	9	4
67	все же	5	4
68	хотя и	3	4
69	из этих	6	4
70	в нем	2	4
71	в мире	1	4
72	из них	2	4
73	по себе	9	4
74	и тем	2	4
75	соответствии с	1	4
76	в одном	2	4
77	вплоть до	1	4
78	в то	5	4
79	одна из	4	4
80	того чтобы	7	4
81	никогда не	8	4
82	в сознании	2	4
83	что на	3	4
84	в ней	1	4
85	что у	3	4
86	о том	7	4
87	к нему	2	4
88	в литературе	1	4
89	того что	10	4
90	для него	1	4
91	слова в	3	4
92	прежде всего	4	4
93	о чем	2	4
94	или не	2	4
95	имеет место	2	4
96	и состоит	2	4
97	речь идет	3	3
98	и то	2	3
99	самом деле	9	3
100	идет о	2	3
101	едва ли	1	3
102	мы имеем	4	3
103	мы не	12	3
104	но как	2	3
105	в центре	1	3
106	в своем	3	3
107	и как	2	3
108	к чему	2	3
109	в целом	5	3
110	он не	3	3
111	для того	6	3
112	подобно тому	5	3
113	и с	2	3
114	это не	1	3
115	в жизни	2	3
116	в слове	3	3
117	не всегда	2	3
118	еще раз	1	3
119	и ее	1	3
120	теперь как	1	3
121	стало быть	2	3
122	тем не	2	3
123	их в	2	3
124	однако в	1	3
125	не менее	2	3
126	как будто	5	3
127	этом отношении	2	3
128	у нас	4	3
129	золотого сечения	1	3
130	и о	4	3
131	но при	1	3
132	сводится к	1	3
133	о нем	1	3
134	обращается к	1	3
135	его жизни	1	3
136	в конечном	3	3
137	между тем	4	3
138	что он	7	3
139	в состав	1	3
140	могло бы	4	3
141	может служить	1	3
142	именно в	1	3
143	не было	3	3
144	как это	4	3
145	тому как	7	3
146	исходя из	3	3
147	но для	1	3
148	не является	5	3
149	не существует	2	3
150	и все	5	3
151	в поле	1	3
152	первом случае	1	3
153	что в	23	3
154	обращено к	1	2
155	тем же	3	2
156	в зависимости	5	2
157	и для	5	2
158	происходит это	1	2
159	в сущности	10	2
160	ему в	1	2
161	зависимости от	6	2
162	столько же	1	2
163	между собой	1	2
164	в чем	2	2
165	чем это	1	2
166	если в	1	2
167	отличие от	4	2
168	один и	1	2
169	отнюдь не	6	2
170	в той	1	2
171	если она	2	2
172	та же	3	2
173	в известном	2	2
174	роль в	3	2
175	на то	10	2
176	о смерти	1	2
177	и еще	1	2
178	и вот	3	2
179	заключает в	1	2
180	одно и	1	2
181	человека в	1	2
182	не будет	3	2
183	все равно	1	2
184	тот самый	1	2
185	и тогда	2	2
186	и того	1	2
187	в этих	4	2
188	в отличие	3	2
189	сих пор	3	2
190	из нас	2	2
191	она не	5	2
192	дело в	1	2
193	дело не	1	2
194	казалось бы	2	2
195	ничего не	2	2
196	этих двух	2	2
197	как она	2	2
198	связи с	1	2
199	к жизни	2	2
200	ли не	1	2
201	же самое	2	2
202	они и	1	2
203	оно не	1	2
204	как мы	2	2
205	свою очередь	1	2
206	другой стороны	5	2
207	в произведении	3	2
208	в пределах	1	2
209	что может	1	2
210	особенно в	1	2
211	она была	1	2
212	с ним	2	2
213	точек зрения	3	2
214	при такой	1	2
215	то они	1	2
216	имеем дело	1	2
217	никак не	4	2
218	до сих	3	2
219	с другой	5	2
220	нас в	2	2
221	тем или	2	2
222	напомнить что	1	2
223	и только	3	2
224	же в	1	2
225	известном смысле	1	2
226	с ними	1	2
227	дело с	3	2
228	он уже	1	2
229	всяком случае	6	2
230	который в	3	2
231	только на	3	2
232	до конца	6	2
233	его и	3	2
234	сами по	1	2
235	в конце	3	2
236	к ним	2	2
237	мы можем	4	2
238	при отсутствии	1	2
239	в особенности	1	2
240	и даже	6	2
241	в области	11	2
242	в результате	4	2
243	она в	2	2
244	как у	1	2
245	и составляет	2	2
246	зависит от	1	2
247	могут служить	3	2
248	что мы	8	2
249	вместе с	8	2
250	и столь	1	2
251	ни от	1	2
252	по своему	1	2
253	в художественных	1	2
254	слов в	1	2
255	о его	1	2
256	в связи	2	2
257	и от	2	2
258	тот кто	2	2
259	или иным	2	2
260	хотя бы	1	2
261	только что	2	2
262	жизни в	1	2
263	между ними	1	2
264	сказать что	7	2
265	в свою	1	2
266	все что	3	2
267	в таком	3	2
268	во всяком	8	2
269	в роли	1	2
270	и наиболее	1	1
271	говоря о	1	1
272	и т	26	1
273	же как	4	1
274	не знаем	2	1
275	не видим	1	1
276	в эстетике	5	1
277	на самом	2	1
278	в стороне	1	1
279	это и	3	1
280	и есть	5	1
281	он указывает	1	1
282	отделена от	1	1
283	легко возразить	1	1
284	из всех	2	1
285	например в	3	1
286	в первый	1	1
287	говоря и	1	1
288	и бессмысленное	1	1
289	этом не	2	1
290	он как	1	1
291	то и	2	1
292	становится совершенно	1	1
293	привести к	1	1
294	что иное	1	1
295	принадлежит к	1	1
296	но даже	2	1
297	из которых	3	1
298	же мере	1	1
299	иное как	1	1
300	быть в	2	1
301	в последних	1	1
302	бы то	1	1
303	в различных	1	1
304	тем как	1	1
305	без которого	1	1
306	а только	2	1
307	не то	2	1
308	дело обстоит	1	1
309	тех же	2	1
310	значение и	1	1
311	которую она	1	1
312	ответ на	1	1
313	отношение к	2	1
314	как со	1	1
315	знакомства с	1	1
316	же мало	1	1
317	к автору	1	1
318	в м	1	1
319	в особом	1	1
320	что именно	1	1
321	с этим	3	1
322	еще и	1	1
323	в полном	2	1
324	когда он	2	1
325	целый ряд	6	1
326	и наконец	1	1
327	от ее	1	1
328	настаивает на	1	1
329	и к	3	1
330	в действительности	1	1
331	он на	1	1
332	за собой	1	1
333	действия и	2	1
334	в которой	4	1
335	что это	6	1
336	то я	2	1
337	во многих	1	1
338	что автор	1	1
339	приводит к	2	1
340	отношение между	1	1
341	и тот	2	1
342	что даже	2	1
343	свой особый	3	1
344	имеются только	1	1
345	как он	2	1
346	всей его	1	1
347	человек не	1	1
348	а более	1	1
349	что она	6	1
350	задний план	1	1
351	главным образом	2	1
352	в лирике	1	1
353	т д	8	1
354	главное в	1	1
355	оно в	1	1
356	скоро и	1	1
357	в силу	3	1
358	моя мысль	2	1
359	в корне	1	1
360	новое и	1	1
361	евгения онегина	1	1
362	которое может	2	1
363	и по	3	1
364	людей и	1	1
365	в нее	1	1
366	именно это	1	1
367	таким образом	20	1
368	но все	1	1
369	в одну	1	1
370	означает нечто	1	1
371	могла бы	1	1
372	том случае	2	1
373	той же	3	1
374	его в	2	1
375	он есть	1	1
376	свести к	1	1
377	в учебнике	1	1
378	в большей	1	1
379	произведении и	2	1
380	произведение как	2	1
381	далеко не	2	1
382	на основании	7	1
383	в ее	5	1
384	с тем	3	1
385	даже чисто	1	1
386	и само	1	1
387	одна и	1	1
388	мы видели	2	1
389	в не	1	1
390	ведет к	1	1
391	автора и	1	1
392	или менее	2	1
393	другие с	1	1
394	в котором	4	1
395	с точки	2	1
396	в их	1	1
397	что вся	1	1
398	хоть одно	1	1
399	оказывается что	5	1
400	себе а	3	1
401	в которых	3	1
402	что я	4	1
403	волосы как	1	1
404	должны были	1	1
405	точку зрения	3	1
406	в небольшом	1	1
407	иных форм	1	1
408	теми же	2	1
409	ни было	1	1
410	и предполагает	1	1
411	и наоборот	1	1
412	что этот	1	1
413	даже в	2	1
414	что эта	3	1
415	случае мы	1	1
416	нас к	1	1
417	тому что	4	1
418	я вас	1	1
419	можно ли	2	1
420	предмет своего	2	1
421	так как	18	1
422	сущности говоря	3	1
423	как можно	1	1
424	для каждого	1	1
425	того как	1	1
426	с и	5	1
427	и уже	1	1
428	для всех	4	1
429	наряду со	1	1
430	ними не	1	1
431	во всем	3	1
432	не останется	1	1
433	как не	1	1
434	не принадлежит	1	1
435	только с	1	1
436	и делает	1	1
437	это от	1	1
438	позволил бы	1	1
439	могут быть	11	1
440	этого построения	1	1
441	отличается от	2	1
442	понять что	1	1
443	в тумане	1	1
444	для его	1	1
445	бы составить	1	1
446	указывает на	4	1
447	согласуется с	1	1
448	если же	2	1
449	слова однако	1	1
450	должен быть	1	1
451	новую область	1	1
452	в виду	4	1
453	как по	1	1
454	практическое разрешение	1	1
455	только то	2	1
456	в более	1	1
457	различие между	4	1
458	и совершенно	5	1
459	и когда	3	1
460	к исследованию	1	1
461	из двух	1	1
462	на нее	1	1
463	не за	1	1
464	ясно что	19	1
465	живет в	1	1
466	каждого из	3	1
467	том как	1	1
468	но у	1	1
469	поэтому в	1	1
470	с этого	1	1
471	и чтобы	1	1
472	простейший пример	1	1
473	и вообще	1	1
474	произведения как	1	1
475	и здесь	2	1
476	совершенно другим	2	1
477	и та	1	1
478	определенным образом	1	1
479	в глаза	1	1
480	утверждает что	2	1
481	ее и	2	1
482	для нас	5	1
483	для толстого	2	1
484	самому себе	2	1
485	в значительной	1	1
486	как исследование	1	1
487	не умеет	1	1
488	во всех	1	1
489	нем не	1	1
490	нечто иное	1	1
491	теперь уже	1	1
492	только внешние	1	1
493	а потому	3	1
494	нуждается в	3	1
495	что и	13	1
496	уже только	1	1
497	вслед за	6	1
498	бывает и	1	1
499	также в	1	1
500	все время	4	1
501	прозе например	1	1
502	человека как	1	1
503	как результат	2	1
504	в него	2	1
505	и мы	1	1
506	представление будто	1	1
507	в двух	1	1
508	тот же	2	1
509	или когда	1	1
510	одной из	1	1
511	самый общий	1	1
512	мы увидим	4	1
513	зрения в	1	1
514	воображения как	1	1
515	в разные	2	1
516	простой и	1	1
517	по мнению	2	1
518	бы ни	2	1
519	с одной	5	1
520	способа представления	1	1
521	со всеми	4	1
522	к одному	1	1
523	которые мы	1	1
524	прямо не	1	1
525	того же	2	1
526	внимание что	1	1
527	и у	4	1
528	уже в	3	1
529	от других	2	1
530	в данной	1	1
531	конечном счете	3	1
532	но совершенно	2	1
533	этот раз	1	1
534	представить себе	3	1
535	это верно	1	1
536	произведения и	1	1
537	живет не	1	1
538	случайное и	3	1
539	бытия и	1	1
540	случае не	2	1
541	само по	5	1
542	этими словами	2	1
543	которые могут	1	1
544	существенную роль	1	1
545	и всякий	2	1
546	которое мы	1	1
547	а слово	2	1
548	не до	1	1
549	же самым	1	1
550	к нашему	1	1
551	которых мы	1	1
552	на чем	1	1
553	наконец в	2	1
554	а с	1	1
555	мы еще	1	1
556	отдельного слова	1	1
557	что для	2	1
558	говорит о	2	1
559	о влиянии	1	1
560	по тем	1	1
561	одной стороны	6	1
562	и опять	1	1
563	на этот	1	1
564	на которых	1	1
565	его как	1	1
566	одну из	1	1
567	но никогда	1	1
568	что обычно	1	1
569	понятие о	1	1
570	зависимым от	1	1
571	когда она	2	1
572	там где	4	1
573	которой он	1	1
574	в творчестве	1	1
575	говорит нам	1	1
576	о себе	1	1
577	так же	12	1
578	границы между	1	1
579	и потому	2	1
580	без помощи	1	1
581	она есть	1	1
582	на пересечении	1	1
583	в тех	1	1
584	и всей	1	1
585	образ и	2	1
586	не можем	3	1
587	указанием на	1	1
588	бросается в	1	1
589	слова и	1	1
590	художественное произведение	10	1
591	установки и	1	1
592	но это	3	1
593	речи или	1	1
594	при условии	1	1
595	все это	8	1
596	говоря это	1	1
597	числе и	1	1
598	пока еще	1	1
599	в книге	2	1
600	что позволяет	1	1
601	одного и	2	1
602	являются не	2	1
603	и восприятия	1	1
604	лев толстой	1	1
605	мы неизбежно	1	1
606	чтобы создать	1	1
607	при таком	1	1
608	записок охотника	1	1
609	он чувствовал	1	1
610	как для	1	1
611	то не	1	1
612	рассказе может	1	1
613	смысла а	1	1
614	будто бы	2	1
615	ключом к	1	1
616	историю которую	1	1
617	в готовом	1	1
618	оказывается и	1	1
619	это все	3	1
620	эстетике и	2	1
621	была бы	1	1
622	совершенно не	5	1
623	самой своей	1	1
624	только о	2	1
625	проникать во	1	1
626	этим объясняется	1	1
627	жизни мы	1	1
628	более или	2	1
629	к этой	2	1
630	в искусстве	4	1
631	случае если	1	1
632	по поводу	2	1
633	к этому	4	1
634	точно так	3	1
635	это время	1	1
636	том числе	1	1
637	событий в	1	1
