N	3gram	Bakhtin_Pr_2	Analitik
1	о том что	1	6
2	в том что	1	6
3	по отношению к	5	4
4	с одной стороны	1	4
5	к тому же	3	4
6	по крайней мере	1	3
7	той или иной	3	3
8	тем не менее	2	3
9	как и в	3	3
10	в этом смысле	2	2
11	с точки зрения	8	2
12	в таком случае	1	2
13	в то же	5	2
14	можно было бы	3	2
15	том или ином	1	2
16	в значительной степени	1	2
17	в отличие от	4	2
18	в том или	2	2
19	с другой стороны	3	2
20	то же время	5	2
21	не только не	1	2
22	на то что	2	2
23	если бы он	1	1
24	а между тем	1	1
25	можно сказать что	1	1
26	а затем и	2	1
27	как бы не	1	1
28	более или менее	3	1
29	как мы это	1	1
30	но ведь и	2	1
31	никак не может	3	1
32	как раз и	2	1
33	с установкой на	1	1
34	и во всех	1	1
35	хотя бы и	1	1
36	сами по себе	1	1
37	может быть да	1	1
38	но и на	1	1
39	но и в	1	1
40	между тем как	1	1
41	тому же и	1	1
42	с самим собою	5	1
43	на этот вопрос	2	1
44	о себе не	1	1
45	ибо и в	1	1
46	а как бы	1	1
47	о том же	2	1
48	как бы уже	1	1
49	не о том	1	1
50	на этот раз	1	1
51	тот же самый	1	1
52	и то же	2	1
53	как один из	1	1
54	ведь и сам	3	1
55	до некоторой степени	1	1
56	в эту минуту	3	1
57	так или иначе	1	1
58	в связи с	1	1
59	героя с самим	1	1
60	одно и то	2	1
61	не говорит о	1	1
62	прежде всего в	1	1
63	с оглядкой на	2	1
64	уже и не	1	1
65	этой точки зрения	1	1
66	и в словах	2	1
67	не может быть	4	1
68	словам того же	1	1
69	другой стороны и	2	1
70	от автора и	2	1
71	в самом деле	4	1
72	и не знает	2	1
73	не менее в	1	1
74	в этих случаях	2	1
75	в отношении к	2	1
76	сама по себе	4	1
77	друг с другом	4	1
78	он не только	1	1
79	то же самое	1	1
80	с самим собой	3	1
