N	3gram	Vygotskiy__3	Komedia
1	к тому же	1	10
2	в том что	11	5
3	вместе с тем	2	4
4	о том что	3	4
5	для того чтобы	8	4
6	и столь же	1	3
7	в то время	2	3
8	до сих пор	5	2
9	в той же	1	2
10	в отличие от	1	2
11	то время как	2	2
12	с одной стороны	5	2
13	то что он	2	2
14	во всяком случае	2	2
15	что у него	2	2
16	и т п	5	2
17	к тому что	2	2
18	можно было бы	1	2
19	речь идет о	3	2
20	должны были бы	2	1
21	мы найдем в	1	1
22	следует остановиться на	1	1
23	как это видно	1	1
24	в какой мере	2	1
25	потому что в	1	1
26	же мере в	1	1
27	в самом деле	18	1
28	каждой из них	1	1
29	и я думаю	1	1
30	никак не может	1	1
31	с точки зрения	9	1
32	только в том	2	1
33	и во всех	2	1
34	сих пор не	1	1
35	противопоставляются друг другу	1	1
36	том случае если	1	1
37	с самого начала	6	1
38	он говорит о	1	1
39	мы помним что	2	1
40	и та же	2	1
41	то что в	2	1
42	в наше время	2	1
43	согласии с этим	1	1
44	в том случае	1	1
45	в один из	2	1
46	по сравнению с	1	1
47	достаточно сослаться на	1	1
48	чем это делал	1	1
49	на второй план	1	1
50	одна и та	1	1
51	в целом ряде	1	1
52	с другой стороны	5	1
53	мере в какой	1	1
54	таким образом и	1	1
55	не может быть	1	1
56	в своем роде	2	1
57	не было бы	1	1
58	она могла бы	1	1
59	того или иного	1	1
60	более или менее	1	1
61	в тех случаях	1	1
62	что он не	1	1
63	в свою очередь	2	1
64	мы можем сказать	1	1
65	до самого конца	1	1
66	хотя бы в	1	1
67	с каждым новым	1	1
68	и в самом	10	1
69	но все же	1	1
70	той же мере	1	1
71	целом ряде случаев	1	1
72	своего времени в	1	1
73	самом деле здесь	1	1
74	как мы видели	2	1
