N	2gram	Tiupa_Hudo_2	Analitik
1	не только	11	22
2	тогда как	7	20
3	и в	28	18
4	как и	11	14
5	так и	8	14
6	в этом	13	14
7	и его	5	13
8	но и	9	13
9	том что	19	12
10	в качестве	4	12
11	и не	18	12
12	в частности	7	12
13	при этом	11	11
14	то есть	1	10
15	а в	6	10
16	как бы	5	10
17	что в	5	9
18	в тексте	5	9
19	может быть	8	9
20	со стороны	3	9
21	а не	14	9
22	в том	15	9
23	со своей	2	8
24	с его	5	8
25	всего лишь	3	8
26	своего рода	16	8
27	в миропорядке	4	8
28	не случайно	10	8
29	и даже	1	8
30	по отношению	7	7
31	притча о	1	7
32	как раз	4	7
33	в его	11	7
34	с другой	3	7
35	во второй	2	7
36	но не	4	7
37	отношению к	7	7
38	и самого	1	6
39	еще не	3	6
40	в этой	5	6
41	он не	4	6
42	не в	13	6
43	к тому	7	6
44	для него	5	6
45	о том	12	6
46	художественного целого	5	6
47	в начале	1	6
48	той же	2	5
49	мы имеем	1	5
50	как нам	1	5
51	в самом	5	5
52	лишь в	2	5
53	в слове	1	5
54	однако в	2	5
55	в мире	7	5
56	или иной	2	5
57	в сущности	1	5
58	что и	4	5
59	между тем	8	5
60	уже не	10	5
61	в конце	1	5
62	никогда не	5	5
63	и т.п	1	5
64	прежде всего	3	5
65	я в	1	5
66	не является	2	5
67	такого рода	1	5
68	другой стороны	1	5
69	представляет собой	1	5
70	принадлежит к	1	4
71	и на	3	4
72	столь же	3	4
73	что он	8	4
74	отнюдь не	2	4
75	в своем	5	4
76	и к	2	4
77	приводит к	2	4
78	состоит в	7	4
79	по себе	1	4
80	тем самым	2	4
81	картины мира	1	4
82	в одном	3	4
83	имеем дело	1	4
84	ли не	1	4
85	не менее	5	4
86	в пределах	1	4
87	и сам	5	4
88	произведение искусства	1	4
89	внимание на	3	4
90	можно сказать	6	4
91	себя в	8	4
92	во втором	2	4
93	и а	2	4
94	о чем	8	4
95	в данном	2	4
96	все же	2	4
97	перед нами	11	4
98	героя и	3	4
99	я и	6	3
100	здесь и	1	3
101	едва ли	3	3
102	по его	3	3
103	который в	2	3
104	мы не	1	3
105	говорить о	2	3
106	уже в	1	3
107	здесь не	2	3
108	о смерти	3	3
109	но как	1	3
110	если в	2	3
111	ответ на	2	3
112	а всего	2	3
113	что они	4	3
114	как в	5	3
115	поскольку он	1	3
116	из этих	2	3
117	роль в	2	3
118	тому же	2	3
119	роли в	2	3
120	подобно тому	4	3
121	то же	6	3
122	в каждом	1	3
123	не будет	2	3
124	его в	2	3
125	точки зрения	2	3
126	не столько	2	3
127	все это	3	3
128	в то	6	3
129	дело не	2	3
130	только не	2	3
131	ничего не	5	3
132	же время	4	3
133	личности в	3	3
134	той или	1	3
135	с ее	5	3
136	в ее	18	3
137	данном случае	2	3
138	не должно	1	3
139	жизнь и	1	3
140	мысль о	2	3
141	путь к	1	3
142	именно в	2	3
143	было бы	3	3
144	дело с	2	3
145	на языке	1	3
146	являет собой	2	3
147	по воле	1	3
148	этом отношении	1	3
149	были бы	1	3
150	в финале	2	3
151	еще и	2	3
152	что не	2	3
153	не было	6	3
154	воспринимающего сознания	2	3
155	однако и	2	3
156	не всегда	1	3
157	он и	1	3
158	вступает в	1	3
159	как это	7	3
160	к жизни	1	3
161	пока еще	3	3
162	восходящая к	1	3
163	и героем	1	3
164	по поводу	3	3
165	к этому	1	3
166	во сне	3	3
167	отношения к	1	2
168	например в	1	2
169	самом деле	3	2
170	от своей	1	2
171	в первом	2	2
172	по преимуществу	3	2
173	с изображением	1	2
174	после слов	1	2
175	жизненной позиции	1	2
176	а для	2	2
177	на себя	3	2
178	власть над	1	2
179	и он	3	2
180	жизненные позиции	2	2
181	в ней	3	2
182	нам представляется	2	2
183	во всех	1	2
184	со всеми	1	2
185	свою жизнь	1	2
186	конечном счете	3	2
187	в общем	1	2
188	это и	1	2
189	более чем	2	2
190	не видно	1	2
191	по сути	1	2
192	как к	1	2
193	личностного я	1	2
194	когда он	1	2
195	как уже	2	2
196	но в	2	2
197	бы и	4	2
198	все эти	1	2
199	в ответ	3	2
200	в себе	9	2
201	не могла	5	2
202	так сказать	1	2
203	наш взгляд	4	2
204	что она	7	2
205	в нем	3	2
206	о которой	2	2
207	модус художественности	1	2
208	не как	2	2
209	уже говорилось	1	2
210	о его	2	2
211	свое время	1	2
212	значительной степени	1	2
213	могла бы	2	2
214	этом он	1	2
215	это не	6	2
216	с самим	2	2
217	в жизни	8	2
218	а вот	2	2
219	в них	3	2
220	о которых	2	2
221	несмотря на	3	2
222	иначе говоря	1	2
223	не мог	1	2
224	с точки	2	2
225	в принципе	2	2
226	от его	1	2
227	из евангелия	1	2
228	тем не	4	2
229	жизненных позиций	1	2
230	даже в	1	2
231	человеческого я	4	2
232	дело в	1	2
233	одна из	2	2
234	на наш	4	2
235	обратим внимание	1	2
236	по своей	1	2
237	сводится к	6	2
238	представляется нам	2	2
239	в момент	1	2
240	говоря словами	1	2
241	в анекдоте	1	2
