N	2gram	Voloshinov_1	FransuaR
1	и в	13	65
2	и др	2	24
3	как бы	6	22
4	и не	8	22
5	вовсе не	2	18
6	и т.п	7	17
7	в том	2	16
8	в этом	2	15
9	но в	4	14
10	в нем	2	13
11	в условиях	1	13
12	мы уже	2	12
13	прежде всего	9	11
14	все эти	2	10
15	не только	6	10
16	и его	12	10
17	так и	3	10
18	но и	3	10
19	в эпоху	1	9
20	в его	7	9
21	все это	4	9
22	форм и	2	9
23	за пределы	3	8
24	в своем	1	8
25	в основе	1	8
26	в дальнейшем	1	8
27	формы и	1	7
28	его в	1	7
29	точки зрения	7	7
30	в области	2	7
31	только в	6	7
32	на самом	1	6
33	в ней	2	6
34	еще не	1	6
35	все же	5	6
36	и у	1	6
37	при этом	2	6
38	том что	2	6
39	в отношении	2	6
40	никогда не	3	6
41	тела и	3	6
42	в значительной	1	6
43	одно из	1	6
44	так как	3	6
45	может быть	8	6
46	не знает	1	6
47	сказать что	1	6
48	связана с	3	5
49	с его	1	5
50	отличие от	1	5
51	как в	2	5
52	с их	1	5
53	в них	2	5
54	как и	3	5
55	в своей	4	5
56	между людьми	1	5
57	потому что	1	5
58	между тем	2	5
59	для него	2	5
60	в одном	3	5
61	еще и	4	5
62	и пр	7	5
63	превращается в	3	5
64	связь с	1	5
65	и все	3	5
66	в своих	2	5
67	xvii века	1	4
68	здесь и	1	4
69	и до	1	4
70	в общем	2	4
71	и к	2	4
72	в самом	2	4
73	в этой	1	4
74	в узком	1	4
75	на всю	1	4
76	входит в	2	4
77	в их	3	4
78	в отличие	1	4
79	мысли и	1	4
80	не в	3	4
81	связи с	1	4
82	отношение к	1	4
83	выходит за	1	4
84	нужно сказать	1	4
85	можно говорить	1	3
86	самом деле	3	3
87	нем только	1	3
88	менее всего	1	3
89	связанный с	1	3
90	в себя	1	3
91	то что	6	3
92	в себе	3	3
93	понимания и	1	3
94	и других	1	3
95	далеко не	1	3
96	в ее	3	3
97	он и	1	3
98	с точки	5	3
99	но это	1	3
100	по своей	1	3
101	этом отношении	1	3
102	и здесь	1	3
103	в виду	1	3
104	в самой	1	3
105	с другой	2	3
106	к нему	1	3
107	вся эта	1	3
108	во всей	2	3
109	что он	1	3
110	в системе	1	3
111	даже и	1	3
112	и эта	5	3
113	в ряду	1	3
114	на фоне	4	3
115	нет ничего	2	3
116	и их	7	3
117	с миром	1	3
118	в тех	2	3
119	нужно отметить	2	3
120	но для	3	3
121	не является	4	3
122	от всех	2	3
123	не может	8	3
124	что в	3	3
125	в искусстве	3	3
126	одним из	1	2
127	например в	1	2
128	мы здесь	1	2
129	нам кажется	1	2
130	не вполне	1	2
131	и он	1	2
132	время в	1	2
133	в чем	2	2
134	но не	1	2
135	не входит	1	2
136	нет и	1	2
137	полно и	1	2
138	и наконец	5	2
139	его к	1	2
140	в чисто	1	2
141	в современных	1	2
142	человеческого тела	1	2
143	и вот	1	2
144	конечно в	2	2
145	на все	1	2
146	истории и	1	2
147	от своего	2	2
148	их в	1	2
149	бы быть	1	2
150	строя и	1	2
151	в процессе	5	2
152	во всем	2	2
153	таком подходе	1	2
154	он называет	1	2
155	и именно	1	2
156	могут быть	2	2
157	к тому	2	2
158	и это	1	2
159	значительной мере	1	2
160	но при	1	2
161	роль в	2	2
162	особенно в	1	2
163	но у	1	2
164	понятно что	3	2
165	связанная с	1	2
166	отметить что	1	2
167	явления как	1	2
168	мы видим	2	2
169	этот вопрос	1	2
170	с одной	2	2
171	роста и	1	2
172	литературы в	1	2
173	только на	1	2
174	и чисто	1	2
175	или даже	1	2
176	в особенности	1	2
177	у других	1	2
178	в некоторых	1	2
179	одной стороны	2	2
180	до конца	1	2
181	и самый	1	2
182	более того	2	2
183	несмотря на	2	2
184	и особенно	1	2
185	его на	2	2
186	и глубоко	1	2
187	да и	3	2
188	что мы	1	2
189	в целом	2	2
190	в книге	2	2
191	и для	3	2
192	и часто	1	2
193	при таком	1	2
194	или в	1	2
195	узком смысле	1	2
196	нам придется	1	2
197	от него	1	2
198	вполне понятно	4	2
199	речи и	1	2
200	произведения но	2	1
201	человека и	1	1
202	функции в	1	1
203	и принял	1	1
204	в эстетике	1	1
205	это и	1	1
206	что слово	1	1
207	по которым	1	1
208	существующего в	1	1
209	на две	2	1
210	собственном смысле	1	1
211	входящих в	1	1
212	то же	4	1
213	а как	2	1
214	на материале	1	1
215	мы не	4	1
216	на первом	1	1
217	других представителей	1	1
218	говорить о	3	1
219	этапы развития	1	1
220	этого термина	1	1
221	исследования литературного	1	1
222	виде но	1	1
223	других речевых	1	1
224	предмет исследования	1	1
225	в подборе	2	1
226	совершенно иных	1	1
227	появляется и	1	1
228	по отношению	3	1
229	мы дали	1	1
230	или иное	1	1
231	в свои	1	1
232	и чем	1	1
233	только путем	3	1
234	чем же	2	1
235	с этим	3	1
236	как к	1	1
237	в полном	2	1
238	и как	1	1
239	двух разных	2	1
240	и превращается	1	1
241	от этого	2	1
242	в этот	2	1
243	роль играет	1	1
244	проявляются в	1	1
245	в произведении	2	1
246	в которой	3	1
247	чуть ли	1	1
248	в последнее	1	1
249	остановиться на	1	1
250	жизнь как	1	1
251	на то	1	1
252	он всегда	1	1
253	и если	1	1
254	что без	1	1
255	всем своем	1	1
256	момента в	1	1
257	для того	1	1
258	выполняет и	1	1
259	наиболее чистым	1	1
260	и более	1	1
261	из него	1	1
262	на этом	1	1
263	людей и	1	1
264	это конечно	1	1
265	здесь мы	3	1
266	связанные с	2	1
267	и может	2	1
268	в совершенно	1	1
269	об этом	1	1
270	связанных с	2	1
271	чистым и	1	1
272	особенности в	1	1
273	наш анализ	1	1
274	литературного языка	2	1
275	лишь в	4	1
276	было бы	4	1
277	и дает	1	1
278	ведь в	1	1
279	не чем	2	1
280	этом мы	1	1
281	о которых	1	1
282	мы имеем	1	1
283	и уже	3	1
284	переходим к	1	1
285	и некоторых	1	1
286	предисловии к	1	1
287	рождается и	1	1
288	без знания	1	1
289	здесь она	1	1
290	которую он	1	1
291	и при	2	1
292	с вещами	1	1
293	что такое	1	1
294	к истории	1	1
295	телом и	2	1
296	не столько	3	1
297	представление о	1	1
298	в которых	1	1
299	своего рода	2	1
300	всю сложность	1	1
301	отношений между	2	1
302	как это	1	1
303	где она	1	1
304	есть его	1	1
305	точку зрения	3	1
306	времени не	1	1
307	иным как	2	1
308	где нет	1	1
309	во времени	2	1
310	это особенно	1	1
311	слово для	1	1
312	отнесена к	1	1
313	на три	1	1
314	не менее	2	1
315	вплоть до	1	1
316	описания и	2	1
317	одну особенность	1	1
318	в то	1	1
319	мысли в	1	1
320	в науке	1	1
321	в самых	1	1
322	данную эпоху	1	1
323	на язык	2	1
324	в разных	1	1
325	же время	1	1
326	другой стороны	2	1
327	тех или	1	1
328	же слова	1	1
329	вопрос в	1	1
330	им и	1	1
331	эти три	1	1
332	до того	1	1
333	или иных	1	1
334	которую не	1	1
335	все то	1	1
336	но там	1	1
337	новым материалом	1	1
338	лежит в	1	1
339	эстетических норм	1	1
340	его понимании	1	1
341	с телом	2	1
342	что при	1	1
343	своего развития	1	1
344	того чтобы	1	1
345	в собственном	1	1
346	последнее время	1	1
347	то или	1	1
348	в организации	1	1
349	всей своей	2	1
350	в пределах	3	1
351	так в	1	1
352	некоторых других	1	1
353	можно было	1	1
354	те же	2	1
355	отсюда и	1	1
356	здесь нет	1	1
357	которые с	1	1
358	еще в	2	1
359	подойти к	2	1
360	даже у	1	1
361	мы в	1	1
362	мыслью и	1	1
363	самых первых	1	1
364	из одного	1	1
365	как выражение	1	1
366	этой концепции	1	1
367	форме в	1	1
368	утверждает и	1	1
369	только и	4	1
370	сводится к	1	1
371	приближается к	1	1
372	по себе	1	1
373	и являются	1	1
374	рождения и	1	1
375	вне всякой	2	1
376	времени в	1	1
377	должно было	1	1
378	жизни он	1	1
379	в которую	2	1
380	мы понимаем	2	1
381	явления но	1	1
382	придется остановиться	1	1
383	и остаются	1	1
384	в языке	2	1
385	бы в	2	1
386	средств и	1	1
387	наконец в	2	1
388	и ценностных	1	1
389	слов и	4	1
390	и следовательно	2	1
391	и стилистические	1	1
392	чрезвычайно резко	1	1
393	не зная	1	1
394	один из	1	1
395	моменты в	1	1
396	всех исторических	1	1
397	важное значение	1	1
398	одной из	1	1
399	с ними	2	1
400	который в	1	1
401	и ее	2	1
402	в целое	1	1
403	не было	1	1
404	в литературоведении	1	1
405	общественного строя	1	1
406	для всех	1	1
407	уже в	2	1
408	еще одну	1	1
409	чужого языка	1	1
410	не из	1	1
411	этого процесса	1	1
412	языка но	2	1
413	носителем и	1	1
414	же объясняется	1	1
415	его и	1	1
416	превращаются в	1	1
417	неизменная и	1	1
418	в конце	1	1
419	и во-вторых	1	1
420	тем что	2	1
421	ее на	1	1
422	сильнее и	1	1
423	и отчетливое	1	1
424	и речи	1	1
425	живой исторической	2	1
426	к которому	1	1
427	она и	1	1
428	следовательно не	1	1
429	которые не	1	1
430	себя и	1	1
431	в живом	1	1
432	только к	1	1
433	а на	1	1
434	он только	2	1
435	не на	2	1
436	а не	2	1
437	необходимость в	1	1
438	одна из	1	1
439	уже первая	1	1
440	него не	1	1
441	ясное и	1	1
442	его эстетической	1	1
443	свести к	1	1
444	здесь уже	1	1
445	перейти в	1	1
446	через тело	1	1
447	может стать	2	1
448	конечно не	1	1
449	он говорит	1	1
450	и всякого	1	1
451	в течение	2	1
452	всем разнообразии	1	1
453	момент как	1	1
454	такие явления	1	1
455	там где	2	1
456	для понимания	1	1
457	ее мы	1	1
458	однако было	1	1
459	ли не	1	1
460	в контексте	1	1
461	этот не	1	1
462	слова и	2	1
463	ведь и	1	1
464	в начале	1	1
465	что касается	1	1
466	закономерностью и	1	1
467	есть она	1	1
468	уже на	1	1
469	в связи	2	1
470	находит свое	1	1
471	хотя бы	5	1
472	творчества но	1	1
473	отчетливее всего	1	1
474	ведь именно	1	1
475	речи здесь	1	1
476	имеет место	2	1
477	типа и	1	1
478	отношению к	3	1
479	чем иным	2	1
480	включает в	1	1
481	в данную	1	1
482	к этому	1	1
483	такой же	1	1
484	они не	1	1
