N	3gram	Nazirov_Tv_2	Myshleni
1	в том что	2	13
2	так же как	2	7
3	с самого начала	1	7
4	по отношению к	3	5
5	в самом деле	2	4
6	не может быть	3	4
7	о том что	2	4
8	на всем протяжении	1	4
9	только потому что	1	3
10	до сих пор	3	3
11	имеет в виду	1	3
12	мы не можем	1	3
13	содержит в себе	1	3
14	как и в	1	3
15	том что в	1	2
16	нет и не	1	2
17	в известном смысле	1	2
18	в отличие от	2	2
19	в этот период	1	2
20	точно так же	1	2
21	именно в этом	2	2
22	едва ли не	2	2
23	же как и	1	2
24	привело нас к	1	2
25	в то время	1	2
26	в свою очередь	1	2
27	в конечном счете	1	2
28	по внешним формам	1	1
29	мы видим в	1	1
30	в которой он	1	1
31	по сути дела	3	1
32	анекдот в котором	1	1
33	как это случилось	1	1
34	в том числе	1	1
35	в соответствии с	4	1
36	идея может быть	1	1
37	в том же	2	1
38	человеком которого я	1	1
39	и не может	2	1
40	по самой своей	2	1
41	в первую очередь	1	1
42	не может жить	1	1
43	для себя из	1	1
44	том числе и	1	1
45	связана с ней	1	1
46	можно было бы	1	1
47	что дает нам	1	1
48	и что в	1	1
49	в целом и	2	1
50	в высшей степени	1	1
51	но при этом	1	1
52	и должно быть	1	1
53	и в этом	1	1
54	пришел к выводу	1	1
55	в одной из	2	1
56	потому что в	1	1
57	с другой стороны	2	1
58	не только для	1	1
59	он говорит что	1	1
60	является общим законом	1	1
61	не могут быть	1	1
62	мы уже говорили	1	1
63	как и для	1	1
64	во всяком случае	2	1
65	что у него	1	1
66	потому что они	1	1
67	так например в	1	1
68	может и не	1	1
69	так и в	2	1
70	это и есть	1	1
71	той или иной	1	1
72	всех и всяческих	1	1
73	и ту же	1	1
74	по нашему мнению	4	1
75	в то же	7	1
76	тем что он	1	1
77	одну и ту	1	1
78	того факта что	1	1
79	он еще не	2	1
