N	2gram	Vinokur_Ku_1	Freidism
1	таким образом	12	24
2	и не	12	23
3	не может	7	20
4	точки зрения	14	19
5	прежде всего	9	18
6	в этом	14	15
7	в его	12	15
8	и пр	15	15
9	с помощью	7	14
10	мы можем	1	13
11	может быть	13	13
12	и его	5	12
13	все эти	6	11
14	как и	2	11
15	с точки	9	11
16	как бы	7	11
17	то что	9	11
18	самом деле	9	10
19	но в	2	10
20	его в	1	10
21	с ним	5	10
22	как мы	1	10
23	так и	7	10
24	и потому	4	10
25	с его	4	9
26	во всех	1	9
27	по отношению	8	9
28	и в	24	9
29	то же	8	8
30	не только	10	8
31	он не	2	8
32	в своей	2	8
33	еще не	5	8
34	что он	6	8
35	только в	11	8
36	так как	9	8
37	все это	6	8
38	и все	2	8
39	отношению к	9	8
40	все что	1	8
41	в самом	10	7
42	отношение к	1	7
43	ни в	2	7
44	мы видели	1	7
45	один из	4	7
46	тот же	2	7
47	всяком случае	5	7
48	что же	6	7
49	сказать что	1	7
50	во всяком	5	7
51	в ней	6	6
52	все те	2	6
53	так сказать	5	6
54	и с	5	6
55	на протяжении	1	6
56	точку зрения	1	6
57	того что	9	6
58	для него	1	6
59	вовсе не	10	6
60	никогда не	2	6
61	хотя бы	10	6
62	совершенно не	1	6
63	я и	1	5
64	на самом	2	5
65	и на	4	5
66	в чем	1	5
67	в этой	3	5
68	что такое	6	5
69	не в	11	5
70	в то	2	5
71	в каком	2	5
72	могут быть	1	5
73	в себя	1	5
74	его ученики	1	5
75	для этого	3	5
76	можно сказать	3	5
77	для того	16	5
78	в большинстве	2	5
79	большинстве случаев	1	5
80	а в	5	5
81	но и	6	5
82	с этим	4	5
83	в свою	3	5
84	что в	17	5
85	смысле слова	1	4
86	в зависимости	5	4
87	той же	3	4
88	связанных с	1	4
89	в которой	6	4
90	говорить о	1	4
91	я не	2	4
92	зависимости от	6	4
93	совсем не	1	4
94	но не	5	4
95	в собственном	2	4
96	все же	12	4
97	не было	3	4
98	из этих	4	4
99	в пределах	4	4
100	с их	3	4
101	в нем	4	4
102	всех этих	1	4
103	на этом	1	4
104	то ни	1	4
105	связанные с	1	4
106	при этом	6	4
107	об этом	1	4
108	в жизни	1	4
109	не менее	7	4
110	же время	2	4
111	таким путем	1	4
112	потому что	23	4
113	и для	2	4
114	к тому	5	4
115	если мы	2	4
116	того чтобы	17	4
117	сводится к	3	4
118	это только	3	4
119	с ними	4	4
120	конечно не	2	4
121	уже не	8	4
122	не дает	1	4
123	в котором	3	4
124	мы находим	1	4
125	как раз	8	4
126	от того	1	4
127	на которые	1	4
128	себя и	1	4
129	в данном	4	4
130	в более	2	4
131	в этих	4	4
132	этот вопрос	1	4
133	между ними	2	4
134	в последнем	2	4
135	в таком	3	4
136	и есть	2	3
137	собственном смысле	1	3
138	на место	1	3
139	на себя	3	3
140	не найдем	1	3
141	такие же	1	3
142	а только	8	3
143	в общем	3	3
144	как в	4	3
145	и как	2	3
146	учение о	4	3
147	в себе	3	3
148	и те	1	3
149	но ведь	2	3
150	главным образом	1	3
151	и вот	1	3
152	и по	1	3
153	что все	2	3
154	выражение и	1	3
155	и может	3	3
156	конечно в	1	3
157	может стать	1	3
158	было бы	15	3
159	мы имеем	6	3
160	нисколько не	3	3
161	мысли и	1	3
162	тому чтобы	1	3
163	тому что	3	3
164	одна из	1	3
165	в сознании	1	3
166	к себе	4	3
167	не могут	2	3
168	бы он	1	3
169	ничего общего	1	3
170	свою очередь	3	3
171	всем этим	1	3
172	внутренняя речь	1	3
173	только то	1	3
174	если бы	9	3
175	и что	5	3
176	в конечном	1	3
177	во втором	2	3
178	себя в	1	3
179	в них	7	3
180	со стороны	4	3
181	на этот	2	3
182	вместе с	7	3
183	по своему	1	3
184	слова и	4	3
185	сейчас же	1	3
186	и от	1	3
187	но это	1	3
188	не является	2	3
189	это как	1	3
190	когда он	3	3
191	не знает	1	3
192	жизни и	1	3
193	ее в	2	3
194	в искусстве	1	3
195	в такой	1	2
196	и то	3	2
197	тех же	1	2
198	это и	4	2
199	в первом	3	2
200	ее целом	1	2
201	для своего	1	2
202	жизни по	1	2
203	большую роль	1	2
204	во внутреннем	1	2
205	как не	1	2
206	того же	4	2
207	в ее	1	2
208	но как	1	2
209	с которыми	1	2
210	себе и	2	2
211	отличие от	1	2
212	большое значение	2	2
213	относится к	2	2
214	же с	1	2
215	в своем	3	2
216	от этого	2	2
217	помощью которого	1	2
218	не приходится	1	2
219	что это	5	2
220	в нашем	1	2
221	выражение в	1	2
222	что она	3	2
223	из этой	1	2
224	же остается	1	2
225	но все	2	2
226	в совершенно	1	2
227	же касается	4	2
228	них не	1	2
229	на этой	1	2
230	это было	2	2
231	это не	7	2
232	на почве	1	2
233	чаще всего	1	2
234	только о	1	2
235	этого не	2	2
236	его все	1	2
237	и уже	1	2
238	и становится	2	2
239	том что	21	2
240	но если	2	2
241	во второй	1	2
242	и при	2	2
243	в их	3	2
244	на первых	1	2
245	в отличие	1	2
246	сих пор	4	2
247	но во	1	2
248	освободиться от	1	2
249	как это	3	2
250	таких случаях	1	2
251	в таких	4	2
252	что с	2	2
253	но для	1	2
254	дело не	2	2
255	правда в	1	2
256	в науке	4	2
257	и притом	1	2
258	в процессе	1	2
259	в самых	1	2
260	только не	1	2
261	тем не	4	2
262	и мысли	2	2
263	и теперь	1	2
264	из того	1	2
265	этом отношении	5	2
266	в области	7	2
267	если его	2	2
268	все то	1	2
269	когда мы	2	2
270	должны быть	2	2
271	что оно	3	2
272	они и	1	2
273	оно не	3	2
274	для себя	1	2
275	и самое	1	2
276	в виду	5	2
277	на основе	1	2
278	роль в	4	2
279	в прошлое	1	2
280	о нем	2	2
281	до сих	4	2
282	социального общения	3	2
283	не меняется	1	2
284	нуждается в	3	2
285	что и	4	2
286	также в	1	2
287	не тот	1	2
288	своему содержанию	1	2
289	в него	1	2
290	в какой	6	2
291	очень много	2	2
292	с одной	1	2
293	и у	1	2
294	уже в	3	2
295	только на	1	2
296	борьбы с	1	2
297	в нашей	1	2
298	из них	4	2
299	его и	1	2
300	а потому	5	2
301	в конце	1	2
302	содержание и	5	2
303	в систему	1	2
304	свое выражение	1	2
305	рядом с	5	2
306	и даже	3	2
307	влияние на	1	2
308	с другой	7	2
309	и тех	1	2
310	здесь в	1	2
311	а с	3	2
312	социальной жизни	2	2
313	до конца	2	2
314	ничем не	1	2
315	связано с	3	2
316	одной стороны	1	2
317	более того	1	2
318	зависит от	1	2
319	а не	8	2
320	что мы	1	2
321	речи и	5	2
322	так же	4	2
323	быть как	1	2
324	факты и	2	2
325	самого себя	1	2
326	матери и	1	2
327	не заметил	1	2
328	в развитии	1	2
329	действительно ли	1	2
330	в основном	1	2
331	только для	1	2
332	и таким	1	2
333	к другим	1	2
334	это уже	1	2
335	в силах	2	2
336	для нас	2	2
337	поэтому все	1	2
338	да и	1	2
339	к его	1	2
340	есть и	1	2
341	и представлений	1	2
342	в своих	1	2
343	к этому	1	2
344	как на	3	2
345	они не	3	2
346	ту же	1	1
347	можно говорить	2	1
348	и т	33	1
349	одним из	2	1
350	же как	1	1
351	его школы	1	1
352	а из	1	1
353	выражения в	1	1
354	за то	1	1
355	других областей	1	1
356	науки о	3	1
357	но тем	1	1
358	и должны	1	1
359	показать что	1	1
360	не имеют	3	1
361	ведь и	1	1
362	с таким	1	1
363	и этот	1	1
364	о так	1	1
365	полагает что	1	1
366	может даже	1	1
367	которую мы	1	1
368	различия так	1	1
369	в семье	1	1
370	вопрос о	2	1
371	ответить на	1	1
372	в основных	1	1
373	как то	2	1
374	но даже	1	1
375	один пример	2	1
376	мы и	1	1
377	то это	3	1
378	конечно и	1	1
379	в целом	4	1
380	что можно	2	1
381	в каждой	1	1
382	оказывается что	1	1
383	не был	1	1
384	время в	1	1
385	что его	2	1
386	без всякого	1	1
387	кого он	1	1
388	пассивным и	1	1
389	вместо прежнего	1	1
390	только потому	6	1
391	в качестве	7	1
392	иметь дело	1	1
393	отличаются от	1	1
394	что они	4	1
395	с данными	1	1
396	из таких	1	1
397	к сожалению	1	1
398	организма даже	1	1
399	которые не	1	1
400	в истории	3	1
401	как говорит	1	1
402	всего от	1	1
403	общего с	1	1
404	интересует не	1	1
405	однако не	6	1
406	что когда	1	1
407	его к	3	1
408	ним было	1	1
409	при чтении	1	1
410	та же	1	1
411	бы и	2	1
412	бы не	1	1
413	процесс образования	1	1
414	то обстоятельство	8	1
415	по преимуществу	2	1
416	говорят о	1	1
417	имеем в	1	1
418	как он	1	1
419	на то	4	1
420	лет тому	1	1
421	в наших	1	1
422	а вовсе	1	1
423	но прежде	1	1
424	вообще не	1	1
425	теории и	1	1
426	идей и	1	1
427	что было	2	1
428	роковую роль	1	1
429	т д	14	1
430	все другие	1	1
431	в переводе	1	1
432	на новые	1	1
433	и социальной	2	1
434	действии и	1	1
435	же это	1	1
436	они свидетельствуют	1	1
437	не теряет	1	1
438	себя при	1	1
439	из него	1	1
440	всякое представление	1	1
441	без исключения	1	1
442	конца и	1	1
443	заимствованные из	1	1
444	не следует	1	1
445	как они	2	1
446	учением о	1	1
447	со всем	1	1
448	сказать где	1	1
449	может возникнуть	1	1
450	изучению только	1	1
451	то нам	2	1
452	не умеет	1	1
453	всех народов	1	1
454	чтобы все	1	1
455	этом смысле	3	1
456	говоря о	1	1
457	связанная с	2	1
458	и тем	2	1
459	он приходит	1	1
460	мы встречаемся	1	1
461	во многом	1	1
462	для них	2	1
463	бытие и	1	1
464	стать таким	1	1
465	далеко не	1	1
466	он действительно	1	1
467	не всегда	2	1
468	можно считать	1	1
469	и было	2	1
470	находят свое	1	1
471	не мог	2	1
472	какие же	1	1
473	он конечно	1	1
474	момента в	1	1
475	на первый	1	1
476	этом случае	2	1
477	он должен	1	1
478	как наука	1	1
479	наших дней	1	1
480	и без	1	1
481	что вся	1	1
482	мы называем	1	1
483	слова мы	1	1
484	из области	4	1
485	их помощью	1	1
486	вот один	1	1
487	в одном	3	1
488	из потребностей	1	1
489	которые в	1	1
490	друг другу	1	1
491	по крайней	5	1
492	и эти	3	1
493	так называемое	1	1
494	однако в	1	1
495	с такими	1	1
496	любовь к	2	1
497	раз и	1	1
498	точно и	1	1
499	иной раз	2	1
500	можно ли	2	1
501	так ли	1	1
502	гораздо большей	1	1
503	в идеологическом	1	1
504	единого в	1	1
505	это чувство	1	1
506	человека но	1	1
507	и должно	2	1
508	тогда когда	6	1
509	только из	1	1
510	образом в	1	1
511	проникают в	1	1
512	же значение	1	1
513	из других	1	1
514	него что	1	1
515	не сделал	3	1
516	дело в	1	1
517	его речи	1	1
518	этих последних	1	1
519	сущность его	1	1
520	и является	4	1
521	свидетельствуют о	2	1
522	языка который	2	1
523	этого необходимо	1	1
524	легко убедиться	1	1
525	только одним	1	1
526	из той	1	1
527	что на	1	1
528	фактов и	1	1
529	ли это	2	1
530	и со	1	1
531	похожи на	1	1
532	конечно только	1	1
533	и далее	1	1
534	обстоятельство что	8	1
535	и здесь	3	1
536	в индивидуальной	1	1
537	выход из	1	1
538	о таких	1	1
539	той или	1	1
540	законы которые	1	1
541	по сравнению	1	1
542	уже на	2	1
543	как некое	1	1
544	о том	9	1
545	своего развития	1	1
546	то она	1	1
547	и сами	2	1
548	совершенно ясно	1	1
549	свои силы	1	1
550	далее к	1	1
551	действия и	2	1
552	в дальнейшем	1	1
553	материи и	1	1
554	как с	2	1
555	и когда	1	1
556	и сам	1	1
557	только через	1	1
558	по аналогии	1	1
559	не с	3	1
560	ясно что	3	1
561	мог бы	1	1
562	на месте	2	1
563	увидим что	2	1
564	в результате	5	1
565	можно только	1	1
566	к тем	1	1
567	этот объект	1	1
568	область в	1	1
569	мы в	1	1
570	разумеется что	2	1
571	из одного	3	1
572	на язык	4	1
573	образований с	1	1
574	ничего не	2	1
575	ними и	2	1
576	желания в	1	1
577	находится в	1	1
578	часто и	1	1
579	на все	1	1
580	а также	1	1
581	этих внутренних	1	1
582	внимание на	4	1
583	язык и	1	1
584	принимают форму	1	1
585	чтобы с	1	1
586	утверждает что	1	1
587	после того	1	1
588	в сфере	1	1
589	аналогии с	1	1
590	любви к	2	1
591	события в	1	1
592	и во	1	1
593	в которую	1	1
594	необходимо только	1	1
595	уже при	1	1
596	чтобы получить	2	1
597	в форме	1	1
598	крайней мере	5	1
599	тотчас же	1	1
600	на те	2	1
601	на данные	1	1
602	ее элементов	1	1
603	а его	1	1
604	слов и	1	1
605	все время	1	1
606	они приобретают	1	1
607	и устойчивое	1	1
608	и следовательно	1	1
609	в лице	1	1
610	к которому	3	1
611	чтобы ответить	1	1
612	ведь есть	1	1
613	в двух	1	1
614	тому назад	1	1
615	дело с	1	1
616	ощущаем в	1	1
617	и так	1	1
618	поэтому и	1	1
619	каком контексте	1	1
620	связанным с	1	1
621	который в	1	1
622	содержание его	1	1
623	это же	1	1
624	совершается механически	2	1
625	не соответствует	1	1
626	есть в	4	1
627	то и	2	1
628	же из	2	1
629	образования в	1	1
630	также и	2	1
631	за пределами	1	1
632	а это	3	1
633	и других	1	1
634	право говорить	1	1
635	сказано в	1	1
636	одно из	2	1
637	не так	1	1
638	слова в	1	1
639	содержания и	1	1
640	целом и	2	1
641	наука о	2	1
642	моментов в	1	1
643	может служить	2	1
644	из одной	1	1
645	как будто	1	1
646	тем что	8	1
647	к той	1	1
648	и конкретном	2	1
649	даже и	3	1
650	и строго	1	1
651	и только	1	1
652	момент в	1	1
653	связан с	1	1
654	представление о	3	1
655	продукт речевой	1	1
656	во вступительной	1	1
657	или иной	3	1
658	даже не	1	1
659	на примере	2	1
660	этого объекта	1	1
661	согласно учению	1	1
662	которые можно	2	1
663	именно в	6	1
664	в каких	1	1
665	с большим	3	1
666	которых оно	1	1
667	воспоминания о	1	1
668	здесь действительно	1	1
669	в некоторых	1	1
670	превращается в	2	1
671	а на	2	1
672	однако и	1	1
673	своем месте	1	1
674	человек в	1	1
675	так называемой	2	1
676	меньше всего	2	1
677	долгое время	1	1
678	но никогда	1	1
679	отнюдь не	1	1
680	у всех	1	1
681	совершенно одинаково	1	1
682	в слове	2	1
683	там где	4	1
684	пр и	1	1
685	действительного и	1	1
686	жизнь в	1	1
687	понимание и	1	1
688	если это	1	1
689	и вовсе	5	1
690	так называемых	1	1
691	является его	1	1
692	при его	1	1
693	же приходится	1	1
694	для самого	1	1
695	мы говорим	2	1
696	в строгом	1	1
697	в нормальный	1	1
698	к своему	2	1
699	к процессу	1	1
700	смысле этого	3	1
701	и там	1	1
702	даже с	1	1
703	у самого	1	1
704	нормальный обиход	1	1
705	к следующему	1	1
706	в это	2	1
707	этого слова	3	1
708	в контексте	2	1
709	протестует против	1	1
710	нас интересует	1	1
711	с особым	1	1
712	этой трагедии	1	1
713	бы гораздо	1	1
714	является как	1	1
715	я мог	1	1
716	в смысле	2	1
717	выражения не	1	1
718	в недрах	1	1
719	под влиянием	3	1
720	трудно бывает	1	1
721	социальной обстановки	1	1
722	указать на	4	1
723	этого рода	6	1
724	но на	1	1
725	об отношении	1	1
726	теряет свое	1	1
727	в область	1	1
728	которого они	1	1
729	которая в	1	1
730	в отношения	1	1
731	но эти	1	1
732	это часто	1	1
733	целый ряд	5	1
734	бы в	7	1
735	еще более	1	1
736	тем более	2	1
737	будто бы	1	1
738	мысль в	1	1
739	я в	1	1
740	же в	4	1
741	в различных	1	1
742	в том	30	1
743	отношении к	1	1
744	к ее	1	1
745	нам не	3	1
746	может и	1	1
747	нет ничего	1	1
748	это все	1	1
