N	2gram	Vygotskiy__1	Vvedenie
1	и т	1	42
2	т д	1	36
3	и в	23	32
4	в том	24	31
5	в этом	17	30
6	том что	21	26
7	может быть	14	26
8	не только	16	22
9	для того	15	21
10	того чтобы	17	20
11	таким образом	26	19
12	также и	1	18
13	то что	17	16
14	потому что	6	15
15	так как	7	15
16	не может	12	14
17	в самом	7	13
18	в нем	1	13
19	о том	6	13
20	со стороны	1	13
21	в их	3	12
22	в общем	3	12
23	представляет собой	11	12
24	в его	14	12
25	того что	15	12
26	только в	6	12
27	и не	9	12
28	как на	4	12
29	как мы	5	11
30	в ее	2	11
31	и именно	1	11
32	ясно что	2	11
33	в данном	2	11
34	языка и	1	10
35	что в	14	10
36	то же	8	9
37	в истории	1	9
38	и как	5	9
39	но в	5	9
40	по себе	5	9
41	между тем	9	9
42	этом смысле	1	9
43	этого рода	2	9
44	это не	1	8
45	не в	4	8
46	тем не	1	8
47	не менее	1	8
48	с другой	10	8
49	именно в	6	8
50	самом деле	3	7
51	вопрос о	7	7
52	но не	4	7
53	все же	3	7
54	к выводу	4	7
55	было бы	4	7
56	точки зрения	26	7
57	можно было	3	7
58	выводу что	4	7
59	прежде всего	10	7
60	смысле этого	3	7
61	о котором	2	7
62	в большей	1	7
63	только как	1	7
64	смысле слова	3	6
65	и это	3	6
66	из этих	3	6
67	как он	3	6
68	том чтобы	3	6
69	с тем	7	6
70	как и	14	6
71	представить себе	5	6
72	вовсе не	3	6
73	в то	7	6
74	в качестве	9	6
75	же время	2	6
76	тем что	6	6
77	о природе	4	6
78	один из	2	6
79	этот вопрос	3	6
80	и его	6	6
81	в руки	1	6
82	и даже	2	6
83	до сих	4	6
84	но и	14	6
85	а именно	1	6
86	сих пор	4	6
87	все это	6	6
88	хотя бы	4	6
89	одним из	1	5
90	в целом	20	5
91	с их	1	5
92	так например	1	5
93	об этом	3	5
94	и тем	6	5
95	данном случае	2	5
96	в них	2	5
97	но если	1	5
98	в которых	3	5
99	сказать что	11	5
100	могут быть	3	5
101	быть в	1	5
102	как например	1	5
103	так что	1	5
104	уже в	3	5
105	представляют собой	2	5
106	что не	1	5
107	на этот	3	5
108	а не	3	5
109	по своему	1	5
110	в течение	2	5
111	как бы	11	5
112	области знания	1	5
113	другой стороны	9	5
114	есть и	1	5
115	в какой	5	5
116	вместе с	9	5
117	связана с	2	4
118	и то	3	4
119	как это	2	4
120	связи между	3	4
121	в первом	2	4
122	той же	2	4
123	науки и	1	4
124	по отношению	7	4
125	не просто	1	4
126	независимо от	6	4
127	как уже	7	4
128	от этого	2	4
129	уже не	2	4
130	в себе	6	4
131	и заключается	1	4
132	должен был	1	4
133	в своей	4	4
134	в котором	4	4
135	по сравнению	6	4
136	по крайней	1	4
137	как о	1	4
138	не имеет	2	4
139	только с	1	4
140	здесь нет	1	4
141	на вопрос	2	4
142	и т.д	5	4
143	внимание на	1	4
144	и что	5	4
145	крайней мере	1	4
146	еще не	1	4
147	что он	7	4
148	и ее	7	4
149	с одной	8	4
150	в виде	2	4
151	речь в	2	4
152	одно из	2	4
153	всяком случае	3	4
154	само по	1	4
155	как раз	4	4
156	этом отношении	4	4
157	одной стороны	9	4
158	по мере	4	4
159	быть названо	1	4
160	о чем	2	4
161	видит в	1	4
162	сравнению с	5	4
163	с этой	6	4
164	и для	1	4
165	относящихся к	2	4
166	только что	4	4
167	а в	2	4
168	отношению к	7	4
169	во всяком	3	4
170	собственном смысле	5	3
171	всего того	1	3
172	в сущности	6	3
173	говорить о	2	3
174	не вполне	1	3
175	то это	1	3
176	в виду	1	3
177	и на	8	3
178	ответа на	2	3
179	в различных	1	3
180	в чем	4	3
181	ответ на	3	3
182	сама по	1	3
183	стороны и	1	3
184	хотя и	2	3
185	и к	4	3
186	за собой	2	3
187	бы и	2	3
188	что это	3	3
189	все эти	4	3
190	в этой	7	3
191	в известном	2	3
192	что она	4	3
193	как оно	1	3
194	при этом	4	3
195	если бы	5	3
196	отношений между	4	3
197	вообще не	1	3
198	на этом	2	3
199	всего то	1	3
200	на нее	2	3
201	на этой	1	3
202	заключается в	8	3
203	мы видели	2	3
204	строгом смысле	1	3
205	нисколько не	1	3
206	со всей	4	3
207	в этих	2	3
208	и вот	2	3
209	этой области	1	3
210	тогда когда	3	3
211	дело в	2	3
212	своей природе	2	3
213	связи с	3	3
214	как будто	1	3
215	и выводы	1	3
