N	2gram	Voloshinov_1	Problemy
1	и в	13	35
2	как бы	6	31
3	и не	8	27
4	что он	1	24
5	в его	7	21
6	но в	4	19
7	как и	3	18
8	не может	8	18
9	к другому	1	16
10	в нем	2	16
11	то же	4	15
12	и все	3	15
13	в этом	2	14
14	и его	12	14
15	для него	2	14
16	может быть	8	14
17	но и	3	14
18	все это	4	14
19	к нему	1	13
20	в другом	2	12
21	прежде всего	9	12
22	и к	2	12
23	в пределах	3	11
24	в то	1	11
25	слова и	2	11
26	самом деле	3	10
27	не только	6	10
28	не в	3	10
29	же время	1	10
30	героя и	2	10
31	то что	6	10
32	на самом	1	9
33	в отношении	2	9
34	мы уже	2	8
35	все же	5	8
36	самого начала	2	8
37	с самого	2	8
38	так и	3	8
39	себя и	1	8
40	и для	3	8
41	потому что	1	8
42	еще не	1	7
43	с его	1	7
44	и наконец	5	7
45	лишь в	4	7
46	там где	2	7
47	таким образом	6	7
48	для себя	2	7
49	в виде	1	7
50	вовсе не	2	7
51	так же	2	7
52	что же	3	7
53	точки зрения	7	7
54	а в	2	7
55	отношению к	3	7
56	но не	1	6
57	по отношению	3	6
58	отношение к	1	6
59	что они	2	6
60	в самом	2	6
61	в каждом	4	6
62	к тому	2	6
63	в одном	3	6
64	и что	1	6
65	только в	6	6
66	и т.п	7	6
67	но это	1	6
68	от него	1	6
69	не знает	1	6
70	что в	3	6
71	и то	3	5
72	как в	2	5
73	в себе	3	5
74	внутренней речи	1	5
75	он и	1	5
76	в конце	1	5
77	да и	3	5
78	и голос	1	5
79	и это	1	5
80	в том	2	5
81	с ними	2	5
82	когда я	1	5
83	как к	1	5
84	этого слова	1	5
85	ведь и	1	4
86	в мире	1	4
87	в чем	2	4
88	нет и	1	4
89	и вот	1	4
90	же не	1	4
91	его в	1	4
92	переходим к	1	4
93	в них	2	4
94	в своей	4	4
95	в такой	1	4
96	по себе	1	4
97	никогда не	3	4
98	стиль и	1	4
99	во всем	2	4
100	это слово	1	4
101	его за	1	4
102	сознания и	2	4
103	еще в	2	4
104	между тем	2	4
105	наконец в	2	4
106	все время	1	4
107	и у	1	4
108	только на	1	4
109	так как	3	4
110	тем что	2	4
111	с другой	2	4
112	до конца	1	4
113	а не	2	4
114	бы в	2	4
115	тот же	2	4
116	себя как	1	3
117	это и	1	3
118	говорить о	3	3
119	в виду	1	3
120	совсем не	1	3
121	в общем	2	3
122	за пределы	3	3
123	в одной	1	3
124	с этим	3	3
125	его к	1	3
126	в целом	2	3
127	все эти	2	3
128	одно и	3	3
129	было бы	4	3
130	такой же	1	3
131	к одному	3	3
132	не как	3	3
133	с миром	1	3
134	или как	1	3
135	им и	1	3
136	только с	1	3
137	и т.д	5	3
138	с ее	1	3
139	не могу	1	3
