N	3gram	Bakhtin_Pr_1	Istorich
1	с другой стороны	2	7
2	до сих пор	2	5
3	в том что	7	5
4	мы видим что	1	4
5	в данном случае	2	3
6	по отношению к	11	2
7	точно так же	1	2
8	что и в	1	2
9	таким образом и	1	2
10	то и здесь	1	2
11	то время как	1	2
12	и то что	1	2
13	во всяком случае	3	2
14	в то время	2	2
15	о том что	2	2
16	в одном из	2	2
17	не только не	1	2
18	но все же	1	2
19	не знает не	1	1
20	мы видим не	1	1
21	хотя и не	1	1
22	точки зрения нашего	5	1
23	в дальнейшем в	1	1
24	из этих трех	1	1
25	подобно тому как	3	1
26	он все же	1	1
27	он видел и	1	1
28	с этой точки	1	1
29	как если бы	1	1
30	с точки зрения	15	1
31	сами по себе	3	1
32	а в этом	1	1
33	прежде всего то	1	1
34	только то что	2	1
35	но здесь мы	1	1
36	что в нем	1	1
37	можно было бы	3	1
38	может быть и	1	1
39	то что было	3	1
40	по этому вопросу	1	1
41	не только в	1	1
42	заключается в том	2	1
43	смысле этого слова	1	1
44	мы увидим дальше	1	1
45	миру подобно тому	1	1
46	все же не	1	1
47	мы уже говорили	1	1
48	так же как	1	1
49	этой точки зрения	1	1
50	на ней и	1	1
51	они и не	1	1
52	между героем и	1	1
53	это и есть	3	1
54	на самом деле	3	1
55	так как в	1	1
56	он и говорит	1	1
57	равно как и	1	1
58	не может быть	3	1
59	с самого начала	2	1
60	и даже не	1	1
61	можно сказать что	2	1
62	но и не	2	1
63	и к этому	1	1
64	объясняется не только	1	1
65	в большинстве случаев	2	1
66	друг с другом	3	1
67	если бы это	1	1
68	друг друга и	1	1
69	на этот вопрос	1	1
70	и входит в	1	1
71	она не может	1	1
