N	2gram	Potebnia_M_4	StatiiOP
1	и в	23	25
2	в этом	23	24
3	в том	23	20
4	что он	4	19
5	может быть	26	19
6	тем что	10	19
7	что в	17	19
8	что это	7	16
9	том что	12	15
10	в этой	1	14
11	не только	10	12
12	в его	5	12
13	то что	29	12
14	в этих	3	11
15	так что	5	11
16	таким образом	24	10
17	прежде всего	1	10
18	и не	18	10
19	у него	1	9
20	но и	11	9
21	и т	7	8
22	все это	5	8
23	о том	8	8
24	в языке	16	8
25	это было	2	8
26	в своих	2	8
27	с этим	7	7
28	это не	7	7
29	было бы	8	7
30	в то	4	7
31	не может	11	7
32	точки зрения	4	7
33	что такое	7	7
34	и на	3	6
35	как в	7	6
36	из этих	2	6
37	не в	11	6
38	между тем	9	6
39	только в	15	6
40	т п	4	6
41	в области	2	6
42	как бы	5	6
43	а в	5	6
44	как на	1	6
45	отношения между	2	5
46	то же	14	5
47	независимо от	6	5
48	но в	8	5
49	на то	7	5
50	он не	2	5
51	об этом	2	5
52	мы имеем	4	5
53	в котором	4	5
54	потому что	33	5
55	и это	2	5
56	так и	6	5
57	в них	3	5
58	с другой	2	5
59	а не	12	5
60	того что	14	5
61	другой стороны	1	5
62	например в	3	4
63	что эти	3	4
64	в которой	6	4
65	из которых	2	4
66	в чем	1	4
67	относится к	1	4
68	все же	1	4
69	не было	12	4
70	и к	6	4
71	то в	3	4
72	на его	3	4
73	состоит в	2	4
74	в каждом	3	4
75	лишь в	3	4
76	и тем	4	4
77	с тем	7	4
78	как и	14	4
79	в эту	1	4
80	а как	2	4
81	у нас	2	4
82	по крайней	5	4
83	с точки	3	4
84	ничего не	1	4
85	к ней	2	4
86	этом отношении	1	4
87	в каком	4	4
88	связана с	1	4
89	в ней	2	4
90	и с	4	4
91	если бы	13	4
92	можно сказать	4	4
93	а также	1	4
94	к нему	5	4
95	мы видим	2	4
96	в качестве	1	4
97	и др	2	4
98	всяком случае	3	4
99	отношение к	2	4
100	то время	1	4
101	крайней мере	5	4
102	должна была	1	4
103	в речи	3	4
104	связь с	1	4
105	xix века	1	4
106	он говорит	1	4
107	в течение	2	4
108	это есть	3	4
109	что здесь	1	4
110	в смысле	3	4
111	и для	2	4
112	в отдельных	2	4
113	но это	3	4
114	сказать что	8	4
115	была бы	1	4
116	в своей	1	4
117	из этого	2	4
118	это в	1	4
119	можно назвать	2	4
120	во всяком	5	4
121	по мнению	1	3
122	говорить о	5	3
123	своего рода	1	3
124	кроме того	3	3
125	что по	2	3
126	все эти	3	3
127	и если	3	3
128	поэзии в	1	3
129	на этом	1	3
130	от нее	1	3
131	что этот	1	3
132	в другом	1	3
133	нет в	1	3
134	показывает что	1	3
135	этой вещи	1	3
136	в их	1	3
137	что я	11	3
138	но он	1	3
139	и более	4	3
140	тому что	2	3
141	во время	2	3
142	же время	3	3
143	это слово	4	3
144	связи с	3	3
145	и здесь	2	3
146	что все	4	3
147	в словах	1	3
148	со стороны	3	3
149	на вопрос	4	3
150	и что	7	3
151	по этому	1	3
152	нельзя сказать	3	3
153	и его	2	3
154	уже не	3	3
155	уже в	5	3
156	не так	2	3
157	для него	5	3
158	так как	14	3
159	к которому	1	3
160	одной стороны	1	3
161	с которым	2	3
162	что мы	10	3
163	бы совершенно	1	3
164	его как	1	3
165	в связи	1	3
166	между прочим	3	3
167	тем более	5	3
168	обращается к	1	3
169	в виде	2	3
170	речь идет	1	2
171	самом деле	3	2
172	он может	1	2
173	к своей	1	2
174	выражения как	2	2
175	такое же	2	2
176	и за	1	2
177	той же	3	2
178	в сущности	2	2
179	того же	1	2
180	в каждой	1	2
181	разумеется не	1	2
182	не был	1	2
183	во всех	1	2
184	тем как	2	2
185	то он	2	2
186	но как	1	2
187	только тогда	5	2
188	к слову	3	2
189	нет и	1	2
190	более и	2	2
191	им в	1	2
192	его к	2	2
193	в самом	3	2
194	формы в	3	2
195	во многих	2	2
196	сказуемого в	1	2
197	сюда относятся	1	2
198	и тот	3	2
199	имеем в	1	2
200	так сказать	5	2
201	т д	3	2
202	не как	2	2
203	том чтобы	1	2
204	и по	3	2
205	но все	1	2
206	и может	4	2
207	а по	1	2
208	то есть	34	2
209	заключается в	1	2
210	известно что	6	2
211	ее в	1	2
212	а с	1	2
213	между собою	4	2
214	с не	1	2
215	мы не	8	2
216	в развитии	1	2
217	и тогда	1	2
218	не мог	1	2
219	в такой	1	2
220	в которых	3	2
221	взгляд на	1	2
222	которые в	1	2
223	в прямом	1	2
224	тем не	4	2
225	если я	1	2
226	не была	1	2
227	если и	2	2
228	в отношении	1	2
229	не менее	5	2
230	но они	1	2
231	что эта	1	2
232	самого начала	2	2
233	как о	1	2
234	дело не	2	2
235	на котором	4	2
236	тогда когда	8	2
237	к этим	1	2
238	не имеет	5	2
239	с шекспиром	1	2
240	никогда не	3	2
