N	4gram	Losev_Prob_2	Vvedenie
1	не что иное как	3	4
2	и тем не менее	1	3
3	с одной стороны и	3	3
4	вопрос о том что	1	3
5	есть не что иное	3	2
6	так или иначе но	1	2
7	одной и той же	2	2
8	заключается в том что	2	2
9	уже о том что	1	1
10	в той или иной	1	1
11	говоря уже о том	1	1
12	какой бы то ни	1	1
13	мы имеем в виду	1	1
14	в том или ином	1	1
15	во всяком случае не	2	1
16	можно было бы в	1	1
17	прийти к выводу что	1	1
18	в связи с этим	2	1
19	в частности в области	1	1
20	это значит не только	1	1
21	бы то ни было	1	1
22	и т д для	1	1
23	говорить о том что	1	1
24	возможно только потому что	1	1
25	в этом смысле и	1	1
26	д для того чтобы	1	1
27	тем не менее совершенно	1	1
28	также и то что	2	1
29	не говоря уже о	4	1
30	т д для того	1	1
31	представление о том что	1	1
32	в этом смысле слова	2	1
