N	2gram	Vinokur_St_3	Vladivir
1	с м	1	31
2	и в	25	30
3	в году	5	24
4	в этом	24	20
5	то что	12	20
6	у него	9	19
7	и не	10	18
8	в том	20	18
9	и с	4	14
10	что он	19	13
11	в конце	6	13
12	не только	12	12
13	том что	15	12
14	что в	19	12
15	как мы	2	11
16	в его	12	11
17	а в	6	11
18	сказать что	4	11
19	и вообще	1	10
20	а также	4	10
21	не было	4	10
22	все же	4	9
23	кроме того	3	9
24	было бы	7	9
25	не в	6	9
26	в то	7	9
27	не может	7	9
28	для него	3	9
29	потому что	5	9
30	в своем	1	8
31	но в	5	8
32	что же	1	8
33	не мог	2	8
34	связи с	3	8
35	но и	9	8
36	в связи	3	8
37	вместе с	2	8
38	до конца	3	7
39	то есть	2	7
40	ни в	5	7
41	которую он	2	7
42	точки зрения	7	7
43	никогда не	2	7
44	не менее	2	7
45	вл соловьевым	1	7
46	может быть	19	7
47	а не	5	7
48	между прочим	3	7
49	для нас	1	7
50	и все	1	7
51	также и	1	6
52	он был	3	6
53	и к	4	6
54	об этом	5	6
55	тем не	2	6
56	и его	3	6
57	у нас	4	6
58	то время	4	6
59	его жизни	1	6
60	только в	6	6
61	всяком случае	4	6
62	а именно	1	6
63	еще и	1	6
64	прежде всего	10	6
65	о чем	1	6
66	года в	2	6
67	к этому	3	6
68	жизни и	1	6
69	во всяком	4	6
70	того же	2	5
71	и то	1	5
72	н ф	1	5
73	и я	1	5
74	с этим	7	5
75	о вл	1	5
76	то в	4	5
77	все эти	3	5
78	же касается	1	5
79	как и	4	5
80	в своей	4	5
81	в котором	5	5
82	по себе	1	5
83	так как	3	5
84	для себя	1	5
85	в дальнейшем	1	5
86	так и	5	5
87	с ним	1	5
88	и что	3	5
89	того что	5	5
90	он уже	1	5
91	так что	11	5
92	вл соловьеве	1	5
93	но что	1	5
94	в течение	4	5
95	как бы	6	5
96	о его	1	5
97	все это	8	5
98	в результате	2	5
99	из этого	4	5
100	то же	5	4
101	той же	2	4
102	то это	1	4
103	и он	1	4
104	в ней	4	4
105	и на	6	4
106	что его	2	4
107	с его	3	4
108	отношение к	4	4
109	в которой	4	4
110	что это	16	4
111	в целом	4	4
112	в этой	14	4
113	и если	3	4
114	на его	4	4
115	в нем	1	4
116	он не	5	4
117	его в	1	4
118	это было	8	4
119	эти годы	2	4
120	несмотря на	3	4
121	мы знаем	1	4
122	в этих	11	4
123	разного рода	1	4
124	по крайней	4	4
125	можно судить	1	4
126	же года	1	4
127	вот что	3	4
128	и о	1	4
129	здесь не	1	4
130	можно сказать	4	4
131	судить по	1	4
132	о том	8	4
133	с которыми	2	4
134	конечно не	1	4
135	вовсе не	2	4
136	крайней мере	4	4
137	со стороны	3	4
138	именно в	1	4
139	в те	1	4
140	так же	1	4
141	мой друг	3	4
142	в это	2	4
143	с этой	3	4
144	но это	4	4
145	в начале	4	4
146	и наконец	3	4
147	ко всему	1	4
148	отношения к	1	3
149	и больше	1	3
150	был и	1	3
151	что можно	1	3
152	быть в	1	3
153	во всех	2	3
154	но не	2	3
155	как в	6	3
156	что касается	7	3
157	и как	1	3
158	более или	1	3
159	так или	1	3
160	из этих	6	3
161	в очень	1	3
162	им в	2	3
163	всех этих	3	3
164	таким образом	10	3
165	те же	1	3
166	должен был	2	3
167	только одно	1	3
168	в них	5	3
169	должно быть	1	3
170	или менее	1	3
171	в отношении	2	3
172	с точки	4	3
173	не столько	2	3
174	что я	3	3
175	но он	3	3
176	в россии	6	3
177	не могли	1	3
178	том же	1	3
179	вплоть до	1	3
180	а а	6	3
181	к такому	2	3
182	он написал	2	3
183	же время	3	3
184	к ней	4	3
185	в области	6	3
186	он и	2	3
187	когда мы	1	3
188	и это	5	3
189	вот и	1	3
190	что и	1	3
191	вообще в	1	3
192	мы будем	1	3
193	уже не	3	3
194	уже в	3	3
195	в виде	3	3
196	а это	1	3
197	даже и	1	3
198	или иначе	1	3
199	дело в	1	3
200	не говоря	1	3
201	конце концов	3	3
202	нет ничего	1	3
203	вышла в	1	3
204	из трех	1	3
205	в данном	1	3
206	по существу	1	3
207	с года	1	3
208	и для	4	3
209	тем более	3	3
210	хотя бы	1	3
211	в свою	2	3
212	большой интерес	1	3
213	это в	4	3
214	я и	3	2
215	в рукописи	4	2
216	сам по	1	2
217	не имел	2	2
218	в чисто	2	2
219	и до	1	2
220	из его	7	2
221	что эти	4	2
222	приходит к	1	2
223	его не	2	2
224	г в	6	2
225	еще на	1	2
226	что если	2	2
227	время как	4	2
228	как я	2	2
229	ему в	1	2
230	но то	1	2
231	же нужно	1	2
232	не был	2	2
233	россии и	2	2
234	только тогда	2	2
235	в общем	4	2
236	с западной	1	2
237	этом письме	1	2
238	в самом	2	2
239	еще один	1	2
240	во многих	2	2
241	как он	1	2
242	на то	5	2
243	человек не	1	2
244	а к	1	2
245	в статье	2	2
246	же это	1	2
247	прочим и	1	2
248	том чтобы	2	2
249	и сам	1	2
250	и по	2	2
251	на этом	3	2
252	но все	2	2
253	это значит	1	2
254	и может	2	2
255	о в	1	2
256	заключается в	2	2
257	отчет в	2	2
258	это не	7	2
259	с начала	1	2
260	этого не	1	2
261	с тем	4	2
262	а за	1	2
263	мы видели	1	2
264	говорится о	1	2
265	мы не	2	2
266	нисколько не	1	2
267	д д	2	2
268	с нами	1	2
269	и при	1	2
270	ли он	1	2
271	в их	3	2
272	то его	1	2
273	к той	1	2
274	даже в	1	2
275	и очень	1	2
276	иной раз	1	2
277	не имеет	2	2
278	на котором	2	2
279	тогда когда	2	2
280	того как	1	2
281	к этим	2	2
282	было у	2	2
283	что вы	1	2
284	того чтобы	1	2
285	казалось бы	1	2
286	не о	1	2
287	это вероятно	1	2
288	мыслей и	1	2
289	в русском	2	2
290	к вам	1	2
291	всей жизни	1	2
292	всему этому	1	2
293	уже о	1	2
294	начиная с	2	2
295	ему все	1	2
296	к тому	2	2
297	а что	1	2
298	вероятно в	1	2
299	можно и	1	2
300	хотел бы	1	2
301	в виду	2	2
302	свою очередь	1	2
303	говоря уже	1	2
304	без всякого	2	2
305	в последние	1	2
306	последнее время	1	2
307	возможно что	1	2
308	ничего не	4	2
309	в чем	4	2
310	в сущности	2	2
311	и во	2	2
312	борьба с	2	2
313	или как	1	2
314	к нему	4	2
315	и она	1	2
316	в петербурге	1	2
317	года то	1	2
318	течение всей	2	2
319	i и	2	2
320	нужно понимать	1	2
321	история и	1	2
322	в указанном	1	2
323	а то	2	2
324	в новом	2	2
325	мы находим	2	2
326	друг друга	1	2
327	но уже	1	2
328	для того	2	2
329	у которого	3	2
330	и из	1	2
331	как у	1	2
332	этому времени	1	2
333	о пушкине	1	2
334	что не	2	2
335	что для	3	2
336	был в	1	2
337	не на	2	2
338	с которым	3	2
339	если не	1	2
340	уже давно	1	2
341	в частности	1	2
342	здесь можно	1	2
343	было написано	1	2
344	наряду с	1	2
345	в той	1	2
346	такого рода	5	2
347	это за	2	2
348	в трех	1	2
349	является как	2	2
350	можно было	1	2
351	годов в	1	2
352	в стихотворении	3	2
353	в двух	1	2
354	собственно говоря	1	2
355	я хотел	1	2
356	к этой	2	2
357	о своем	1	2
358	есть и	1	2
359	этот период	1	2
360	можно назвать	4	2
361	в своих	8	2
362	была для	1	2
363	к м	1	2
364	гораздо более	2	2
365	этом свете	1	1
366	с новыми	1	1
367	смысле слова	1	1
368	как известно	1	1
369	что настоящее	1	1
370	и т	8	1
371	одним из	1	1
372	например в	4	1
373	стихотворение по	1	1
374	так резко	1	1
375	в следующие	1	1
376	а из	1	1
377	и др	4	1
378	тех же	1	1
379	он хотел	3	1
380	очень тяжелое	2	1
381	приду к	1	1
382	отношения между	5	1
383	речи на	1	1
384	по преимуществу	1	1
385	отвечал на	1	1
386	не соответствуют	1	1
387	намеки на	1	1
388	собственном смысле	1	1
389	и за	2	1
390	поэзии и	1	1
391	отметить и	1	1
392	есть не	1	1
393	поэзии пушкина	3	1
394	она ему	1	1
395	этого нет	1	1
396	до него	1	1
