N	3gram	Losev_Vesc_1	Myshleni
1	в том что	4	19
2	по сравнению с	6	14
3	с точки зрения	3	10
4	для того чтобы	2	8
5	к тому что	2	7
6	так же как	1	6
7	от того что	1	6
8	в то время	1	6
9	можно сказать что	3	6
10	то же самое	1	6
11	в зависимости от	1	5
12	то в чем	1	5
13	можно было бы	1	5
14	то время как	1	5
15	заключается в том	1	5
16	друг с другом	1	5
17	и того же	1	4
18	в самом начале	1	4
19	на то что	2	4
20	одного и того	1	4
21	до сих пор	1	3
22	в этом отношении	1	3
23	из того что	2	3
24	мы видели что	1	3
25	в первом случае	2	3
26	бы сказать что	2	2
27	каждой из этих	1	2
28	только то что	2	2
29	независимо от того	1	2
30	с тем что	1	2
31	на этой стадии	1	2
32	вместе с тем	1	2
33	и то что	3	2
34	как раз в	1	2
35	мы говорим что	3	2
36	во втором случае	1	2
37	к тому чего	1	2
38	а только в	1	2
39	с другой стороны	2	2
40	когда мы говорим	1	2
41	том смысле что	1	2
42	то что мы	2	2
43	ту же самую	1	2
44	не может существовать	1	2
45	не только не	2	2
46	в том смысле	1	2
47	мы имеем дело	2	2
48	не может быть	6	2
49	таким образом что	1	1
50	что иное как	7	1
51	невозможно было бы	2	1
52	с большим трудом	1	1
53	то что я	2	1
54	мы видим таким	1	1
55	психологической точки зрения	1	1
56	оно может быть	1	1
57	но не просто	1	1
58	но так как	1	1
59	так что в	3	1
60	одна из основных	1	1
61	о том как	1	1
62	имеем дело в	1	1
63	как раз и	1	1
64	знает что такое	1	1
65	что как бы	1	1
66	мы можем установить	1	1
67	и во всех	1	1
68	то нам станет	1	1
69	что мы имеем	1	1
70	сами по себе	3	1
71	для этого нужно	2	1
72	так как мы	1	1
73	в собственном смысле	2	1
74	содержится в самом	1	1
75	это и значит	2	1
76	по самому своему	1	1
77	с этой точки	1	1
78	то и другое	4	1
79	не то что	1	1
80	всегда относится к	1	1
81	как мы знаем	1	1
82	в том или	1	1
83	в одном случае	1	1
84	не значит что	1	1
85	сам по себе	3	1
86	не говорит о	1	1
87	как видно уже	1	1
88	в нем те	1	1
89	содержит в себе	4	1
90	относится к тому	1	1
91	в данном случае	2	1
92	можем ли мы	1	1
93	не потому что	4	1
94	том или другом	1	1
95	в понятии и	1	1
96	сих пор мы	1	1
97	не только в	4	1
98	не просто как	1	1
99	с одной стороны	3	1
100	один из наиболее	1	1
101	в действительности же	1	1
102	не содержит в	1	1
103	была бы совершенно	1	1
104	те или другие	4	1
105	так как она	1	1
106	нем те или	1	1
107	это не значит	1	1
108	вопрос о том	1	1
109	можно только то	1	1
110	потому что они	3	1
111	остановиться на этом	1	1
112	таким образом можно	1	1
113	этой точки зрения	1	1
114	в ряду других	1	1
115	различие между ними	1	1
116	другой стороны как	1	1
117	есть не что	5	1
118	и как бы	1	1
119	только тогда когда	2	1
120	мы не можем	1	1
121	не что иное	7	1
122	а и в	7	1
123	в свою очередь	4	1
124	не может не	1	1
125	содержат в себе	1	1
126	видно уже из	1	1
127	видим таким образом	1	1
128	и в и	1	1
129	было сказать что	1	1
130	в самом деле	4	1
131	к одному и	1	1
132	не может уже	1	1
133	у нас в	2	1
134	кроме того что	1	1
135	в данной области	1	1
136	не только это	3	1
137	мы не смогли	1	1
138	что оно не	1	1
139	допустим что мы	1	1
140	но если я	1	1
141	из-за того что	1	1
142	тех или иных	1	1
143	тем не менее	3	1
144	нечто такое чего	1	1
145	по сравнению со	1	1
146	к самому себе	1	1
147	в отдельности и	2	1
148	в этом понятии	1	1
149	подобно тому как	4	1
150	что и в	1	1
151	в конце концов	2	1
152	по себе совершенно	1	1
