N	2gram	Kanaev_Sov_1	Istorich
1	и в	7	28
2	может быть	12	25
3	а не	3	15
4	не может	17	15
5	никогда не	1	14
6	мы имеем	1	13
7	мы должны	4	13
8	для нас	3	13
9	то же	3	12
10	не только	4	12
11	что в	2	12
12	мы видим	2	11
13	только в	1	11
14	мы не	9	10
15	все же	3	10
16	и что	2	10
17	прежде всего	5	10
18	не в	3	9
19	о том	1	9
20	видим что	1	9
21	в том	4	9
22	и не	6	9
23	в этом	7	8
24	но в	3	8
25	что это	2	8
26	таким образом	11	8
27	если бы	1	8
28	в ней	1	7
29	это не	4	7
30	еще не	3	7
31	этот вопрос	1	7
32	так же	1	7
33	том что	1	7
34	было бы	3	7
35	а в	4	7
36	в этой	3	6
37	его в	1	6
38	тем не	2	6
39	не менее	2	6
40	так как	4	6
41	с другой	1	6
42	вместе с	4	6
43	вопрос о	4	5
44	мы будем	1	5
45	в своем	1	5
46	увидим что	1	5
47	что она	3	5
48	по существу	1	5
49	их в	4	5
50	не будем	2	5
51	в дальнейшем	4	5
52	можно было	1	5
53	в его	2	5
54	но не	1	5
55	в одном	3	5
56	до сих	1	5
57	к которому	1	5
58	сих пор	1	5
59	или в	1	5
60	не знает	1	5
61	сказать что	1	5
62	и даже	2	4
63	и для	1	4
64	между собой	3	4
65	с этим	2	4
66	все эти	5	4
67	но все	2	4
68	как и	6	4
69	связи с	1	4
70	так в	1	4
71	с одной	2	4
72	в большинстве	1	4
73	мы знаем	2	4
74	и пр	2	4
75	один из	1	4
76	одной стороны	1	4
77	могут быть	2	4
78	там где	1	4
79	друг с	2	4
80	все это	3	4
81	в связи	1	4
82	но это	1	4
83	они не	1	4
84	видели что	3	3
85	по отношению	1	3
86	к чему	2	3
87	точку зрения	4	3
88	при этом	3	3
89	и по	2	3
90	на этом	2	3
91	это конечно	1	3
92	в другом	1	3
93	из них	4	3
94	и тогда	1	3
95	почти не	1	3
96	по себе	1	3
97	раз и	1	3
98	в то	1	3
99	на котором	2	3
100	дело в	1	3
101	этого явления	1	3
102	с другом	2	3
103	очень часто	1	3
104	же самое	2	3
105	должен быть	1	3
106	как мы	2	3
107	и должно	1	3
108	в которую	2	3
109	ли он	1	3
110	в какой	1	3
111	должен был	1	3
112	может оказаться	1	3
113	и его	1	3
114	уже не	2	3
115	не можем	7	3
116	если мы	4	3
117	в начале	1	3
118	и их	1	3
119	именно в	1	3
120	на эту	1	3
121	из которых	2	3
122	это за	2	3
123	что же	5	3
124	отношению к	1	3
125	же как	1	2
126	и потому	3	2
127	оно может	1	2
128	в зависимости	4	2
129	по его	1	2
130	из всех	1	2
131	когда мы	3	2
132	зависимости от	4	2
133	подчеркнуть что	1	2
134	на них	1	2
135	бы то	1	2
136	во всех	1	2
137	то он	1	2
138	точка зрения	1	2
139	отличие от	2	2
140	в действительности	1	2
141	за собой	1	2
142	в целом	4	2
143	он в	3	2
144	которые в	1	2
145	в очень	1	2
146	не более	1	2
147	и тот	1	2
148	в себе	3	2
149	как он	3	2
150	вследствие этого	1	2
151	и если	1	2
152	в нем	3	2
153	он не	1	2
154	он должен	2	2
155	мы получим	3	2
156	то ни	2	2
157	а затем	1	2
158	и мы	3	2
159	мы постараемся	1	2
160	но уже	1	2
161	нет в	1	2
162	мы видели	4	2
163	должно быть	1	2
164	но если	1	2
165	что такое	2	2
166	в такой	1	2
167	в отличие	2	2
168	для объяснения	1	2
169	в древней	1	2
170	но они	1	2
171	самого начала	3	2
172	одна из	3	2
173	только из	1	2
174	мы этого	2	2
175	очень мало	1	2
176	не могут	2	2
177	в области	3	2
178	на это	1	2
179	с самого	3	2
180	приводит к	2	2
181	ясно что	3	2
182	еще в	1	2
183	том как	1	2
184	мы в	1	2
185	поэтому в	1	2
186	с ним	1	2
187	ничего не	6	2
188	но мы	3	2
189	в конечном	1	2
190	во всей	1	2
191	и только	1	2
192	здесь в	1	2
193	в ту	1	2
194	тот же	2	2
195	одной из	1	2
196	но этим	1	2
197	правда и	1	2
198	то и	2	2
199	ни было	1	2
200	в данной	1	2
201	его и	1	2
202	пока не	1	2
203	вовсе не	1	2
204	один и	1	2
205	в некоторых	2	2
206	на этот	2	2
207	основной вопрос	3	2
208	xix века	1	2
209	конечно не	1	2
210	как бы	4	2
211	некоторое время	2	2
212	не знаем	2	2
213	и от	1	2
214	не дает	2	2
215	она дает	1	2
216	между ними	1	2
217	самое что	1	2
218	в виде	2	2
219	к этому	1	2
220	можно назвать	2	2
221	можно говорить	1	1
222	на куски	1	1
223	на самом	1	1
224	он может	3	1
225	же был	1	1
226	это и	1	1
227	но тем	1	1
228	жизни мы	2	1
229	и есть	2	1
230	тем же	2	1
231	в первом	3	1
232	те же	1	1
233	между ним	1	1
234	значение но	1	1
235	результате мы	1	1
236	этом направлении	1	1
237	нашей науки	1	1
238	мы уже	1	1
239	в и	2	1
240	есть не	1	1
241	обратимся к	1	1
242	путь для	1	1
243	и наш	1	1
244	только все	1	1
245	сторона дела	1	1
246	та же	1	1
247	например у	1	1
248	что уже	1	1
249	говорить о	2	1
250	отдельном случае	5	1
251	и иначе	1	1
252	на другом	2	1
253	иное как	1	1
254	совсем не	1	1
