N	3gram	Nazirov_Tv_2	Istorich
1	и т д	11	18
2	мы знаем что	1	10
3	до сих пор	3	6
4	точно так же	1	6
5	в том что	2	5
6	со всех сторон	1	4
7	так же как	2	4
8	в связи с	1	4
9	по отношению к	3	3
10	можно было бы	1	3
11	в другом месте	1	2
12	т д и	1	2
13	с другой стороны	2	2
14	не может быть	3	2
15	в третий раз	1	2
16	о том что	2	2
17	с самого начала	1	2
18	к тому же	1	2
19	о том как	1	1
20	том что в	1	1
21	в виду что	1	1
22	однако наряду с	1	1
23	мы узнаем что	1	1
24	так что они	1	1
25	влечет за собой	2	1
26	мифов и легенд	1	1
27	этот вопрос не	1	1
28	в одной из	2	1
29	но очень редко	1	1
30	в отличие от	2	1
31	а может быть	1	1
32	мы видим в	1	1
33	но это не	1	1
34	об этом не	1	1
35	что дает нам	1	1
36	не то что	1	1
37	в й главе	2	1
38	что он был	1	1
39	в высшей степени	1	1
40	прежде всего нужно	1	1
41	еще не все	1	1
42	в этой связи	1	1
43	т д все	1	1
44	тем что они	1	1
45	потому что они	1	1
46	так например в	1	1
47	но уже в	1	1
48	соответствии с этим	1	1
49	мы не можем	1	1
50	а тем самым	1	1
51	это и есть	1	1
52	что у него	1	1
53	человека или его	1	1
54	и прежде всего	1	1
55	в его работе	1	1
56	и многое другое	2	1
57	на другой день	1	1
58	и в другом	1	1
