N	2gram	Losev_Prob_1	Stilisti
1	и в	32	42
2	не только	17	27
3	как бы	14	27
4	прежде всего	10	22
5	хотя бы	3	17
6	то же	10	15
7	но и	9	15
8	и не	31	14
9	не может	8	12
10	может быть	14	12
11	мы уже	5	11
12	как и	3	11
13	точки зрения	3	11
14	отнюдь не	10	10
15	в этом	19	10
16	и как	6	10
17	как мы	7	10
18	мы должны	5	10
19	что мы	13	10
20	мы не	2	9
21	при этом	6	9
22	в то	6	9
23	для того	8	9
24	то что	42	9
25	все же	1	8
26	в себе	15	8
27	таким образом	6	8
28	тем самым	4	8
29	и это	9	8
30	с тем	5	8
31	что же	9	8
32	и на	8	7
33	в которой	2	7
34	было бы	8	7
35	и тем	13	7
36	так как	11	7
37	никогда не	7	7
38	потому что	16	7
39	того чтобы	9	7
40	ничего не	10	7
41	с его	2	7
42	только в	7	7
43	и его	3	7
44	мы можем	4	7
45	а не	15	7
46	и от	1	7
47	во всех	7	6
48	мы будем	2	6
49	в этой	10	6
50	но ведь	3	6
51	на его	2	6
52	в нем	13	6
53	не в	4	6
54	в процессе	1	6
55	или как	3	6
56	в области	2	6
57	когда мы	8	6
58	так и	12	6
59	другими словами	3	6
60	и так	2	6
61	в конце	6	6
62	или иной	5	6
63	той же	1	5
64	уже в	3	5
65	одно и	1	5
66	и с	2	5
67	того или	2	5
68	же мы	2	5
69	мы видели	1	5
70	с точки	3	5
71	и той	1	5
72	тому что	4	5
73	в сознании	5	5
74	а в	4	5
75	не является	5	5
76	же самое	9	5
77	в его	6	5
78	и следовательно	3	5
79	и является	7	5
80	и их	1	5
81	мы никогда	3	5
82	вместе с	2	5
83	как это	6	5
84	слова и	1	5
85	или иного	2	5
86	и то	6	4
87	самом деле	6	4
88	тем же	1	4
89	мы называем	2	4
90	себя в	1	4
91	и к	1	4
92	но в	14	4
93	в самом	6	4
94	что это	3	4
95	уже не	3	4
96	можно было	3	4
97	в каждом	1	4
98	его в	6	4
99	ту или	1	4
100	и без	1	4
101	у нас	14	4
102	но все	3	4
103	к тому	3	4
104	той или	5	4
105	если бы	4	4
106	о том	11	4
107	можно сказать	5	4
108	которой мы	1	4
109	все время	2	4
110	того что	7	4
111	один из	4	4
112	мы видим	2	4
113	мы увидим	3	4
114	в качестве	2	4
115	если мы	11	4
116	вопроса о	2	4
117	само собой	2	4
118	не просто	23	4
119	и пр	4	4
120	то есть	33	4
121	к своему	1	4
122	не что	2	4
123	все это	7	4
124	не знаем	1	4
125	не существует	6	4
126	к данной	1	4
127	так же	9	4
128	отношения к	1	3
129	на самом	6	3
130	которое может	1	3
131	и само	1	3
132	является наиболее	1	3
133	еще не	9	3
134	видели что	1	3
135	то он	2	3
136	нет и	2	3
137	или иное	1	3
138	построения и	1	3
139	перед нами	5	3
140	хотя и	6	3
141	выражение в	1	3
142	если он	1	3
143	уже видели	1	3
144	не к	1	3
145	слов в	1	3
146	их в	4	3
147	будем говорить	1	3
148	не будет	2	3
149	об этом	10	3
150	связанных с	1	3
151	лишь в	1	3
152	это не	6	3
153	может стать	1	3
154	том что	12	3
155	что такое	6	3
156	бы мы	3	3
157	что было	1	3
158	необходимо чтобы	3	3
159	и тому	1	3
160	и внешней	1	3
161	слово и	1	3
162	в какой-нибудь	1	3
163	внутренней и	1	3
164	связи с	5	3
165	да и	3	3
166	что оно	3	3
167	в виду	6	3
168	в ее	3	3
169	то или	2	3
170	мы в	3	3
171	и здесь	6	3
172	и поэтому	1	3
173	мы ни	1	3
174	то мы	1	3
175	жизни и	1	3
176	конечно не	1	3
177	только на	4	3
178	в данной	1	3
179	из них	3	3
180	его и	1	3
181	не так	1	3
182	в котором	5	3
183	но что	2	3
184	внешнее выражение	1	3
185	от того	1	3
186	и даже	11	3
187	и эта	1	3
188	конце концов	4	3
189	и уже	3	3
190	если не	4	3
191	через нее	1	3
192	ни на	4	3
193	этом случае	2	3
194	как таковой	1	3
195	в начале	1	3
196	и слово	1	3
197	но для	3	3
198	тех или	3	3
199	и для	4	3
200	для нас	5	3
201	и все	7	3
202	но вот	1	3
203	о своем	2	3
204	не знает	1	3
205	сказать что	13	3
206	я и	2	2
207	также и	11	2
208	я взял	1	2
209	жизни мы	1	2
210	нас не	2	2
211	что эти	1	2
212	в какой-то	1	2
213	и больше	1	2
214	и этот	1	2
215	мы имеем	2	2
216	вопрос о	1	2
217	нам в	1	2
218	как обычно	1	2
219	но даже	1	2
220	не нужно	3	2
221	иное как	2	2
222	и всего	1	2
223	но не	9	2
224	знак и	1	2
225	только потому	3	2
226	только тогда	1	2
227	форме и	1	2
228	нашего сознания	1	2
229	первый взгляд	1	2
230	как в	4	2
231	и нет	1	2
232	помнить что	3	2
233	которая и	1	2
234	чего же	1	2
235	роль играет	1	2
236	бы и	1	2
237	ни один	1	2
238	все эти	8	2
239	бы не	1	2
240	и те	1	2
241	тому же	1	2
242	друг другу	2	2
243	всякое выражение	4	2
244	и сам	1	2
245	еще мало	1	2
246	по своему	9	2
247	человека в	1	2
248	связанные с	1	2
249	ясно что	3	2
250	есть не	6	2
251	объективной действительности	3	2
252	бы нам	2	2
253	с этим	3	2
254	в жизни	3	2
255	нашего исследования	2	2
256	собой разумеющееся	1	2
257	в этих	3	2
258	и при	2	2
259	в своей	8	2
260	в казенной	1	2
261	мы конечно	1	2
262	в отношении	3	2
263	мы говорили	4	2
264	место в	1	2
265	в которых	3	2
266	которые в	2	2
267	самое время	4	2
268	однако в	2	2
269	который мы	2	2
270	слова мы	1	2
271	в основе	1	2
272	в нас	2	2
273	о них	1	2
274	что иное	2	2
275	каждый из	1	2
276	смысл то	1	2
277	переживаний и	1	2
278	был и	1	2
279	этом отношении	1	2
280	или иных	2	2
281	в каком	3	2
282	же такое	1	2
283	не есть	29	2
284	у себя	1	2
285	здесь не	7	2
