N	2gram	Vygotskiy__1	VerxiiNi
1	и в	23	26
2	таким образом	26	22
3	с тем	7	18
4	в этом	17	15
5	вместе с	9	15
6	точки зрения	26	13
7	как бы	11	12
8	в том	24	11
9	из этих	3	10
10	не только	16	10
11	и с	9	10
12	может быть	14	10
13	связи с	3	9
14	в области	3	9
15	так как	7	9
16	но и	14	9
17	магической силы	1	9
18	что в	14	9
19	но не	4	8
20	в общем	3	8
21	главным образом	2	8
22	и у	1	8
23	с другой	10	8
24	и не	9	8
25	как на	4	8
26	но в	5	7
27	связанные с	1	7
28	но все	2	7
29	из них	1	7
30	том что	21	7
31	потому что	6	7
32	с одной	8	7
33	то что	17	7
34	а с	4	7
35	одной стороны	9	7
36	представление о	2	6
37	все же	3	6
38	все эти	4	6
39	в себе	6	6
40	всяком случае	3	6
41	с точки	18	6
42	в отношении	10	6
43	к тому	4	6
44	так и	5	6
45	и т.д	5	6
46	о том	6	6
47	в конце	2	6
48	что и	1	6
49	несмотря на	2	6
50	и потому	2	6
51	все это	6	6
52	мы должны	5	6
53	во всяком	3	6
54	сих пор	4	5
55	и к	4	5
56	тем чтобы	1	5
57	в силу	6	5
58	лишь в	6	5
59	по крайней	1	5
60	не имеет	2	5
61	того чтобы	17	5
62	никогда не	2	5
63	с другом	4	5
64	для того	15	5
65	в его	14	5
66	крайней мере	1	5
67	до сих	4	5
68	а не	3	5
69	к жизни	1	5
70	друг с	4	5
71	и для	1	5
72	так же	16	5
73	одной из	1	5
74	том числе	1	5
75	в котором	4	4
76	то же	8	4
77	в течение	2	4
78	целый ряд	4	4
79	в самом	7	4
80	учение о	3	4
81	в этой	7	4
82	что все	4	4
83	с другими	2	4
84	должен был	1	4
85	он не	5	4
86	в которых	3	4
87	в то	7	4
88	в нем	1	4
89	а в	2	4
90	числе и	1	4
91	что оно	3	4
92	и что	5	4
93	только в	6	4
94	и вместе	1	4
95	на этот	3	4
96	ничем не	1	4
97	не может	12	4
98	из которых	3	4
99	в смысле	2	4
100	и от	3	4
101	в этих	2	4
102	во время	1	4
103	что он	7	4
104	в виде	2	4
105	же как	6	3
106	из всех	2	3
107	не вполне	1	3
108	большей частью	1	3
109	к сожалению	2	3
110	в своем	3	3
111	когда он	2	3
112	и как	5	3
113	за собой	2	3
114	в которой	3	3
115	что это	3	3
116	и те	2	3
117	и если	3	3
118	при этом	4	3
119	всегда и	3	3
120	и при	2	3
121	оказывается что	1	3
122	тем не	1	3
123	если бы	5	3
124	не менее	1	3
125	как о	1	3
126	представляет собой	11	3
127	в других	1	3
128	с самого	8	3
129	на нее	2	3
130	ясно что	2	3
131	можно сказать	5	3
132	в значительной	2	3
133	того что	15	3
134	но с	1	3
135	хотя бы	4	3
136	в качестве	9	3
137	так что	1	3
138	из которого	1	3
139	уже не	2	3
140	что эти	2	3
141	для него	2	3
142	в одном	4	3
143	к ним	1	3
144	и даже	2	3
145	с ней	2	3
146	с этой	6	3
147	и таким	2	3
148	в результате	4	3
149	у них	1	3
150	конце концов	1	3
151	отношению к	7	3
152	и другие	1	3
153	к этому	4	3
154	в таком	1	3
155	точно так	1	3
156	для этих	1	2
157	одним из	1	2
158	связана с	2	2
159	и это	3	2
160	и больше	1	2
161	его не	3	2
162	еще не	1	2
163	и на	8	2
164	с его	4	2
165	во всех	3	2
166	в новом	3	2
167	этого последнего	1	2
168	что именно	3	2
169	древних времен	1	2
170	и наконец	2	2
171	еще на	3	2
172	он в	3	2
173	на то	5	2
174	не могла	1	2
175	значительная часть	1	2
176	из этой	2	2
177	перестает быть	1	2
178	не к	2	2
179	из него	1	2
180	его от	1	2
181	состоит в	1	2
182	его можно	1	2
183	заключает в	1	2
184	значительной части	1	2
185	связан с	5	2
186	к другу	2	2
187	на все	3	2
188	образом если	1	2
189	в них	2	2
190	к которым	1	2
191	мы видели	2	2
192	но если	1	2
193	и сейчас	1	2
194	которые в	1	2
195	не в	4	2
196	вплоть до	1	2
197	самого начала	8	2
198	этими двумя	2	2
199	тогда когда	3	2
200	не могло	3	2
201	только не	1	2
202	в самой	1	2
203	же время	2	2
204	и является	1	2
205	так например	1	2
206	этом отношении	4	2
207	и здесь	1	2
208	начиная с	2	2
209	выход из	1	2
210	отличается от	1	2
211	той или	1	2
212	этот путь	1	2
213	всегда останется	1	2
214	приводит к	4	2
215	не с	2	2
216	по сравнению	6	2
217	для этого	5	2
218	в виду	1	2
219	психической жизни	3	2
