N	2gram	Bakhtin_Pr_3	Analitik
1	в этом	8	18
2	не только	4	16
3	и в	53	16
4	так и	6	15
5	как и	11	14
6	своего рода	3	12
7	но и	7	12
8	и не	15	12
9	том что	5	12
10	в том	14	12
11	в качестве	1	11
12	при этом	3	10
13	могут быть	4	10
14	а не	11	10
15	как бы	14	10
16	в этой	1	9
17	ничего не	6	9
18	и даже	2	9
19	то есть	48	9
20	в целом	1	8
21	состоит в	1	8
22	и т.п	31	8
23	особенно в	4	7
24	а также	4	7
25	о том	2	7
26	в себе	5	7
27	то что	9	7
28	в самом	2	6
29	и на	18	6
30	но в	5	6
31	в мире	5	6
32	говорить о	2	6
33	может быть	12	6
34	с другой	2	6
35	как это	2	6
36	и к	5	5
37	говорит о	2	5
38	того же	2	4
39	между двумя	1	4
40	в сущности	10	4
41	столь же	1	4
42	но не	5	4
43	по отношению	2	4
44	за пределы	1	4
45	как в	7	4
46	в своем	1	4
47	хотя и	4	4
48	в себя	6	4
49	он в	2	4
50	тому же	2	4
51	нашего времени	1	4
52	на этом	1	4
53	то же	6	4
54	и тем	2	4
55	тем самым	1	4
56	точки зрения	4	4
57	не в	2	4
58	в конце	3	4
59	не менее	3	4
60	можно сказать	8	4
61	во всех	12	4
62	только в	4	4
63	и его	10	4
64	уже не	1	4
65	в сознании	2	4
66	у него	1	4
67	не может	2	4
68	и особенно	3	4
69	и смерти	2	4
70	о его	1	4
71	все это	8	4
72	в один	2	4
73	отношению к	1	4
74	я и	1	3
75	и то	1	3
76	в их	2	3
77	мы имеем	1	3
78	со смертью	2	3
79	ему в	1	3
80	проявляется в	4	3
81	что касается	2	3
82	как уже	1	3
83	на его	3	3
84	и если	3	3
85	несмотря на	2	3
86	в эту	3	3
87	место в	2	3
88	тем не	2	3
89	по крайней	1	3
90	никогда не	2	3
91	казалось бы	3	3
92	имеем дело	1	3
93	целого романа	1	3
94	тем что	2	3
95	как будто	2	3
96	этом отношении	1	3
97	что на	1	3
98	той или	1	3
99	как мы	5	3
100	можно было	1	3
101	в результате	1	3
102	и т.д	2	3
103	что и	3	3
104	крайней мере	1	3
105	и все	10	3
106	одной из	4	3
107	с ними	1	3
108	так что	1	3
109	есть в	3	3
110	из них	4	3
111	при всей	2	3
112	только на	1	3
113	или иной	1	3
114	именно в	2	3
115	было бы	5	3
116	из трех	1	3
117	этого слова	1	3
118	что позволяет	1	3
119	сюжета и	1	3
120	или в	1	3
121	и одновременно	4	3
122	романа в	1	3
123	прежде всего	15	3
124	а в	2	3
125	на смену	1	3
126	не знает	4	3
127	с самим	5	3
128	эту жизнь	1	2
129	и до	5	2
130	той же	5	2
131	во времени	1	2
132	и он	1	2
133	еще не	5	2
134	он был	1	2
135	на основе	2	2
136	в общем	1	2
137	отличие от	1	2
138	о жизни	1	2
139	знаю что	1	2
140	себе не	1	2
141	с их	2	2
142	он не	3	2
143	что она	1	2
144	таким образом	6	2
145	а затем	4	2
146	что все	1	2
147	на этой	1	2
148	это было	3	2
149	обоих случаях	1	2
150	на протяжении	5	2
151	этом смысле	1	2
152	и романа	1	2
153	соответствии с	2	2
154	он и	1	2
155	в этих	5	2
156	в своей	3	2
157	или точнее	1	2
158	в котором	1	2
159	с точки	2	2
160	в отличие	1	2
161	о себе	2	2
162	но эта	1	2
163	жизненных позиций	1	2
164	даже в	1	2
165	в таких	1	2
166	в обоих	1	2
167	в то	5	2
168	на него	1	2
169	же время	5	2
170	так например	2	2
171	или иных	1	2
172	всего в	1	2
173	с ее	1	2
174	строго говоря	1	2
175	с ним	2	2
176	и смерть	1	2
177	что в	2	2
178	его в	2	2
179	и во	4	2
180	на всех	1	2
181	между тем	2	2
182	в его	8	2
183	с той	1	2
184	один из	6	2
185	все той	1	2
186	от автора	1	2
187	для всех	2	2
188	и их	2	2
189	или даже	1	2
190	ведь это	1	2
191	вовсе не	3	2
192	не о	2	2
193	уже и	1	2
194	здесь в	10	2
195	своего собственного	1	2
196	в соответствии	2	2
197	превращается в	1	2
198	и стал	1	2
199	его как	1	2
200	о чем	1	2
201	и слово	1	2
202	вступает в	1	2
203	вместе с	2	2
204	к его	1	2
205	и иной	1	2
206	к своему	1	2
207	по существу	5	2
208	тех или	1	2
209	и для	4	2
210	характерно и	1	2
211	в двух	2	2
212	внимание на	1	2
213	еще более	5	2
214	личности и	1	2
215	сказать что	10	2
216	другой стороны	1	2
217	речи и	1	2
218	этой сцены	2	2
219	к этому	4	2
220	в таком	2	2
221	в роли	1	2
222	а между	2	1
223	ко всем	2	1
224	также и	4	1
225	до пределов	1	1
226	органическое единство	1	1
227	здесь и	4	1
228	смерть в	1	1
229	и больше	1	1
230	другой жизни	1	1
231	действительности и	2	1
232	по его	1	1
233	мы уже	5	1
234	есть не	1	1
235	бы уже	1	1
236	на первом	1	1
237	оружия и	1	1
238	они могут	1	1
239	почти все	1	1
240	что иное	1	1
241	я не	4	1
242	они были	1	1
243	событий и	2	1
244	самой своей	1	1
245	о судьбе	1	1
246	собой он	2	1
247	служит его	1	1
248	иное как	1	1
249	в последних	1	1
250	и мира	1	1
251	в сюжете	1	1
252	других а	1	1
253	почти до	1	1
254	не все	1	1
