N	2gram	Bakhtin_Pr_1	Marksizm
1	может быть	24	28
2	и пр	3	25
3	и в	29	19
4	как бы	19	19
5	и не	31	19
6	в процессе	4	18
7	не может	12	18
8	точки зрения	19	17
9	то же	14	16
10	и его	14	16
11	как мы	4	15
12	в этом	22	15
13	в сущности	5	14
14	так сказать	4	14
15	таким образом	12	14
16	лишь в	1	14
17	не только	15	13
18	с точки	13	13
19	связи с	2	13
20	в нем	19	11
21	высказывания и	1	11
22	если бы	9	11
23	вовсе не	7	11
24	не в	7	10
25	так и	7	10
26	но и	14	10
27	в пределах	13	10
28	том что	7	10
29	самом деле	6	9
30	при этом	2	9
31	как и	12	9
32	как целое	2	9
33	для него	18	9
34	в основе	4	9
35	а не	22	9
36	на почве	3	9
37	с его	9	8
38	по отношению	8	8
39	чужое слово	2	8
40	в то	10	8
41	же время	9	8
42	только в	10	8
43	отношению к	8	8
44	на самом	5	7
45	его в	6	7
46	одна из	3	7
47	никогда не	3	7
48	в том	8	7
49	прежде всего	7	7
50	и для	4	7
51	но в	7	7
52	в таком	1	7
53	мы уже	2	6
54	социальной группы	1	6
55	во всех	1	6
56	и как	7	6
57	в самом	10	6
58	если мы	1	6
59	слова и	1	6
60	ни в	3	6
61	в смысле	2	6
62	того чтобы	1	6
63	к тому	1	6
64	для того	1	6
65	же самое	1	6
66	и следовательно	4	6
67	быть и	1	6
68	между тем	5	6
69	более того	5	6
70	с помощью	1	6
71	и все	1	6
72	хотя бы	2	6
73	ни было	2	6
74	в свою	1	6
75	смысле слова	1	5
76	к другому	2	5
77	и на	7	5
78	все же	9	5
79	выражение в	6	5
80	является не	2	5
81	то ни	2	5
82	лишь на	3	5
83	в данном	2	5
84	в их	3	5
85	самого начала	2	5
86	свою очередь	1	5
87	с самого	1	5
88	и здесь	3	5
89	к нему	6	5
90	в его	24	5
91	в форме	7	5
92	в большинстве	2	5
93	большинстве случаев	2	5
94	отношении к	3	5
95	в той	2	5
96	этого слова	1	5
97	в контексте	2	5
98	совершенно не	1	5
99	как слово	3	5
100	к этому	1	5
101	так же	6	5
102	тем же	1	4
103	все те	2	4
104	должна быть	5	4
105	а как	7	4
106	и ее	2	4
107	слова о	1	4
108	бы то	2	4
109	как если	1	4
110	о слове	2	4
111	вполне понятно	1	4
112	конечно не	2	4
113	является лишь	4	4
114	в себе	7	4
115	в единстве	6	4
116	это не	9	4
117	было бы	5	4
118	ведь если	1	4
119	мы видели	1	4
120	одного и	1	4
121	его формы	1	4
122	тому что	3	4
123	в отношении	2	4
124	ничего не	5	4
125	следует что	1	4
126	авторской речи	1	4
127	для себя	2	4
128	из одного	4	4
129	того что	1	4
130	что он	8	4
131	и их	1	4
132	внешнее выражение	1	4
133	как раз	6	4
134	в основном	1	4
135	бы в	3	4
136	то что	15	4
137	сказать что	3	4
138	если б	2	3
139	основная тенденция	1	3
140	в котором	2	3
141	и до	3	3
142	исходит из	1	3
143	высшей степени	1	3
144	на материале	3	3
145	в ней	2	3
146	еще не	5	3
147	в ее	1	3
148	для других	2	3
149	менее всего	6	3
150	за пределы	7	3
151	относится к	1	3
152	в истории	2	3
153	с этим	2	3
154	перед нами	5	3
155	все эти	9	3
156	в этой	4	3
157	нами в	2	3
158	в чужую	1	3
159	слово в	2	3
160	он не	5	3
161	не как	14	3
162	какой бы	2	3
163	одно и	1	3
164	здесь мы	2	3
165	не будет	1	3
166	в другом	1	3
167	той же	5	3
