N	2gram	Vygotskiy__3	Problema
1	то есть	15	46
2	в его	5	43
3	и не	10	42
4	и в	38	38
5	не может	7	27
6	может быть	19	26
7	как бы	14	22
8	отнюдь не	2	19
9	и с	1	17
10	и его	6	16
11	в этом	13	15
12	в нем	4	15
13	и т	14	14
14	только в	4	13
15	т п	5	13
16	независимо от	1	13
17	но не	1	12
18	художественного произведения	1	11
19	во всех	4	11
20	ни в	3	11
21	и для	4	11
22	отношение к	1	10
23	таким образом	12	10
24	в их	1	10
25	не только	12	9
26	в поэзии	1	9
27	не имеет	6	9
28	его в	3	9
29	имеет дело	1	9
30	но и	5	9
31	и как	8	8
32	было бы	12	8
33	точки зрения	16	8
34	место в	3	8
35	для нее	1	8
36	в том	25	8
37	художественное произведение	1	8
38	то что	35	8
39	еще не	1	7
40	в самом	25	7
41	в плане	3	7
42	как и	8	7
43	и становится	1	7
44	не в	12	7
45	как мы	7	7
46	с другой	7	7
47	между тем	7	7
48	совершенно не	5	7
49	в своей	5	7
50	что в	20	7
51	отношения к	2	6
52	самом деле	21	6
53	на основе	1	6
54	там где	6	6
55	и наконец	2	6
56	для эстетического	1	6
57	не к	3	6
58	с точки	9	6
59	не есть	1	6
60	ничего не	2	6
61	дело с	1	6
62	мы можем	7	6
63	все же	8	6
64	а в	7	6
65	только как	1	6
66	себя как	2	5
67	высшей степени	1	5
68	отличие от	1	5
69	в своем	5	5
70	все эти	4	5
71	при этом	4	5
72	то же	10	5
73	в музыке	1	5
74	это не	1	5
75	в них	3	5
76	в высшей	1	5
77	далеко не	3	5
78	в отличие	1	5
79	так и	1	5
80	в основе	3	5
81	и о	3	5
82	никогда не	4	5
83	с ним	2	5
84	и прежде	1	5
85	конечно не	4	5
86	дело и	1	5
87	а не	7	5
88	быть только	1	5
89	должно быть	1	5
90	все они	2	5
91	имеет место	2	5
92	на самом	2	4
93	должна быть	5	4
94	в виду	4	4
95	в ней	15	4
96	но конечно	1	4
97	относится к	1	4
98	как в	4	4
99	но в	3	4
100	к художественному	1	4
101	в себе	4	4
102	в данном	2	4
103	не должна	2	4
104	но они	2	4
105	тем самым	1	4
106	в то	3	4
107	представлять себе	1	4
108	здесь не	3	4
109	в ее	7	4
110	данном случае	2	4
111	можно было	1	4
112	не с	1	4
113	о том	6	4
114	дела с	1	4
115	в конечном	1	4
116	которых мы	6	4
117	от всех	1	4
118	в других	1	4
119	в форме	1	4
120	и только	3	4
121	к которому	1	4
122	что не	3	4
123	в романе	1	4
124	и потому	1	4
125	хотя бы	2	4
126	между ними	1	4
127	сказать что	4	4
128	другой стороны	5	4
129	ли мы	1	3
130	например в	2	3
131	едва ли	3	3
