N	2gram	Berdyaev_M_1	Myshleni
1	в том	6	33
2	том что	3	27
3	точки зрения	4	26
4	то что	5	20
5	в этом	20	19
6	того что	7	17
7	мышления и	1	16
8	не только	29	15
9	и в	28	15
10	что в	10	14
11	и речи	1	13
12	того чтобы	2	12
13	что он	10	12
14	в самом	11	11
15	мы не	1	10
16	было бы	10	10
17	для того	2	10
18	но и	25	10
19	в своем	10	9
20	о том	2	9
21	может быть	30	9
22	что мы	1	9
23	не может	28	9
24	заключается в	1	8
25	не в	16	8
26	никогда не	14	8
27	казалось бы	1	8
28	так и	1	8
29	если бы	2	8
30	и что	2	8
31	он не	24	7
32	высшей степени	2	7
33	в высшей	2	7
34	к тому	3	7
35	потому что	16	7
36	как бы	2	7
37	и не	11	7
38	во всяком	1	7
39	самом деле	1	6
40	с таким	1	6
41	в зависимости	1	6
42	мы уже	1	6
43	зависимости от	1	6
44	по отношению	2	6
45	в этой	6	6
46	в истории	2	6
47	и к	2	6
48	отношение между	1	6
49	как он	2	6
50	как и	5	6
51	всяком случае	1	6
52	точку зрения	1	6
53	в отношении	1	6
54	в виду	2	6
55	но в	7	6
56	по своей	2	6
57	вовсе не	1	6
58	к которому	1	6
59	на этот	2	6
60	в частности	1	6
61	вместе с	6	6
62	сказать что	2	6
63	смысле слова	4	5
64	вопрос о	2	5
65	говорит что	1	5
66	уже в	4	5
67	приводит к	2	5
68	это не	5	5
69	во всей	1	5
70	можно было	1	5
71	и даже	1	5
72	социальной среды	3	5
73	этот вопрос	1	5
74	и их	3	5
75	и др	1	5
76	сравнению с	1	5
77	отношению к	2	5
78	все что	2	5
79	по сравнению	2	5
80	связана с	2	4
81	переход от	1	4
82	хотя бы	3	4
83	с его	3	4
84	как в	2	4
85	все же	2	4
86	в которой	6	4
87	в них	4	4
88	в своей	15	4
89	является для	1	4
90	от его	2	4
91	к этому	2	4
92	не имеет	3	4
93	и его	9	4
94	и с	3	4
95	мы видим	2	4
96	так как	3	4
97	только в	6	4
98	в начале	2	4
99	потребность в	1	4
100	прежде всего	10	4
101	так же	1	4
102	все это	6	4
103	для нас	3	4
104	а в	4	4
105	человека и	14	3
106	на самом	1	3
107	и до	1	3
108	мы имеем	1	3
109	и ее	1	3
110	он сам	6	3
111	должны были	1	3
112	что они	1	3
113	с этим	3	3
114	что как	1	3
115	когда он	3	3
116	бы и	3	3
117	он в	2	3
118	все эти	2	3
119	как совершенно	1	3
120	что она	1	3
121	и по	4	3
122	об этом	1	3
123	лишь в	6	3
124	личности не	1	3
125	во время	1	3
126	в которых	4	3
127	в самой	7	3
128	в основе	2	3
129	и это	12	3
130	и человека	5	3
131	и сам	1	3
132	с собой	3	3
133	с ним	2	3
134	ничего не	3	3
135	и только	1	3
136	тем более	1	3
137	все время	1	3
138	значение в	1	3
139	одной из	1	3
140	но не	8	3
141	для него	11	3
142	отличие от	1	3
143	во власти	2	3
144	в отличие	1	3
145	а не	25	3
146	только для	1	3
147	о мире	2	3
148	открывает что	1	3
149	которых он	4	3
150	не существует	2	3
151	об отношении	1	3
152	и все	10	3
153	лежит в	1	3
154	к этой	2	3
155	они не	1	3
156	ту же	1	2
157	также и	2	2
158	или к	4	2
159	и есть	14	2
160	в котором	8	2
161	из всех	1	2
162	в первый	1	2
163	имеет свою	1	2
164	принадлежит к	1	2
165	в их	4	2
166	во всех	1	2
167	то он	1	2
168	нет и	5	2
169	за пределы	4	2
170	которые не	1	2
171	в течение	1	2
172	как говорит	1	2
173	наряду с	1	2
174	ней в	1	2
175	целый ряд	1	2
176	и как	2	2
177	его к	1	2
178	увидим что	4	2
179	в противоположность	1	2
180	от этого	2	2
181	за собой	2	2
182	к чему	2	2
183	с их	2	2
184	в себе	7	2
185	в мышлении	1	2
186	но ведь	1	2
187	после этого	1	2
188	он должен	3	2
189	в силу	1	2
190	и более	1	2
191	подход к	1	2
192	на все	1	2
193	и мы	2	2
194	в ином	2	2
195	с такой	1	2
196	должно быть	3	2
197	нисколько не	1	2
198	в этих	4	2
199	но если	3	2
200	в такой	1	2
201	прийти к	2	2
202	всякий раз	1	2
203	стало быть	1	2
204	быть может	7	2
205	тому чтобы	2	2
206	с которой	2	2
207	не могло	1	2
208	находится в	1	2
209	к ней	4	2
210	во всем	1	2
211	не потому	1	2
212	к себе	1	2
213	не могут	5	2
214	могут быть	2	2
215	его с	2	2
216	должен быть	2	2
217	на том	3	2
218	исключительно с	1	2
219	живет в	2	2
220	как у	1	2
221	своей книге	1	2
222	самому себе	2	2
223	нас в	1	2
224	и всю	1	2
225	в его	9	2
226	что и	4	2
227	его мысль	2	2
228	в другой	1	2
229	и можно	1	2
230	о своих	2	2
231	бы ни	1	2
232	на протяжении	2	2
233	на одном	1	2
234	в одном	1	2
235	у него	17	2
236	тем что	4	2
237	от того	1	2
238	протяжении всего	1	2
239	и из	1	2
240	с ней	2	2
