N	3gram	Tiupa_Teor_1	Problema
1	о том что	1	9
2	с точки зрения	3	8
3	в том что	8	8
4	в связи с	1	7
5	тем не менее	3	5
6	с другой стороны	5	5
7	по крайней мере	1	4
8	что иное как	1	3
9	в этом смысле	2	3
10	точно так же	1	3
11	с одной стороны	2	3
12	а с другой	2	3
13	в то время	1	3
14	в русской литературе	2	3
15	можно сказать что	2	3
16	не что иное	1	3
17	в сравнении с	1	3
18	это уже не	1	2
19	дело в том	1	2
20	по отношению к	4	2
21	в том числе	2	2
22	никак не может	1	2
23	бы то ни	1	2
24	в данном случае	5	2
25	не может быть	4	2
26	тех или иных	3	2
27	для того чтобы	1	2
28	в самой себе	1	1
29	то есть как	1	1
30	в области художественного	1	1
31	для искусства в	1	1
32	он стоит и	1	1
33	в себе самом	1	1
34	точки зрения в	1	1
35	так и его	2	1
36	одной из своих	1	1
37	в одной из	1	1
38	не было и	1	1
39	другой стороны не	1	1
40	из тех или	1	1
41	виду не только	3	1
42	том числе и	1	1
43	второй половины xviii	1	1
44	что он должен	1	1
45	нового времени в	1	1
46	в другом стихотворении	1	1
47	даже если она	1	1
48	ту или иную	1	1
49	как раз в	1	1
50	но в то	1	1
51	то ни было	1	1
52	на первый взгляд	1	1
53	он состоит в	1	1
54	состоит в том	5	1
55	и потому что	1	1
56	в виду не	3	1
57	с тем же	1	1
58	так или иначе	4	1
59	содержит в себе	1	1
60	таким же образом	1	1
61	еще и потому	1	1
62	перед тем как	1	1
63	мере в какой	1	1
64	или иных первичных	1	1
65	то же время	5	1
66	может быть это	1	1
67	имея в виду	1	1
68	то или иное	1	1
69	той или иной	1	1
70	не в роли	1	1
71	в большинстве случаев	1	1
72	говорится и о	1	1
73	в то же	5	1
74	она далеко не	1	1
75	во времени и	1	1
76	сама по себе	1	1
77	по поводу этой	1	1
78	указывает на его	1	1
79	в том в	1	1
