N	2gram	Tiupa_Disk_1	FransuaR
1	и в	16	40
2	то есть	20	18
3	и его	2	17
4	прежде всего	11	16
5	в этом	15	15
6	не только	28	13
7	в его	7	13
8	и не	11	13
9	что в	4	12
10	как и	16	11
11	но и	14	11
12	таким образом	3	10
13	как мы	2	10
14	и т.п	12	10
15	в сущности	2	9
16	он не	1	9
17	в них	4	9
18	может быть	17	9
19	и все	2	9
20	и до	1	8
21	той же	1	8
22	и на	5	8
23	отношение к	4	8
24	во время	1	8
25	в эпоху	5	8
26	в том	23	8
27	но в	8	8
28	то же	7	7
29	в своем	6	7
30	в виду	2	7
31	до нас	1	7
32	в одном	2	7
33	и др	2	7
34	во всех	5	6
35	в самом	3	6
36	в этих	1	6
37	в то	3	6
38	же время	4	6
39	связи с	4	6
40	и других	1	6
41	до конца	1	6
42	в той	1	6
43	он говорит	1	6
44	в своей	5	6
45	к этому	2	6
46	в году	2	5
47	в нем	9	5
48	со всеми	1	5
49	так сказать	2	5
50	в основе	7	5
51	в особенности	4	5
52	те же	1	5
53	связаны с	1	5
54	в литературе	2	5
55	для него	4	5
56	то что	5	5
57	не было	7	5
58	а не	22	5
59	в связи	1	5
60	как раз	1	5
61	в своих	3	5
62	также и	3	4
63	в истории	4	4
64	в нашем	1	4
65	в мире	1	4
66	было бы	1	4
67	том что	19	4
68	в их	5	4
69	в области	1	4
70	о том	8	4
71	и о	4	4
72	роль в	7	4
73	особенно в	1	4
74	а также	8	4
75	и во	2	4
76	один из	3	4
77	только на	1	4
78	из них	3	4
79	и даже	3	4
80	до сих	1	4
81	здесь в	2	4
82	и потому	3	4
83	в данном	5	4
84	сих пор	1	4
85	в основном	1	4
86	в культуре	2	4
87	самом деле	1	3
88	на самом	1	3
89	и есть	2	3
90	правильного понимания	1	3
91	с его	4	3
92	по отношению	9	3
93	отличие от	5	3
94	в этой	2	3
95	и как	6	3
96	и к	4	3
97	в себе	7	3
98	при этом	13	3
99	большей или	2	3
100	всех этих	1	3
101	для понимания	2	3
102	об этом	2	3
103	на протяжении	2	3
104	мы видели	1	3
105	в отличие	5	3
106	вплоть до	1	3
107	дело не	2	3
108	во всем	1	3
109	о нем	2	3
110	они были	1	3
111	но все	1	3
112	здесь не	1	3
113	в ее	3	3
114	еще в	3	3
115	если бы	1	3
116	в другом	2	3
117	в значительной	2	3
118	между тем	4	3
119	что и	3	3
120	и брань	1	3
121	или меньшей	2	3
122	еще не	14	3
123	только в	7	3
124	так и	8	3
125	в начале	2	3
126	в конце	1	3
