N	2gram	Bakhtin_Pr_5	RusskieA
1	и в	35	36
2	не только	10	22
3	том что	3	19
4	что в	6	19
5	в том	5	17
6	но и	14	16
7	так как	4	15
8	во время	5	14
9	и другие	1	13
10	в этом	14	12
11	в других	1	11
12	и на	6	10
13	в этот	2	10
14	это не	3	10
15	как и	18	10
16	как мы	8	10
17	вместе с	2	10
18	потому что	8	10
19	об этом	1	9
20	а в	7	9
21	в другие	1	8
22	и по	2	8
23	с тем	3	8
24	о том	2	8
25	один из	1	8
26	мы увидим	2	8
27	из них	3	8
28	может быть	14	8
29	что они	6	7
30	так и	8	7
31	между тем	4	7
32	что и	3	7
33	и других	1	7
34	мы не	1	6
35	в виде	7	6
36	так например	1	6
37	таким образом	7	6
38	при этом	2	6
39	уже не	3	6
40	в них	4	6
41	и не	27	6
42	все это	14	6
43	будто бы	2	6
44	то что	10	6
45	как в	5	5
46	все же	8	5
47	во многих	1	5
48	в которых	2	5
49	как будто	4	5
50	с ними	5	5
51	и у	4	5
52	как бы	31	5
53	этом случае	1	5
54	не совсем	1	4
55	еще не	7	4
56	во всех	3	4
57	в эти	2	4
58	что по	1	4
59	с собой	2	4
60	входит в	1	4
61	их на	1	4
62	в г	1	4
63	в их	1	4
64	что этот	1	4
65	тому что	2	4
66	одна из	1	4
67	связи с	1	4
68	что на	2	4
69	к тому	6	4
70	его с	5	4
71	так в	2	4
72	еще в	4	4
73	и что	6	4
74	и их	1	4
75	тем что	4	4
76	а с	3	4
77	в некоторых	1	4
78	того что	3	4
79	но это	6	4
80	не может	18	4
81	только в	6	4
82	к этому	1	4
83	своего рода	2	3
84	в своем	2	3
85	что это	4	3
86	в основном	1	3
87	на этом	2	3
88	то же	15	3
89	но все	4	3
90	совпадают с	1	3
91	далеко не	1	3
92	в москве	1	3
93	в этих	2	3
94	точки зрения	7	3
95	таким же	1	3
96	с точки	2	3
97	она в	2	3
98	тем не	1	3
99	но они	1	3
100	их в	2	3
101	не менее	2	3
102	ничего не	3	3
103	и другой	1	3
104	приводит к	2	3
105	то есть	16	3
106	или на	1	3
107	от них	1	3
108	в середине	1	3
109	как например	1	3
110	в качестве	1	3
111	только на	4	3
112	слова в	6	3
113	в одном	6	3
114	из приведенных	1	3
115	и из	1	3
116	на этот	2	3
117	о чем	1	3
118	так же	7	3
119	на ивана	1	3
120	этого слова	5	3
121	и некоторые	1	3
122	на других	1	3
123	и к	12	3
124	в свою	1	3
125	но эти	2	3
126	например в	2	2
127	но тем	1	2
128	между двумя	2	2
129	к другому	16	2
130	в доме	1	2
131	еще до	2	2
132	но она	1	2
133	они были	1	2
134	как не	1	2
135	в ней	2	2
136	он был	1	2
137	друг к	3	2
138	на самом	9	2
139	но не	6	2
140	к слову	2	2
141	не просто	2	2
142	отнюдь не	1	2
143	независимо от	1	2
144	с этим	3	2
145	мы можем	2	2
146	хотя и	2	2
147	и как	2	2
148	его к	3	2
149	но в	19	2
150	та же	4	2
151	в целом	3	2
152	все эти	3	2
153	в дальнейшем	2	2
154	и до	1	2
155	как он	2	2
156	и всей	1	2
157	в нем	16	2
158	всех этих	2	2
159	чем у	1	2
160	в каждом	6	2
161	же не	4	2
162	главным образом	1	2
163	и с	12	2
164	к другу	3	2
165	с целью	1	2
166	в жизни	2	2
167	чтобы они	1	2
168	такой же	3	2
169	в один	1	2
170	как символ	3	2
171	и более	1	2
172	том же	1	2
173	для этого	2	2
174	нас к	1	2
175	как можно	2	2
176	она не	1	2
177	у него	4	2
178	именно с	1	2
179	но даже	1	2
180	и другим	1	2
181	они и	1	2
182	свою очередь	1	2
183	ни одно	1	2
184	мы наблюдаем	1	2
185	что у	6	2
186	домой и	1	2
187	с ним	7	2
188	находится в	1	2
189	на все	1	2
190	характер этого	1	2
191	и поэтому	1	2
192	после того	1	2
193	должно было	1	2
194	связь между	1	2
195	в его	21	2
196	к ней	2	2
197	не случайно	2	2
198	этот вопрос	1	2
199	но ни	2	2
200	так что	5	2
201	в большинстве	2	2
202	его и	3	2
203	и никаких	1	2
204	но что	2	2
205	тут же	1	2
206	он так	2	2
207	в особенности	1	2
208	не были	1	2
209	такое же	2	2
210	себя и	8	2
211	с ней	1	2
212	и пр	1	2
213	до конца	4	2
214	не на	1	2
215	а не	4	2
216	большинстве случаев	2	2
217	стоит в	1	2
218	должна была	2	2
219	и потому	1	2
220	там где	7	2
221	быть и	2	2
222	только для	1	2
223	и для	8	2
224	или в	2	2
225	когда он	3	2
226	мы должны	3	2
227	в своих	1	2
228	ту же	1	1
229	чтобы не	2	1
230	это без	1	1
231	мы здесь	1	1
232	характер или	1	1
233	самом деле	10	1
234	тех же	1	1
235	зависимости от	1	1
236	в приведенном	1	1
237	в первом	2	1
238	сам и	3	1
239	по преимуществу	1	1
240	что эти	1	1
241	и ее	1	1
242	с таким	2	1
243	по его	1	1
244	приходит к	1	1
245	несколько иной	1	1
246	мы уже	8	1
247	б и	1	1
248	или наоборот	1	1
249	которую мы	1	1
250	а где	1	1
251	вопрос о	2	1
252	время от	1	1
253	они приносят	1	1
254	приводят к	1	1
255	он искал	1	1
256	говорить о	3	1
257	и завершающей	1	1
258	ему в	1	1
259	кто же	2	1
260	того же	1	1
261	и он	2	1
262	в каждой	2	1
263	него он	2	1
264	привычке по	1	1
265	я рад	1	1
266	в отличие	2	1
267	на них	7	1
268	всего этого	3	1
269	в чем	4	1
270	с его	7	1
271	их так	1	1
272	в петербурге	1	1
273	оно в	1	1
274	не все	1	1
275	ответ на	1	1
276	по отношению	6	1
277	в общем	3	1
278	с совершенно	1	1
279	себе и	7	1
280	отличие от	2	1
281	собственно уже	1	1
282	мы сейчас	1	1
283	очень ярких	1	1
284	сочетается с	1	1
285	символ а	1	1
286	показать что	2	1
287	некоторое время	1	1
288	совершенно другой	1	1
289	в различные	1	1
290	и острая	1	1
291	что касается	1	1
292	перед нами	1	1
293	разница не	1	1
294	и наконец	7	1
295	увидим что	2	1
296	в которой	2	1
297	еще далеко	1	1
298	то и	1	1
299	вообще а	1	1
300	в себе	5	1
301	тому же	3	1
302	очень велико	1	1
303	образ его	1	1
304	он не	13	1
305	аналогичные слова	1	1
306	он должен	1	1
307	не как	3	1
308	собой не	2	1
309	в начале	3	1
310	подобно тому	2	1
311	из мертвых	1	1
312	не бывает	1	1
313	которое как	1	1
314	а затем	2	1
315	здесь мы	1	1
316	что все	2	1
317	и характер	1	1
318	значение в	1	1
319	те же	2	1
320	его в	4	1
321	известно что	1	1
322	падает на	1	1
323	есть несколько	1	1
324	и ненависть	1	1
325	по всему	1	1
326	с водой	1	1
327	ни в	2	1
328	нет в	3	1
329	в этой	1	1
330	дела и	1	1
331	он и	5	1
332	мы видели	2	1
333	и сделанные	1	1
334	просить прощения	1	1
335	который почти	1	1
336	и того	2	1
337	одного и	1	1
338	там на	1	1
339	и при	1	1
340	никак не	1	1
341	и без	4	1
342	впрочем а	1	1
343	совершенно ясны	1	1
344	от времени	1	1
345	они уже	1	1
346	что я	13	1
347	ее на	1	1
348	но эта	2	1
349	того времени	2	1
350	которые в	1	1
351	теми же	2	1
352	и эти	1	1
353	с такими	1	1
354	что сам	2	1
355	любви и	1	1
356	всех их	1	1
357	иной раз	1	1
358	в то	11	1
359	не о	4	1
360	для каждого	1	1
361	эта группа	1	1
362	дело в	1	1
363	что их	1	1
364	в основе	1	1
365	к изучению	1	1
