N	3gram	Losev_Dial_1	Problemy
1	то же время	4	12
2	в то же	4	12
3	на самом деле	2	10
4	с самого начала	1	8
5	в отношении к	1	7
6	и т п	2	6
7	не может быть	3	6
8	и в то	2	5
9	во всяком случае	2	5
10	в этом смысле	3	4
11	с точки зрения	12	4
12	а между тем	1	3
13	в самом деле	1	3
14	по крайней мере	4	3
15	и не в	1	3
16	но в то	1	3
17	в конце концов	3	3
18	с другой стороны	4	3
19	и в нем	2	3
20	то все же	1	2
21	в чем не	1	2
22	то что я	2	2
23	в той или	1	2
24	он как раз	1	2
25	как раз и	1	2
26	того или другого	1	2
27	но все это	2	2
28	сама по себе	8	2
29	что в нем	3	2
30	все это я	1	2
31	что все это	1	2
32	я этого не	1	2
33	и в этом	3	2
34	вы как бы	1	2
35	о том что	2	2
36	ни в чем	2	2
37	никогда не бывает	1	2
38	той или иной	3	2
39	тем не менее	1	2
40	друг с другом	1	2
41	к тому же	1	2
42	и не то	1	2
43	и т д	19	2
44	внутреннего и внешнего	6	2
45	что он есть	1	1
46	как она есть	3	1
47	ни того ни	1	1
48	всю жизнь и	1	1
49	о мире как	1	1
50	хотя и не	1	1
51	или хотя бы	2	1
52	так быстро что	1	1
53	он на самом	1	1
54	в чем же	1	1
55	и в своей	1	1
56	взаимоотношение внутреннего и	1	1
57	и в особенности	1	1
58	и в отношении	1	1
59	бы они были	1	1
60	но даже и	1	1
61	а не о	1	1
62	в нем никогда	1	1
63	может и не	2	1
64	т д и	2	1
65	да и то	3	1
66	что же касается	1	1
67	самом деле не	1	1
68	же не знает	1	1
69	до сих пор	2	1
70	говорить о себе	1	1
71	другой точки зрения	1	1
72	что он не	2	1
73	мире и об	1	1
74	на самом же	1	1
75	в этом отношении	2	1
76	самим по себе	1	1
77	того и другого	1	1
78	но для этого	1	1
79	так как здесь	1	1
80	выражение и потому	1	1
81	несмотря на то	2	1
82	к тому что	2	1
83	что почти все	1	1
84	с ними как	1	1
85	отношении к нему	1	1
86	но в конце	1	1
87	не в самом	1	1
88	но она не	1	1
89	вонзается в душу	1	1
90	и ничего не	1	1
91	и то же	4	1
92	с ним и	1	1
93	это меня не	1	1
94	раз и показывает	1	1
95	может быть и	3	1
96	одно и то	4	1
97	мы можем сказать	2	1
98	то что он	1	1
99	это конечно не	2	1
100	друг к другу	2	1
101	не может и	3	1
102	по себе и	2	1
103	того ни другого	1	1
104	в нем есть	6	1
105	именно с точки	1	1
106	и ни в	2	1
107	же время как	1	1
108	что же это	1	1
109	в нем нет	3	1
110	лучше если я	1	1
111	только в отношении	1	1
112	и не должен	1	1
113	говорит не о	1	1
114	но все же	1	1
115	самом же деле	1	1
116	себя а не	1	1
117	можно сказать что	3	1
118	к нему с	1	1
119	на то что	4	1
120	и больше ничего	1	1
121	друг другу как	2	1
122	я вовсе не	1	1
123	для того чтобы	1	1
124	я ни в	1	1
125	в них не	1	1
126	в том что	7	1
127	никогда и не	1	1
128	можем сказать что	2	1
129	это как не	1	1
