N	2gram	Bakhtin_fo_2	Istorich
1	и т	14	27
2	и в	46	26
3	т д	3	24
4	так же	2	18
5	то что	7	16
6	не только	11	15
7	может быть	7	14
8	что в	5	14
9	но и	9	12
10	и пр	2	11
11	так и	7	10
12	таким образом	3	10
13	и его	12	10
14	что он	3	10
15	все же	6	9
16	его в	6	9
17	что и	3	9
18	так как	6	9
19	и не	9	9
20	то же	8	8
21	этих случаях	1	8
22	а в	3	8
23	мы имеем	2	7
24	в этом	22	7
25	он не	5	7
26	об этом	1	7
27	как и	8	7
28	в этих	3	7
29	во время	10	7
30	их в	4	7
31	как в	4	7
32	что здесь	2	7
33	в качестве	3	7
34	и то	1	6
35	еще не	6	6
36	что они	4	6
37	как он	2	6
38	иной мир	1	6
39	мы видели	2	6
40	мы можем	1	6
41	могут быть	2	6
42	коня в	1	6
43	в дальнейшем	5	6
44	мы видим	2	6
45	потому что	8	6
46	а не	4	6
47	не может	2	6
48	вместе с	9	6
49	когда он	1	6
50	в иной	2	6
51	это и	1	5
52	мы уже	9	5
53	но не	5	5
54	и как	3	5
55	но в	10	5
56	уже не	3	5
57	и только	2	5
58	и по	3	5
59	с собой	1	5
60	но все	1	5
61	в другом	3	5
62	и с	6	5
63	это не	2	5
64	не в	9	5
65	и у	5	5
66	как мы	6	5
67	и здесь	1	5
68	и что	1	5
69	в его	8	5
70	в одном	7	5
71	у него	9	5
72	тем что	3	5
73	до сих	2	5
74	и др	5	5
75	в некоторых	2	5
76	сих пор	2	5
77	к этому	3	5
78	вопрос о	1	4
79	в числе	1	4
80	в которых	3	4
81	его на	1	4
82	в этот	3	4
83	но он	2	4
84	в своей	1	4
85	но эта	2	4
86	здесь не	2	4
87	так в	1	4
88	о том	4	4
89	и даже	3	4
90	вовсе не	13	4
91	с другой	2	4
92	такое же	1	4
93	когда герой	1	4
94	а на	2	4
95	все что	2	4
96	в тех	1	4
97	в человеческом	1	4
98	другой стороны	1	4
99	например в	1	3
100	и действительно	1	3
101	из этих	4	3
102	в одной	2	3
103	его к	1	3
104	все эти	5	3
105	на его	1	3
106	связанные с	5	3
107	при этом	6	3
108	на земле	2	3
109	а затем	3	3
110	те же	6	3
111	должен был	1	3
112	не мог	2	3
113	том что	4	3
114	по сравнению	1	3
115	и более	2	3
116	как это	2	3
117	не имеет	1	3
118	на котором	2	3
119	на него	1	3
120	через него	1	3
121	на волю	1	3
122	во всем	1	3
123	связи с	8	3
124	к себе	4	3
125	и он	4	3
126	она не	2	3
127	данном случае	1	3
128	это для	1	3
129	в образе	4	3
130	но мы	1	3
