N	3gram	Propp_Russ_1	Hudozhes
1	по отношению к	1	10
2	в отличие от	1	7
3	в том что	15	5
4	состоит в том	8	4
5	и того же	1	3
6	с точки зрения	3	3
7	одного и того	1	3
8	тем не менее	3	3
9	можно сказать что	1	3
10	что в основе	1	2
11	в таком случае	1	2
12	в противном случае	1	2
13	в равной степени	2	2
14	приводит к тому	1	2
15	в свою очередь	2	2
16	к тому что	4	2
17	что иное как	2	1
18	в е годы	2	1
19	может быть назван	1	1
20	иметь в виду	1	1
21	в виду что	1	1
22	подобно тому как	1	1
23	в настоящее время	3	1
24	былинах и в	1	1
25	точки зрения в	1	1
26	в этом случае	5	1
27	виду что в	1	1
28	можно говорить о	1	1
29	как это ни	1	1
30	в себе и	1	1
31	точно так же	1	1
32	значении этого слова	1	1
33	может быть и	2	1
34	тогда как в	1	1
35	в одном и	1	1
36	об этом так	1	1
37	в своего рода	1	1
38	в жизни человека	1	1
39	и том же	1	1
40	и потому что	2	1
41	и как бы	1	1
42	в связи с	4	1
43	по содержанию своему	1	1
44	так же как	1	1
45	и в том	1	1
46	в былинах и	1	1
47	в то время	1	1
48	о том что	4	1
49	между тем это	1	1
50	в этих случаях	1	1
51	как видно из	1	1
52	только о том	1	1
53	не что иное	2	1
54	одном и том	1	1
55	быть не может	1	1
56	как и в	1	1
