N	3gram	Tiupa_Lite_1	Myshleni
1	в том что	11	31
2	с точки зрения	2	11
3	с одной стороны	2	9
4	с другой стороны	1	8
5	в этом отношении	2	7
6	в самом деле	1	6
7	и того же	1	5
8	можно было бы	1	5
9	одного и того	1	5
10	с этой точки	3	4
11	и то что	2	4
12	этой точки зрения	3	4
13	и тем самым	2	4
14	на то что	1	4
15	состоит в том	5	3
16	между тем как	1	3
17	в равной мере	1	3
18	одним и тем	1	3
19	и тем же	1	3
20	во всяком случае	2	3
21	в связи с	4	3
22	о том что	2	3
23	в том числе	1	2
24	и не только	1	2
25	только в том	2	2
26	в отличие от	5	2
27	а с другой	1	2
28	в данном случае	4	2
29	все более и	1	2
30	в целом ряде	1	2
31	в свою очередь	1	2
32	никогда не бывает	1	2
33	более и более	1	2
34	подобно тому как	2	2
35	на том что	1	1
36	не в состоянии	1	1
37	а отнюдь не	1	1
38	чуть ли не	2	1
39	мы никогда не	1	1
40	прежде всего в	3	1
41	не говоря уже	2	1
42	на самом деле	1	1
43	как и во	1	1
44	решающую роль в	1	1
45	в зависимости от	1	1
46	на задний план	1	1
47	как это ни	1	1
48	по тому же	1	1
49	бы то ни	1	1
50	до сих пор	1	1
51	при этом не	1	1
52	и тому подобные	1	1
53	говоря уже о	1	1
54	не подлежит сомнению	1	1
55	то в чем	1	1
56	и в частности	1	1
57	то ни было	1	1
58	имел в виду	1	1
59	далеко не всегда	1	1
60	не только в	4	1
61	в целом но	2	1
62	а также и	1	1
63	как один из	1	1
64	мы имеем дело	1	1
65	к тому же	1	1
66	не может быть	1	1
67	едва ли не	1	1
68	при этом как	3	1
69	только то что	1	1
70	по отношению к	2	1
71	только в качестве	1	1
72	уже в первой	1	1
73	тем что в	1	1
74	ничего общего с	1	1
75	с самого начала	1	1
76	но все же	1	1
77	не только на	1	1
78	в каком отношении	1	1
79	тех или иных	1	1
80	тем не менее	2	1
81	и во всей	1	1
82	том что он	1	1
83	в основе этой	1	1
84	в том же	3	1
85	но по своей	1	1
