N	2gram	Bakhtin_Fr_2	Literetu
1	не только	17	24
2	при этом	5	19
3	в качестве	2	17
4	но и	13	17
5	в том	3	16
6	а не	1	16
7	в частности	1	15
8	том что	4	14
9	в году	13	13
10	может быть	5	13
11	и не	15	12
12	в этом	15	12
13	в своем	5	11
14	своего рода	1	11
15	прежде всего	19	11
16	такого рода	2	10
17	то что	6	10
18	в целом	1	8
19	не в	1	8
20	и в	49	8
21	только в	13	8
22	я не	1	7
23	как бы	11	7
24	в себе	4	7
25	не менее	1	7
26	в его	18	7
27	то есть	32	6
28	как и	11	6
29	точки зрения	6	6
30	и сам	1	6
31	того что	1	6
32	связи с	2	6
33	в жизни	4	6
34	на смену	1	6
35	xix века	2	6
36	одним из	2	5
37	то же	7	5
38	как в	1	5
39	в то	6	5
40	для себя	1	5
41	же время	6	5
42	же в	3	5
43	что он	3	5
44	уже в	5	5
45	не может	7	5
46	с этой	1	5
47	с его	5	5
48	в своей	5	4
49	еще не	2	4
50	но не	5	4
51	в этой	10	4
52	в художественном	2	4
53	все же	7	4
54	по преимуществу	2	4
55	перестает быть	2	4
56	в силу	1	4
57	лишь в	4	4
58	для этого	1	4
59	и его	17	4
60	никогда не	5	4
61	так и	6	4
62	еще в	2	4
63	в формах	2	4
64	из них	3	4
65	в конце	2	4
66	как раз	1	4
67	и т.п	11	4
68	в связи	2	4
69	это не	1	4
70	культуры в	1	4
71	в своих	4	4
72	например в	1	3
73	тех же	2	3
74	и есть	1	3
75	тем же	1	3
76	также и	3	3
77	по отношению	1	3
78	в самом	3	3
79	бы не	1	3
80	с их	6	3
81	же году	1	3
82	таким образом	7	3
83	той же	1	3
84	его в	1	3
85	далеко не	3	3
86	он и	1	3
87	несмотря на	3	3
88	не мог	1	3
89	художественного творчества	1	3
90	в их	2	3
91	но в	4	3
92	том же	1	3
93	дело в	1	3
94	одна из	4	3
95	в области	4	3
96	к себе	1	3
97	всего в	1	3
98	в виду	3	3
99	в пределах	2	3
100	одного из	2	3
101	нуждается в	2	3
102	один из	7	3
103	и прежде	2	3
104	потому что	1	3
105	одно из	1	3
106	у него	2	3
107	и даже	2	3
108	с другой	4	3
109	еще и	1	3
110	и др	9	3
111	не было	4	3
112	да и	3	3
113	жизни и	7	3
114	что в	2	3
115	а в	4	3
116	во всяком	2	3
117	человека и	3	2
118	и весьма	1	2
119	того же	1	2
120	и то	1	2
121	самом деле	1	2
122	к своей	1	2
123	должна быть	1	2
124	для своего	1	2
125	та же	2	2
126	в сущности	8	2
127	и самого	1	2
128	могло быть	1	2
129	относится к	5	2
130	целом но	1	2
131	только то	2	2
132	все эти	7	2
133	из этих	5	2
134	в нем	9	2
135	подобно тому	2	2
136	на этом	1	2
137	было бы	3	2
138	по мысли	1	2
139	для них	2	2
140	как сказано	1	2
141	всяком случае	2	2
142	с точки	5	2
143	даже в	3	2
144	освободиться от	1	2
145	вплоть до	2	2
146	xviii века	6	2
147	жизни на	1	2
148	этом отношении	3	2
149	могут быть	2	2
150	к тому	1	2
151	должен быть	1	2
152	в себя	6	2
153	сказано в	1	2
154	роль в	5	2
155	в мире	2	2
156	новых и	1	2
157	в другом	2	2
158	о том	3	2
159	с одной	3	2
160	хотя бы	1	2
161	только на	1	2
162	что не	1	2
163	так называемый	1	2
164	что для	3	2
165	для него	9	2
166	себе в	2	2
167	тем что	4	2
168	одной стороны	3	2
169	за пределы	2	2
170	нового времени	4	2
171	превращается в	3	2
172	из наиболее	2	2
173	не на	1	2
174	одну из	2	2
175	все более	1	2
176	он один	1	2
177	тому как	2	2
178	для понимания	2	2
179	своего времени	2	2
180	можно было	3	2
181	это уже	1	2
182	не является	1	2
183	в сферу	1	2
184	это как	1	2
185	которая в	1	2
186	все они	1	2
187	утверждал что	1	2
188	не есть	1	2
189	героя как	1	2
190	отношению к	1	2
191	ко всему	2	2
192	на это	1	2
193	по поводу	2	2
194	место не	1	1
195	этого романа	1	1
196	как известно	2	1
197	кто бы	1	1
198	этой фразы	1	1
199	достаточно вспомнить	1	1
200	его книге	1	1
201	на самом	2	1
202	художественных произведений	1	1
203	только потому	1	1
204	перед лицом	2	1
205	от античности	1	1
206	проникает в	1	1
207	оно было	1	1
208	осознана на	1	1
209	и этот	1	1
210	и за	2	1
211	несколько иной	1	1
212	с наукой	1	1
213	есть не	1	1
214	до него	2	1
215	но даже	2	1
216	и он	1	1
217	произведение и	1	1
218	в xix	3	1
219	он был	2	1
220	характерную для	1	1
221	в различных	1	1
222	в чем	1	1
223	глаза на	1	1
224	и последовательнее	1	1
225	всем его	1	1
226	отношение к	8	1
227	что они	2	1
228	один и	1	1
229	в центре	1	1
230	в одной	1	1
231	как к	2	1
232	пределах одной	2	1
233	более и	1	1
234	однако не	1	1
235	перед нами	1	1
236	земли все	1	1
237	мы можем	2	1
238	своих современников	1	1
239	и как	1	1
240	творчество самого	1	1
241	духа и	3	1
242	в противоположность	2	1
243	со своей	1	1
244	еще на	1	1
245	в которой	1	1
246	он в	1	1
247	в нашем	2	1
248	что к	1	1
249	и двух	1	1
250	традиция в	1	1
251	на то	2	1
252	вследствие этого	2	1
253	так сказать	1	1
254	строгой и	1	1
255	века к	1	1
256	по словам	2	1
257	он не	1	1
258	игра с	1	1
259	эту тему	1	1
260	ключ к	2	1
261	в понимании	2	1
262	в начале	5	1
263	и вот	3	1
264	почти исключительно	1	1
265	и дурных	1	1
266	и более	4	1
267	области художественной	1	1
268	в плане	3	1
269	и по	1	1
270	художественное творчество	1	1
271	так например	2	1
272	в борьбе	1	1
273	но все	4	1
274	значительной степени	2	1
275	этом последнем	1	1
276	в одну	2	1
277	а затем	3	1
278	культуры но	2	1
279	появление и	1	1
280	и с	6	1
281	из новых	1	1
282	а их	1	1
283	а по	1	1
284	большинстве случаев	1	1
285	знает что	1	1
286	некую духовную	1	1
287	сознания вследствие	1	1
288	с начала	1	1
289	в итоге	1	1
290	было место	1	1
291	в них	13	1
292	традиции однако	1	1
293	но лишь	1	1
294	в ее	3	1
295	мы имеем	1	1
296	с тем	1	1
297	не всегда	1	1
298	поэтому было	1	1
299	xviii веке	9	1
300	автора и	2	1
301	в один	1	1
302	который как	1	1
303	со всей	1	1
304	в эту	5	1
305	литература и	1	1
306	в этих	4	1
307	в г	3	1
308	места в	1	1
309	во второй	1	1
310	значительную роль	1	1
311	в отношении	2	1
312	характер это	1	1
313	году когда	1	1
314	в условиях	2	1
315	культуры можно	1	1
316	творчества и	1	1
317	если бы	1	1
318	нам для	2	1
319	вовсе не	10	1
320	в историческом	1	1
321	вполне допускает	1	1
322	случае в	1	1
323	литературы как	1	1
324	она не	1	1
325	иной раз	1	1
326	как о	1	1
327	тогда когда	1	1
328	текста и	1	1
329	во время	12	1
330	со свободой	3	1
331	не нуждается	1	1
332	под знаком	1	1
333	когда они	1	1
334	к тебе	1	1
335	в день	3	1
336	классицизма в	1	1
337	нового понимания	1	1
338	области художественного	1	1
339	от эпохи	1	1
340	в форму	1	1
341	а во	1	1
342	в наше	1	1
343	к концу	1	1
344	другой стороны	3	1
345	xix веке	3	1
346	для нас	1	1
347	с новой	1	1
348	он усматривает	1	1
349	о нем	1	1
350	только с	3	1
351	с другом	1	1
352	вот в	2	1
353	и другим	1	1
354	именно таков	1	1
355	жизни это	3	1
356	ад это	1	1
357	этого исторического	1	1
358	имеет место	1	1
359	существует только	1	1
360	году в	4	1
361	литературного творчества	1	1
362	значении в	1	1
363	как мы	7	1
364	веков но	1	1
365	средних веков	2	1
366	и от	1	1
367	так в	3	1
368	за счет	2	1
369	в произведении	2	1
370	с самого	1	1
371	культуры и	3	1
372	в дальнейшем	2	1
373	в произведение	1	1
374	предметом нашего	1	1
375	что может	1	1
376	на путь	1	1
377	они находились	1	1
378	а все	1	1
379	с этого	1	1
380	в эпоху	13	1
381	и произведение	1	1
382	с текстом	1	1
383	и здесь	1	1
384	не был	3	1
385	году и	1	1
386	люди с	1	1
387	и т.д	2	1
388	второй половине	1	1
389	в будущее	1	1
390	можно сказать	2	1
391	и который	1	1
392	в значительной	3	1
393	этими внутренними	1	1
394	подлежит сомнению	1	1
395	на основе	2	1
396	к нему	3	1
397	во всех	6	1
398	ее от	1	1
399	от восприятия	1	1
400	и во	4	1
401	и всякая	1	1
402	своего романа	2	1
403	монтень в	1	1
404	смертью и	2	1
405	во всей	1	1
406	этот последний	1	1
407	и других	3	1
408	наконец в	3	1
409	в художественной	1	1
410	интеллигенции и	1	1
411	вся жизнь	1	1
412	в литературе	6	1
413	но следует	1	1
414	тот же	5	1
415	одной из	2	1
416	в какой	1	1
417	как я	1	1
418	наше время	1	1
419	в литературу	1	1
420	мира во	1	1
421	литературе и	1	1
422	с самой	1	1
423	иной характер	1	1
424	со всеми	2	1
425	образов в	3	1
426	и у	1	1
427	самой жизни	1	1
428	в большинстве	1	1
429	борьбы с	1	1
430	эти и	1	1
431	вернуться к	1	1
432	постановку проблемы	1	1
433	в виде	1	1
434	кажется что	1	1
435	за ним	1	1
436	что будет	1	1
437	более ранние	1	1
438	пока не	1	1
439	это место	1	1
440	слова в	1	1
441	в котором	1	1
442	в одном	3	1
443	никто не	2	1
444	само собою	1	1
445	так как	6	1
446	не о	1	1
447	отдельного человека	1	1
448	от игры	1	1
449	бы это	1	1
450	особый язык	1	1
451	со всем	1	1
452	что и	1	1
453	выходит за	1	1
454	до сих	4	1
455	в обращении	1	1
456	нельзя сказать	2	1
457	именно в	6	1
458	стороны он	1	1
459	себя и	1	1
460	не делает	1	1
461	до конца	2	1
462	более того	1	1
463	человек в	2	1
464	к попыткам	1	1
465	он становится	1	1
466	только от	1	1
467	есть лишь	1	1
468	прямо на	1	1
469	мы знаем	1	1
470	если не	1	1
471	проникновения в	1	1
472	в xviii	9	1
473	в творчестве	6	1
474	эти слова	1	1
475	ни на	1	1
476	литературы для	1	1
477	в особенности	5	1
478	к своему	1	1
479	не знал	1	1
480	ему до	1	1
481	целом ряде	1	1
482	это были	1	1
483	и на	17	1
484	на эту	2	1
485	вокруг себя	2	1
486	по существу	2	1
487	сохраняется в	1	1
488	с ее	3	1
489	как например	1	1
490	и о	4	1
491	сих пор	4	1
492	о его	1	1
493	и единственного	1	1
494	природу и	2	1
495	общественной жизни	1	1
496	перед смертью	2	1
497	видят в	1	1
498	под названием	2	1
499	романа о	1	1
500	другом месте	2	1
501	и ему	1	1
502	из которых	1	1
503	не подлежит	2	1
504	основе этой	1	1
505	сознания и	2	1
