N	2gram	Propp_Isto_2	FransuaR
1	и в	15	45
2	и не	11	15
3	в этом	11	14
4	но в	6	14
5	не только	18	14
6	во всех	2	13
7	и его	3	13
8	в его	6	13
9	как бы	6	12
10	во время	2	12
11	что в	12	12
12	то же	10	11
13	в то	1	11
14	право на	3	10
15	в нем	7	10
16	и с	4	10
17	как и	2	10
18	в том	6	10
19	но и	14	10
20	прежде всего	5	10
21	в ней	4	8
22	таким образом	7	8
23	с миром	1	8
24	как мы	1	8
25	мира и	1	8
26	вовсе не	1	8
27	и др	4	8
28	так же	13	8
29	он был	3	7
30	с его	1	7
31	мы видели	2	7
32	том что	7	7
33	не в	7	7
34	потому что	9	7
35	что и	6	7
36	на мир	1	7
37	все это	3	7
38	здесь не	2	6
39	в этой	4	6
40	он не	8	6
41	всех этих	3	6
42	в них	1	6
43	того чтобы	2	6
44	связи с	8	6
45	так и	5	6
46	что он	24	6
47	так как	14	6
48	например в	2	5
49	самом деле	2	5
50	на самом	2	5
51	это и	1	5
52	с ее	2	5
53	и на	4	5
54	и как	1	5
55	и к	1	5
56	в себя	3	5
57	все эти	4	5
58	его в	10	5
59	с ним	1	5
60	мы видим	8	5
61	одной из	4	5
62	и их	2	5
63	в связи	5	5
64	не может	5	5
65	но это	4	5
66	на части	1	5
67	есть и	2	5
68	же как	5	4
69	в доме	3	4
70	мы уже	6	4
71	той же	2	4
72	его не	2	4
73	мы не	3	4
74	и о	1	4
75	в сущности	2	4
76	но не	2	4
77	эта связь	3	4
78	перед нами	2	4
79	кроме того	2	4
80	и питье	1	4
81	в самом	1	4
82	тому же	2	4
83	по своему	1	4
84	об этом	11	4
85	это было	1	4
86	не мог	3	4
87	в их	3	4
88	своего рода	1	4
89	у него	4	4
90	очень часто	4	4
91	и это	3	4
92	можно было	5	4
93	ничего не	7	4
94	и здесь	9	4
95	о том	3	4
96	и во	1	4
97	связаны с	1	4
98	только в	6	4
99	с этим	5	4
100	характерно что	1	4
101	здесь в	2	4
102	сказать что	2	4
103	а не	5	4
104	как это	3	4
105	все они	1	4
106	а также	2	4
107	а в	12	4
108	такой же	2	4
109	права и	1	3
110	почти всегда	1	3
111	хлеб и	1	3
112	но она	1	3
113	и он	1	3
114	форм в	1	3
115	из этих	3	3
116	как в	5	3
117	в одной	4	3
118	но его	2	3
119	как он	3	3
120	но на	1	3
121	что она	5	3
122	связанные с	1	3
123	связанных с	1	3
124	здесь нет	2	3
125	ни в	2	3
126	он и	3	3
127	до сих	6	3
128	нисколько не	2	3
129	в своей	1	3
130	этой связи	1	3
131	в которых	2	3
132	от его	1	3
133	не менее	1	3
134	но они	4	3
135	и пить	1	3
136	что на	1	3
137	тела и	1	3
138	своего отца	1	3
139	всего этого	1	3
140	в другом	9	3
141	часто в	2	3
142	этот момент	1	3
143	нуждается в	1	3
144	это не	2	3
145	именно в	2	3
146	того что	3	3
147	и прежде	1	3
148	и одновременно	1	3
149	для всех	1	3
150	в одном	5	3
151	но он	4	3
152	не было	2	3
153	на весь	1	3
154	о чем	1	3
155	там где	1	3
156	связь с	4	3
157	вместе с	7	3
158	в течение	1	3
159	по существу	2	3
160	сих пор	7	3
161	и для	2	3
162	на небе	1	3
163	и другие	4	3
164	и наиболее	1	2
165	можно говорить	1	2
166	в этот	1	2
167	и есть	5	2
168	почти не	1	2
169	не хочет	1	2
170	из его	1	2
171	и за	1	2
172	из своих	1	2
173	представлением о	1	2
174	говорить о	1	2
175	в целом	1	2
176	это время	1	2
177	к самым	1	2
178	в сторону	1	2
179	отличие от	1	2
180	из важнейших	1	2
181	в истории	1	2
182	все же	9	2
183	кто не	1	2
184	когда он	3	2
185	и наконец	5	2
186	от этого	1	2
187	не будем	4	2
188	что это	6	2
189	он в	3	2
190	еще один	1	2
191	им в	1	2
192	роль в	3	2
193	и если	2	2
194	при этом	4	2
195	оно было	1	2
196	он должен	2	2
197	и связанные	1	2
198	но дело	1	2
199	так например	1	2
200	мы слышим	1	2
201	с которой	2	2
202	было бы	5	2
203	но их	1	2
204	смерть и	1	2
205	для них	1	2
206	она и	2	2
207	с тем	9	2
208	несмотря на	1	2
209	одно из	2	2
210	не столько	2	2
211	нельзя было	1	2
212	но эта	1	2
213	даже в	1	2
214	вплоть до	1	2
215	что эта	2	2
216	на котором	2	2
217	на него	5	2
218	к ней	2	2
219	видим что	5	2
220	они и	1	2
221	с другом	1	2
222	не могут	1	2
223	к тому	5	2
224	игра в	1	2
225	должен быть	1	2
226	если мы	1	2
227	говорили что	2	2
228	так в	3	2
229	и что	6	2
230	том как	1	2
231	другом месте	2	2
232	к нему	5	2
233	переходит в	1	2
234	в свете	2	2
235	и она	3	2
236	происходит в	2	2
237	она дает	2	2
238	всякого рода	1	2
239	жизни она	1	2
240	это очень	1	2
241	напоминает нам	1	2
242	здесь с	1	2
243	в эти	1	2
244	в качестве	3	2
245	на столе	2	2
246	роль и	1	2
247	у нее	4	2
248	мы можем	8	2
249	может быть	17	2
250	заметить что	2	2
251	тут же	2	2
252	и только	2	2
253	в особенности	2	2
254	не подлежит	1	2
255	а именно	3	2
256	в отличие	1	2
257	мы еще	1	2
258	себя и	2	2
259	превращается в	2	2
260	один из	8	2
261	в одно	1	2
262	она говорит	1	2
263	в городе	1	2
264	в пределах	1	2
265	во все	1	2
266	друг с	1	2
267	только для	1	2
268	это явление	2	2
269	под названием	2	2
270	в эту	2	2
271	чтобы его	1	2
272	хотя бы	2	2
273	в системе	2	2
274	то что	12	2
275	к этому	1	2
276	также что	2	1
277	случае обряд	1	1
278	связана с	6	1
279	века но	1	1
280	он может	1	1
281	свою жену	1	1
282	она все	1	1
283	не имеют	1	1
284	и этот	1	1
285	нечто что	1	1
286	по его	1	1
287	которыми он	1	1
288	даже сама	1	1
289	в несколько	1	1
290	а как	1	1
291	полагает что	1	1
292	есть не	1	1
293	здесь о	1	1
294	большую роль	1	1
295	с радостью	1	1
296	то это	6	1
297	не совсем	3	1
298	похожи на	1	1
299	но чем	1	1
300	время в	1	1
301	есть такие	1	1
302	тем как	1	1
303	то мы	2	1
304	видели что	3	1
305	могло быть	1	1
306	но как	1	1
307	нельзя понимать	1	1
308	не все	2	1
309	по отношению	3	1
310	собраны все	1	1
311	мы назвали	1	1
312	не просто	2	1
313	друг от	1	1
314	своего сына	1	1
315	что они	10	1
316	они действительно	1	1
317	нечто вроде	1	1
318	конечно совершенно	1	1
319	характер и	1	1
320	тем больше	1	1
321	масла и	1	1
322	другой день	1	1
323	его на	2	1
324	его со	1	1
325	века и	1	1
326	и где	1	1
327	власть и	1	1
328	берет его	1	1
329	в сопровождении	1	1
330	что по	1	1
331	он на	1	1
332	всей своей	1	1
333	одном случае	2	1
334	следующей главе	1	1
335	в себе	4	1
336	другом случае	1	1
337	мы обратимся	1	1
338	потому она	1	1
339	на то	3	1
340	человек не	1	1
341	так сказать	2	1
342	он все	1	1
343	xix века	1	1
344	никакому сомнению	1	1
345	на земле	1	1
346	главная часть	1	1
347	но вместе	1	1
348	одной и	1	1
349	и по	2	1
350	сообщает что	1	1
351	в нее	2	1
352	в основу	1	1
353	но все	5	1
354	человека в	2	1
355	как оно	1	1
356	а затем	2	1
357	он знал	2	1
358	здесь он	1	1
359	и внутренняя	1	1
360	них не	1	1
361	момент и	1	1
362	на этой	2	1
363	по-видимому он	1	1
