N	3gram	Tiupa_Vved_1	Problemy
1	не может быть	3	8
2	в пределах одного	1	6
3	по отношению к	7	5
4	то же время	3	5
5	в то же	4	5
6	в том числе	1	4
7	то есть в	1	4
8	более или менее	2	3
9	в отличие от	2	3
10	как мы увидим	1	3
11	том числе и	1	3
12	с другой стороны	1	3
13	как бы в	1	3
14	чужого слова в	1	3
15	как и в	2	3
16	хотя и не	1	2
17	по своей природе	2	2
18	большей или меньшей	1	2
19	в этом смысле	1	2
20	сами по себе	1	2
21	но и в	2	2
22	можно было бы	2	2
23	в том что	3	2
24	как если бы	1	2
25	друг на друга	1	2
26	о том что	4	2
27	с оглядкой на	1	2
28	можно сказать что	1	2
29	той или иной	2	2
30	в этих случаях	2	2
31	во всех его	1	2
32	если бы он	1	1
33	а не к	1	1
34	иначе обстоит дело	1	1
35	в той или	1	1
36	и в жизни	2	1
37	прежде всего на	1	1
38	в этом последнем	1	1
39	в котором он	1	1
40	не сводятся к	1	1
41	те же самые	1	1
42	границы между ними	1	1
43	в том же	1	1
44	в этом случае	1	1
45	одной стороны и	1	1
46	и если мы	1	1
47	с установкой на	2	1
48	не было и	1	1
49	такие определения как	1	1
50	и в то	1	1
51	от первого лица	1	1
52	ему показалось что	2	1
53	остается за пределами	1	1
54	в значительной степени	1	1
55	осмысления и оценки	1	1
56	в том или	1	1
57	пространство и время	1	1
58	в данном случае	6	1
59	с одной стороны	5	1
60	дистанцию по отношению	1	1
61	но при этом	2	1
62	не входит в	1	1
63	то что мы	1	1
64	в нем не	1	1
65	все же не	1	1
66	в связи с	1	1
67	потому что она	1	1
68	на фоне его	1	1
69	а не как	1	1
70	не исключает возможности	1	1
71	к тому же	4	1
72	во всяком случае	1	1
73	но только в	1	1
74	во втором эпизоде	1	1
75	перед нами два	1	1
76	в произведении и	1	1
77	вместо того чтобы	1	1
78	было и не	1	1
79	жизни то есть	1	1
80	как бы не	1	1
81	не могло быть	1	1
82	и т.п в	1	1
83	не только в	2	1
84	но в этом	1	1
85	в одном высказывании	1	1
86	отношению к ним	1	1
87	но именно поэтому	1	1
88	друг от друга	1	1
89	точка зрения как	1	1
90	времени и пространства	1	1
91	в высшей степени	2	1
92	героя и героини	1	1
93	и не могло	1	1
