N	3gram	Medvedev_F_1	Problema
1	с точки зрения	13	8
2	в том что	1	8
3	в связи с	2	7
4	тем не менее	1	5
5	с другой стороны	1	5
6	в настоящее время	10	3
7	в этом смысле	1	3
8	на первом плане	1	3
9	вместе с тем	1	3
10	и в частности	2	3
11	с одной стороны	4	3
12	в новое время	1	3
13	по отношению к	4	2
14	но даже и	1	2
15	в том числе	1	2
16	до сих пор	6	2
17	бы то ни	3	2
18	но и в	1	2
19	и не в	2	2
20	в это время	1	2
21	в данном случае	1	2
22	не может быть	5	2
23	во всяком случае	4	2
24	но все же	1	2
25	тех или иных	1	2
26	бы ни были	2	1
27	все в нем	1	1
28	во что бы	2	1
29	не говоря уже	1	1
30	на самом деле	6	1
31	в своей работе	2	1
32	в нем и	2	1
33	как раз и	1	1
34	как мы увидим	2	1
35	между тем как	1	1
36	в этом отношении	1	1
37	по аналогии с	3	1
38	том числе и	1	1
39	и все в	1	1
40	все же в	1	1
41	с этой стороны	1	1
42	положительное отношение к	1	1
43	говоря уже о	1	1
44	с этой точки	1	1
45	что бы то	2	1
46	но в то	2	1
47	то ни было	1	1
48	состоит в том	1	1
49	а также и	1	1
50	то ни стало	2	1
51	и в этом	2	1
52	и как бы	1	1
53	так или иначе	1	1
54	эту идею в	1	1
55	а вовсе не	2	1
56	и в том	1	1
57	этой точки зрения	1	1
58	и если в	1	1
59	но он глубоко	1	1
60	то же время	8	1
61	и притом в	1	1
62	от того что	1	1
63	так и в	4	1
64	связи с этим	2	1
65	с самого начала	1	1
66	и до сих	1	1
67	хотя бы в	1	1
68	не менее в	1	1
69	значимость всю свою	1	1
70	в большинстве случаев	2	1
71	нет у нас	1	1
72	в то же	8	1
73	сама по себе	2	1
74	в предисловии к	1	1
75	и т д	8	1
76	должно было бы	1	1
