N	3gram	Propp_Isto_3	Komedia
1	к тому же	2	10
2	в том что	5	5
3	вместе с тем	1	4
4	о том что	2	4
5	и столь же	1	3
6	по отношению к	2	3
7	в том числе	1	3
8	так или иначе	1	3
9	в связи с	3	3
10	в то время	2	3
11	до сих пор	5	2
12	то время как	2	2
13	с одной стороны	2	2
14	во всяком случае	2	2
15	независимо от того	1	2
16	берет на себя	1	2
17	после того как	1	2
18	можно было бы	1	2
19	друг с другом	1	2
20	что и в	2	2
21	должны были бы	1	1
22	не означает что	1	1
23	иначе обстоит дело	1	1
24	в этом стремлении	1	1
25	следующим образом на	1	1
26	мы имеем дело	1	1
27	что у нее	1	1
28	с этим же	1	1
29	в соответствии с	1	1
30	с точки зрения	1	1
31	сих пор не	1	1
32	с самого начала	1	1
33	еще тем что	1	1
34	о том чтобы	1	1
35	но и в	1	1
36	что в нем	1	1
37	но и здесь	1	1
38	точно так же	2	1
39	согласии с этим	1	1
40	и не всегда	1	1
41	по этому вопросу	1	1
42	в чем же	1	1
43	обстоит дело с	1	1
44	имеем дело с	1	1
45	этим объясняется что	1	1
46	выйти замуж за	1	1
47	с другой стороны	7	1
48	таким образом и	2	1
49	и в том	1	1
50	не может быть	1	1
51	о чем говорилось	1	1
52	на столе и	1	1
53	только в связи	2	1
54	в тех случаях	1	1
55	то обстоятельство что	1	1
56	в соединении с	1	1
57	в свою очередь	1	1
58	не только в	1	1
59	но в этом	1	1
60	но все же	2	1
61	друг от друга	1	1
62	тех случаях когда	1	1
63	в большинстве случаев	1	1
64	тем не менее	5	1
65	как мы видели	5	1
66	в дом и	1	1
