N	2gram	Tiupa_Anal_2	Myshleni
1	то что	7	26
2	в этом	18	25
3	потому что	1	21
4	таким образом	2	19
5	точки зрения	4	18
6	в том	12	18
7	не может	4	18
8	не только	16	16
9	и в	16	16
10	того что	2	16
11	так как	1	16
12	что в	2	16
13	том что	12	15
14	так же	2	15
15	в сущности	4	13
16	сказать что	2	13
17	по отношению	4	12
18	в ходе	4	12
19	и что	1	12
20	и не	12	12
21	отношению к	4	12
22	из того	1	11
23	в его	2	11
24	но не	4	10
25	в силу	1	10
26	было бы	3	10
27	как мы	3	10
28	только в	4	10
29	а не	10	10
30	с точки	2	9
31	в отношении	1	9
32	может быть	6	9
33	то же	4	8
34	в известном	1	8
35	как и	14	8
36	если бы	3	8
37	тем самым	4	8
38	о том	7	8
39	он не	2	8
40	как это	6	8
41	мы должны	1	8
42	того же	4	7
43	переход от	1	7
44	представляет собой	8	7
45	внутренней речи	4	7
46	в нем	1	7
47	по себе	2	7
48	приводит к	3	7
49	так и	15	7
50	мы могли	1	7
51	известном смысле	1	7
52	с другом	1	7
53	друг с	1	7
54	и на	6	6
55	но в	6	6
56	в этой	9	6
57	как он	1	6
58	состоит в	8	6
59	в другом	1	6
60	но если	1	6
61	не в	4	6
62	речи в	2	6
63	что все	2	6
64	языка и	2	6
65	этот вопрос	1	6
66	у него	4	6
67	но и	12	6
68	речи и	2	6
69	в какой	1	6
70	к тому	7	6
71	в такой	1	5
72	мере в	1	5
73	как в	4	5
74	в своем	4	5
75	в которой	1	5
76	тому что	1	5
77	с ним	2	5
78	что с	2	5
79	в то	2	5
80	тогда когда	1	5
81	никогда не	3	5
82	ничего не	9	5
83	этом отношении	3	5
84	можно было	3	5
85	на вопрос	1	5
86	но мы	1	5
87	можно сказать	4	5
88	заключается в	1	5
89	тот же	1	5
90	хотя бы	1	5
91	для него	4	5
92	тем что	3	5
93	как бы	10	5
94	не является	1	5
95	еще более	2	5
96	только что	1	5
97	не знает	3	5
98	как известно	1	4
99	и то	3	4
100	отношений в	1	4
101	той же	2	4
102	за пределы	4	4
103	сама по	1	4
104	в самом	6	4
105	все эти	1	4
106	с их	2	4
107	вообще не	2	4
108	при этом	10	4
109	подобно тому	3	4
110	и по	1	4
111	это не	1	4
112	такой же	1	4
113	и другое	1	4
114	мышления и	1	4
115	не имеет	2	4
116	казалось бы	3	4
117	могут быть	10	4
118	же самое	1	4
119	не есть	2	4
120	в пределах	9	4
121	еще не	2	4
122	и т.д	3	4
123	не означает	1	4
124	в качестве	11	4
125	так что	3	4
126	и их	2	4
127	с другой	6	4
128	именно в	3	4
129	на этот	2	4
130	зависит от	1	4
131	вместе с	2	4
132	тому как	3	4
133	в состоянии	2	4
134	далеко за	1	4
135	с этой	1	4
136	что сознание	1	4
137	в целом	8	4
138	мы видим	1	4
139	в результате	3	4
140	бы в	3	4
141	тем более	1	4
142	в системе	1	4
143	в свою	1	4
144	по одному	1	4
145	речи как	1	4
146	этой точки	1	4
147	самом деле	1	3
148	между двумя	4	3
149	в первом	1	3
150	отношения между	1	3
151	говорить о	6	3
152	частный случай	1	3
153	внимание и	1	3
154	ответ на	3	3
155	как уже	3	3
156	и как	1	3
157	в действительности	3	3
158	он в	4	3
159	и тот	1	3
160	означает в	1	3
161	на этом	4	3
162	выходит далеко	1	3
163	и тем	4	3
164	в этих	2	3
165	таким же	1	3
166	в их	3	3
