N	2gram	Tiupa_Hudo_1	RusskieA
1	и в	14	36
2	а а	2	25
3	не только	12	22
4	том что	16	19
5	что в	6	19
6	в том	12	17
7	т е	4	17
8	но и	5	16
9	и п	1	16
10	так как	1	15
11	и м	2	14
12	и другие	1	13
13	xix в	4	13
14	в этом	11	12
15	на святках	4	11
16	и т	11	10
17	в xix	1	10
18	и на	3	10
19	в этот	1	10
20	это не	7	10
21	как и	9	10
22	как мы	3	10
23	потому что	5	10
24	т д	3	9
25	об этом	5	9
26	а в	7	9
27	состоит в	2	8
28	и по	3	8
29	с тем	1	8
30	о том	12	8
31	один из	4	8
32	из них	4	8
33	может быть	5	8
34	как это	1	8
35	что они	1	7
36	так и	13	7
37	между тем	8	7
38	представляют собой	2	7
39	мы не	2	6
40	при этом	12	6
41	рождества христова	1	6
42	видно что	2	6
43	не имеет	2	6
44	это делалось	1	6
45	уже не	7	6
46	и не	2	6
47	все это	2	6
48	для нас	1	6
49	будто бы	3	6
50	то что	8	6
51	а и	2	5
52	как в	8	5
53	все же	3	5
54	во многих	1	5
55	в которых	1	5
56	как будто	4	5
57	там же	2	5
58	с ними	2	5
59	и у	1	5
60	одно из	1	5
61	первый день	1	5
62	как бы	7	5
63	н а	2	5
64	в первый	2	4
65	еще не	7	4
66	во всех	1	4
67	входит в	1	4
68	в г	1	4
69	из этих	1	4
70	в их	2	4
71	что этот	1	4
72	тому что	4	4
73	вплоть до	1	4
74	одна из	2	4
75	связи с	4	4
76	что на	2	4
77	к тому	7	4
78	м е	1	4
79	так в	2	4
80	еще в	3	4
81	и что	2	4
82	тем что	3	4
83	а с	2	4
84	и др	1	4
85	и а	5	4
86	того что	4	4
87	но это	1	4
88	в связи	3	4
89	как уже	1	4
90	не может	7	4
91	только в	5	4
92	их и	1	3
93	как правило	6	3
94	своего рода	7	3
95	если в	2	3
96	в своем	4	3
97	на этом	3	3
98	то же	9	3
99	но все	1	3
100	для них	1	3
101	он же	1	3
102	далеко не	1	3
103	несмотря на	4	3
104	в москве	1	3
105	в этих	5	3
106	точки зрения	5	3
107	таким же	1	3
108	с точки	3	3
109	она в	3	3
110	тем не	4	3
111	но они	1	3
112	их в	1	3
113	не менее	5	3
114	ничего не	8	3
115	и другой	1	3
116	в поле	1	3
117	говорится что	1	3
118	приводит к	3	3
119	к жизни	5	3
120	а также	3	3
121	также в	2	3
122	как например	1	3
123	в качестве	9	3
124	только на	2	3
125	слова в	2	3
126	в одном	1	3
127	и из	1	3
128	о чем	1	3
129	пишет в	1	3
130	в это	2	3
131	не будем	1	3
132	на других	1	3
133	в целях	1	3
134	и к	4	3
135	в свою	1	3
136	как известно	1	2
137	можно говорить	1	2
138	например в	2	2
139	к другому	4	2
140	на тех	3	2
141	но она	1	2
142	это время	1	2
143	в ней	4	2
144	на самом	2	2
145	но не	3	2
146	обстояло дело	1	2
147	к слову	1	2
148	тогда как	7	2
149	в е	2	2
150	древней руси	1	2
151	отнюдь не	3	2
152	как по	2	2
153	что именно	1	2
154	с этим	3	2
155	хотя и	2	2
156	и как	1	2
157	но в	5	2
158	та же	4	2
159	в целом	2	2
160	все эти	3	2
161	в дальнейшем	1	2
162	и до	1	2
163	как он	2	2
164	и всей	1	2
165	что она	4	2
166	в нем	3	2
167	всех этих	1	2
168	чем у	1	2
169	в силу	1	2
170	его от	1	2
171	же не	1	2
172	главным образом	1	2
173	и с	4	2
174	на этой	1	2
175	в жизни	1	2
176	говорится о	2	2
177	такой же	3	2
178	с праздником	1	2
179	и более	1	2
180	этой работы	1	2
181	нас к	1	2
182	как можно	1	2
183	она не	4	2
184	у него	9	2
185	в москву	1	2
186	именно с	1	2
187	могут быть	1	2
188	ничего общего	1	2
189	свою очередь	1	2
190	в в	1	2
191	что у	3	2
192	в образе	1	2
193	с ним	4	2
194	означает что	1	2
195	находится в	1	2
196	и поэтому	2	2
197	говорилось о	1	2
198	в его	8	2
199	не случайно	7	2
200	только у	1	2
201	в какой	1	2
202	их не	1	2
203	так что	2	2
204	его и	1	2
205	не означает	2	2
206	в прошлом	1	2
207	тут же	1	2
208	не было	4	2
209	в особенности	1	2
210	себя и	2	2
211	равной степени	1	2
212	до конца	2	2
213	не на	1	2
214	так обстояло	1	2
215	а не	12	2
216	воздействовать на	1	2
217	в частности	5	2
218	в равной	3	2
219	и потому	2	2
220	там где	1	2
221	только для	2	2
222	между прочим	1	2
223	и для	3	2
224	когда он	1	2
225	интерес к	5	2
226	и н	4	2
227	мы должны	1	2
228	а п	10	2
