N	2gram	Bakhtin_Fr_5	Tvorches
1	и в	45	20
2	в году	3	16
3	в романе	11	15
4	не только	14	13
5	никогда не	1	11
6	как бы	12	11
7	таким образом	8	10
8	в то	11	10
9	в его	13	10
10	и его	13	9
11	и не	15	9
12	при этом	2	8
13	и с	10	8
14	в том	10	8
15	может быть	2	8
16	в этом	14	8
17	прежде всего	10	8
18	но и	10	8
19	то же	11	7
20	это не	3	7
21	же время	9	7
22	потому что	7	7
23	не может	5	7
24	xix века	1	7
25	что в	12	7
26	в целом	2	6
27	как и	10	6
28	в своей	3	6
29	что он	6	6
30	так и	6	6
31	в конце	7	6
32	у него	4	6
33	именно в	3	6
34	а не	4	6
35	все это	7	6
36	например в	5	5
37	еще не	1	5
38	и на	5	5
39	но не	4	5
40	все же	2	5
41	в этой	6	5
42	и сам	1	5
43	в мире	1	5
44	то есть	25	5
45	о том	4	5
46	и даже	4	5
47	но это	5	5
48	так же	8	5
49	мы не	4	4
50	все эти	5	4
51	что они	1	4
52	как в	3	4
53	хотя и	5	4
54	когда он	2	4
55	но в	14	4
56	не в	7	4
57	в дальнейшем	1	4
58	на его	1	4
59	что она	3	4
60	первой части	4	4
61	что у	1	4
62	об этом	4	4
63	на стороне	1	4
64	если бы	1	4
65	первая часть	2	4
66	ничего не	4	4
67	в духе	2	4
68	в известной	2	4
69	в чем	2	4
70	в лице	1	4
71	мы видим	5	4
72	в душе	1	4
73	а в	4	4
74	если не	1	4
75	и потому	1	4
76	и от	4	4
77	том что	7	4
78	одним из	5	3
79	же как	4	3
80	и отчасти	2	3
81	и через	1	3
82	по отношению	1	3
83	в одной	3	3
84	о жизни	1	3
85	это был	1	3
86	отношению к	1	3
87	в себе	1	3
88	в нем	10	3
89	он не	6	3
90	в образе	1	3
91	так например	2	3
92	человека в	1	3
93	а затем	1	3
94	традиции и	1	3
95	его в	5	3
96	и мы	1	3
97	но уже	1	3
98	в самом	4	3
99	в котором	1	3
100	в их	4	3
101	в которых	3	3
102	своего рода	4	3
103	тем что	1	3
104	одна из	1	3
105	казалось бы	1	3
106	и это	4	3
107	с ним	5	3
108	до сих	3	3
109	между тем	2	3
110	в начале	2	3
111	рассказывает о	1	3
112	для него	3	3
113	в современном	1	3
114	у нее	2	3
115	так как	6	3
116	то что	2	3
117	как у	1	3
118	и др	8	3
119	что не	1	3
120	превращается в	2	3
121	в свете	2	3
122	вместе с	3	3
123	характера и	1	3
124	несколько раз	1	3
125	главного героя	1	3
126	сих пор	3	3
127	один из	2	3
128	но зато	1	3
129	жизни в	2	3
130	одной из	5	3
131	к этому	2	3
132	в таком	1	3
133	неотделима от	1	2
134	самом деле	5	2
135	и есть	2	2
136	говорить о	2	2
137	со своими	1	2
138	и он	3	2
139	с народом	1	2
140	они имеют	1	2
141	тут же	2	2
142	нет и	2	2
143	в истории	2	2
144	и поэтому	1	2
145	и наконец	2	2
146	имеет в	1	2
147	в этот	2	2
148	но эта	2	2
149	бы не	1	2
150	тому же	4	2
151	так сказать	1	2
152	и если	2	2
153	а скорее	1	2
154	лице ее	1	2
155	характер в	1	2
156	и по	1	2
157	том же	2	2
158	известно что	1	2
159	такой же	4	2
160	и еще	1	2
161	не столько	2	2
162	в отличие	2	2
163	что я	1	2
164	права на	2	2
165	точку зрения	2	2
166	их в	1	2
167	не могли	1	2
168	что этот	1	2
169	между людьми	1	2
170	не менее	3	2
171	на него	2	2
172	в процессе	1	2
173	он еще	1	2
174	на землю	1	2
175	что на	3	2
176	у нас	1	2
177	более не	1	2
178	так в	2	2
179	приводит к	1	2
180	роль в	2	2
181	глубже в	1	2
182	известной мере	2	2
183	его времени	1	2
184	и что	2	2
185	в честь	1	2
186	и только	2	2
187	в ту	2	2
188	к которому	1	2
189	не случайно	1	2
190	всякого рода	2	2
191	с ними	1	2
192	только в	4	2
193	в стороне	1	2
194	и ее	1	2
195	себя в	1	2
196	и у	5	2
197	в виде	1	2
198	на ней	1	2
199	из них	1	2
200	его и	1	2
201	в одном	3	2
202	вовсе не	8	2
203	друг друга	1	2
204	отличие от	2	2
205	рядом с	2	2
206	не было	3	2
207	на этот	3	2
208	и вообще	2	2
209	в частности	1	2
210	начиная с	2	2
211	к жизни	1	2
212	в первой	4	2
213	человеческой культуры	2	2
214	только для	2	2
215	более того	1	2
216	это уже	1	2
217	себя на	1	2
218	в основе	4	2
219	связь с	3	2
220	и без	2	2
221	из этого	1	2
222	включает в	1	2
223	но эти	1	2
224	во всяком	1	2
225	с новыми	1	1
226	вряд ли	1	1
227	ту же	2	1
228	можно говорить	2	1
229	повторяются в	1	1
230	как добрые	1	1
231	связана с	1	1
232	не остается	1	1
233	на другой	1	1
234	это и	5	1
235	свою жену	1	1
236	мы говорим	1	1
237	из его	2	1
238	почти всегда	3	1
239	сам автор	1	1
240	в доме	4	1
241	века в	3	1
242	и за	2	1
243	всех и	4	1
244	мы уже	4	1
245	той же	4	1
246	г в	1	1
247	нашу мысль	1	1
248	и тут	1	1
249	что уже	1	1
250	большую роль	1	1
251	из своих	2	1
252	о будущем	1	1
253	со смертью	1	1
254	не была	1	1
255	христа на	1	1
256	как я	1	1
257	то это	1	1
258	свою очередь	1	1
259	он был	7	1
260	ту эпоху	1	1
261	это действительно	1	1
262	с его	7	1
263	во всех	13	1
264	связи между	1	1
265	но как	1	1
266	почти до	1	1
267	не все	1	1
268	если в	2	1
269	менее всего	3	1
270	в жизни	1	1
271	в наиболее	2	1
272	значение имеет	1	1
273	это самое	1	1
274	чем же	4	1
275	сама жизнь	1	1
276	другой день	1	1
277	в рамках	1	1
278	общего с	1	1
279	с этим	4	1
280	перед нами	4	1
281	романа но	1	1
282	от января	1	1
283	и как	5	1
284	от народной	1	1
285	реальные исторические	1	1
286	и к	5	1
287	криками по	1	1
288	и детей	1	1
289	сливается с	1	1
290	что это	2	1
291	как некий	1	1
292	говорили что	2	1
293	за это	1	1
294	из этих	3	1
295	его а	1	1
296	что автор	1	1
297	он начинает	1	1
298	нами в	1	1
299	нет почти	2	1
300	и до	2	1
301	но его	3	1
302	очень важно	2	1
303	на то	1	1
304	это связано	1	1
305	мысли и	6	1
306	он ни	1	1
307	о которой	1	1
308	народ не	1	1
309	и вот	3	1
310	можно было	4	1
311	жить в	1	1
312	в каждом	2	1
313	свободой и	1	1
314	что все	2	1
315	значение в	1	1
316	имеет у	1	1
317	об этой	3	1
318	особую главу	1	1
319	в будущее	2	1
320	было бы	2	1
321	должен был	1	1
322	ни в	3	1
323	для них	2	1
324	из нее	1	1
325	вводит в	1	1
326	в них	6	1
327	тот самый	1	1
328	несмотря на	2	1
329	мы видели	7	1
330	жизни но	1	1
331	мы знаем	1	1
332	в церкви	2	1
333	потому и	1	1
334	все произведение	1	1
335	их на	1	1
336	не мог	4	1
337	в эту	2	1
338	в г	2	1
339	во время	12	1
340	в ходе	1	1
341	этой связи	3	1
342	интерес и	1	1
343	оказывается для	1	1
344	слабого и	1	1
345	ясной и	1	1
346	он дает	1	1
347	и народного	1	1
348	признать что	1	1
349	и о	4	1
350	должны были	1	1
351	из области	2	1
352	это довольно	1	1
353	в поэме	1	1
354	мистера пиквика	1	1
355	но он	3	1
356	была не	1	1
357	и более	1	1
358	любовь к	1	1
359	даже в	2	1
