N	2gram	Propp_Isto_5	VelikijI
1	и не	11	20
2	и в	25	16
3	так как	11	9
4	то что	7	9
5	еще не	8	8
6	в истории	4	8
7	что они	1	7
8	а не	2	7
9	и потому	2	7
10	человека и	2	6
11	на себя	3	5
12	но и	13	5
13	того что	2	5
14	все это	4	5
15	что есть	1	5
16	как бы	2	5
17	и есть	1	4
18	в образе	5	4
19	в его	12	4
20	нет у	1	4
21	и я	1	4
22	в этом	10	4
23	что он	22	4
24	потому что	7	4
25	в нем	7	4
26	что все	4	4
27	что не	1	4
28	как и	7	4
29	что мы	2	4
30	в котором	1	4
31	в ней	5	4
32	и все	3	4
33	все что	1	4
34	от этого	4	3
35	и что	8	3
36	должна быть	1	3
37	людей он	1	3
38	хотя бы	1	3
39	то это	3	3
40	во всех	2	3
41	мы же	1	3
42	что и	6	3
43	в том	6	3
44	тот же	1	3
45	но в	1	3
46	все эти	8	3
47	и они	2	3
48	за ним	4	3
49	они в	1	3
50	в конце	1	3
51	их в	3	3
52	в своей	2	3
53	и мы	2	3
54	в жизни	1	3
55	не было	1	3
56	если не	4	3
57	в этих	6	3
58	нет ничего	1	3
59	что во	2	3
60	всех людей	3	3
61	не в	6	3
62	но это	7	3
63	не имеет	1	3
64	никогда не	3	3
65	их от	1	3
66	превращается в	7	3
67	и для	2	3
68	к тому	1	3
69	жизни и	2	3
70	что в	8	3
71	оно не	1	3
72	и это	4	2
73	того чтобы	3	2
74	но мы	3	2
75	по которым	2	2
76	это мы	1	2
77	и сам	2	2
78	и т	20	2
79	его не	3	2
80	мы не	5	2
81	что от	2	2
82	с ним	4	2
83	мы это	1	2
84	ее и	3	2
85	я думаю	1	2
86	вслед за	1	2
87	его к	3	2
88	только в	7	2
89	в себя	3	2
90	конечно не	1	2
91	уже не	11	2
92	не только	13	2
93	вера в	1	2
94	его и	2	2
95	превращаются в	2	2
96	не так	1	2
97	для него	1	2
98	тем что	10	2
99	на том	3	2
100	ценности и	1	2
101	это не	6	2
102	т д	18	2
103	а с	1	2
104	прежде всего	6	2
105	люди не	1	2
106	с тем	8	2
107	мы и	2	2
108	один из	2	2
109	и тогда	1	2
110	теперь только	1	2
111	одна из	2	2
112	так много	1	2
113	том что	8	2
114	тот кто	7	2
115	для нас	5	2
116	от него	1	2
117	в форме	3	2
118	они и	1	2
119	ее в	2	2
120	есть уже	1	2
121	а в	3	2
122	но не	5	2
123	могут быть	6	2
124	чтобы сделать	1	2
125	во всяком	1	2
126	совсем как	1	1
127	как мы	5	1
128	в виду	1	1
129	пусть не	1	1
130	в сердце	1	1
131	в ее	4	1
132	на вершине	1	1
133	же теперь	1	1
134	и говорит	1	1
135	том свете	1	1
136	роль в	2	1
137	не имеют	1	1
138	то же	4	1
139	и могут	1	1
140	это он	1	1
141	живет в	5	1
142	ней мы	1	1
143	это только	1	1
144	что уже	1	1
145	вопрос о	2	1
146	основана на	1	1
147	составные части	1	1
148	те которых	1	1
149	и вообще	3	1
150	животное и	1	1
151	нас это	1	1
152	находится в	2	1
153	говорят что	1	1
154	я не	1	1
155	и начало	1	1
156	и ее	1	1
157	не был	1	1
158	же что	1	1
159	зависимости от	1	1
160	меня в	2	1
161	думаю что	1	1
162	в их	1	1
163	и на	8	1
164	после того	3	1
165	что оно	1	1
166	к нему	3	1
167	но как	1	1
168	от них	2	1
169	перешло в	1	1
170	мы указывали	1	1
171	если в	3	1
172	но нет	1	1
173	что человек	1	1
174	себе и	1	1
175	бы в	1	1
176	мире и	1	1
177	это лишь	1	1
178	легенде о	1	1
179	снять с	1	1
180	его на	4	1
181	как в	6	1
182	и самые	1	1
183	в своем	1	1
184	я был	1	1
185	все же	10	1
186	но с	1	1
187	д и	1	1
188	для таких	1	1
189	идет по	1	1
190	мы видим	8	1
191	о небе	1	1
192	мы увидим	5	1
193	ли он	2	1
194	утверждают что	1	1
195	и хотя	4	1
196	и так	1	1
197	он дал	1	1
198	в самом	1	1
199	у них	1	1
200	в которой	4	1
201	что это	5	1
202	в целом	3	1
203	их не	1	1
204	богом и	2	1
205	в этой	3	1
206	же и	1	1
207	он делает	2	1
208	уже в	2	1
209	в которую	2	1
210	то и	1	1
211	под землей	2	1
212	в виде	9	1
213	и если	1	1
214	или даже	1	1
215	говорит что	1	1
216	одно целое	1	1
217	искать в	1	1
218	они бросают	1	1
219	это самые	1	1
220	и вот	1	1
221	вовсе не	2	1
222	отношение к	1	1
223	у него	2	1
224	он великий	1	1
225	и по	2	1
226	на этом	3	1
227	небе и	1	1
228	в руки	1	1
229	переход к	1	1
230	и вместе	2	1
