N	2gram	Propp_Russ_1	Myshleni
1	в развитии	1	28
2	то что	6	26
3	в этом	12	25
4	что он	1	25
5	потому что	10	21
6	таким образом	6	19
7	точки зрения	3	18
8	в том	17	18
9	не может	4	18
10	и развитие	1	17
11	не только	22	16
12	и в	36	16
13	того что	4	16
14	так как	15	16
15	что в	19	16
16	том что	19	15
17	так же	3	15
18	между собой	2	13
19	сказать что	1	13
20	вопрос о	1	12
21	по отношению	1	12
22	в области	3	12
23	и что	4	12
24	и не	6	12
25	отношению к	1	12
26	в его	2	11
27	но не	2	10
28	в силу	2	10
29	было бы	1	10
30	как мы	10	10
31	только в	4	10
32	а не	2	10
33	с точки	3	9
34	может быть	8	9
35	то же	3	8
36	как и	10	8
37	если бы	1	8
38	в основе	1	8
39	о том	8	8
40	он не	1	8
41	точка зрения	1	8
42	как это	8	8
43	мы должны	2	8
44	же как	1	7
45	того же	1	7
46	переход от	2	7
47	представляет собой	4	7
48	в нем	2	7
49	приводит к	3	7
50	так и	7	7
51	с другом	1	7
52	друг с	1	7
53	и на	10	6
54	но в	2	6
55	в этой	1	6
56	как он	2	6
57	связанные с	3	6
58	состоит в	8	6
59	но если	1	6
60	что все	1	6
61	и следовательно	1	6
62	этот вопрос	2	6
63	мы можем	2	6
64	у него	2	6
65	но и	16	6
66	в той	1	6
67	в какой	2	6
68	к тому	4	6
69	должна быть	1	5
70	что они	7	5
71	как в	5	5
72	в своем	3	5
73	в которой	1	5
74	он должен	1	5
75	на все	2	5
76	показывает что	5	5
77	тому что	4	5
78	с ним	2	5
79	в то	1	5
80	тогда когда	1	5
81	того как	5	5
82	ничего не	3	5
83	этом отношении	1	5
84	можно было	1	5
85	но мы	1	5
86	можно сказать	1	5
87	значит что	2	5
88	обе эти	1	5
89	тот же	1	5
90	тем что	4	5
91	как бы	5	5
92	не является	1	5
93	не знает	1	5
94	как известно	2	4
95	что между	1	4
96	что если	1	4
97	а только	1	4
98	все эти	2	4
99	при этом	6	4
100	подобно тому	1	4
101	и по	8	4
102	это не	10	4
103	такой же	2	4
104	стоит в	2	4
105	не имеет	6	4
106	в самых	1	4
107	могут быть	2	4
108	в пределах	1	4
109	еще не	4	4
110	не означает	2	4
111	в свете	2	4
112	развития но	1	4
113	в качестве	3	4
114	так что	2	4
115	и их	4	4
116	то время	1	4
117	не могут	1	4
118	точек зрения	1	4
119	к которому	1	4
120	на этот	3	4
121	что мы	1	4
122	вместе с	10	4
123	эта теория	1	4
124	в меру	1	4
125	тому как	1	4
126	в целом	2	4
127	мы видим	2	4
128	в свою	3	4
129	самом деле	1	3
130	между двумя	2	3
131	в первом	1	3
132	с таким	1	3
133	мы не	6	3
134	говорить о	1	3
135	по своему	1	3
136	если в	3	3
137	ответ на	1	3
138	с этим	2	3
139	показать что	1	3
140	все же	5	3
141	как уже	4	3
142	и как	2	3
143	этого вопроса	1	3
144	на этом	3	3
145	как они	2	3
146	влиять на	1	3
147	и тем	1	3
148	с тем	8	3
149	мы видели	1	3
150	и того	1	3
151	что значит	1	3
152	в этих	3	3
153	таким же	3	3
154	в их	4	3
155	собой как	1	3
156	и более	2	3
157	имеет свою	1	3
158	нас к	2	3
159	из которых	1	3
160	не менее	3	3
161	до конца	2	3
162	но что	2	3
163	вытекает из	1	3
164	и его	1	3
165	связи с	4	3
166	ничего общего	2	3
167	приходит к	1	3
168	свою очередь	2	3
169	еще в	4	3
170	и с	2	3
171	из основных	1	3
172	вот почему	1	3
173	никак не	1	3
174	в чем	1	3
175	к нему	1	3
176	раньше чем	1	3
177	что и	7	3
178	между тем	7	3
179	его и	2	3
180	мы знаем	1	3
181	в одном	3	3
182	а в	9	3
183	от того	1	3
184	еще и	1	3
185	говорит о	1	3
186	не на	2	3
187	в частности	2	3
188	к жизни	3	3
189	чем в	2	3
190	по существу	4	3
191	этом случае	5	3
192	но это	4	3
193	содержится в	1	3
194	одного и	1	3
195	что следовательно	1	3
196	как на	1	3
197	к этому	4	3
198	значение в	1	3
199	они не	1	3
200	ту же	1	2
201	такое же	2	2
202	непосредственно не	1	2
203	что эти	1	2
204	не имеют	1	2
205	их и	3	2
206	которую мы	1	2
207	приводят к	1	2
208	зависимости от	1	2
209	в ней	2	2
210	в различных	2	2
211	во всех	4	2
212	что я	1	2
213	что было	1	2
214	очевидно что	1	2
215	отличие от	1	2
216	которые не	3	2
217	его на	1	2
218	общего с	1	2
219	когда он	2	2
220	и к	3	2
221	в этот	10	2
222	о степени	1	2
223	то и	1	2
224	тому же	1	2
225	в случае	1	2
226	что она	2	2
227	потребности в	1	2
228	но все	3	2
229	в совершенно	1	2
230	те же	1	2
231	в жизни	2	2
232	в них	6	2
233	на основании	1	2
234	оно имеет	1	2
235	во второй	1	2
236	установить что	1	2
237	в отличие	1	2
238	должны были	2	2
239	и эти	1	2
240	все это	6	2
241	их в	3	2
242	который мы	1	2
243	но они	3	2
244	они же	2	2
245	главное и	1	2
246	видим что	1	2
247	до того	2	2
248	не до	1	2
249	и здесь	2	2
250	должны быть	1	2
251	и другим	2	2
252	уже на	1	2
253	в виду	1	2
254	вывод что	3	2
255	на основе	1	2
256	в истории	1	2
257	что у	2	2
258	не с	3	2
259	считалось что	1	2
260	по мере	1	2
261	находится в	2	2
262	и поэтому	2	2
263	и из	3	2
264	его в	1	2
265	представления о	1	2
266	к их	1	2
267	что нам	1	2
268	по типу	1	2
269	в первой	1	2
270	с которыми	1	2
271	только на	3	2
272	же в	1	2
273	не дает	1	2
274	из них	8	2
275	к ним	3	2
276	как будто	5	2
277	представляют собой	7	2
278	а с	4	2
279	себя и	2	2
280	что для	1	2
281	обратиться к	1	2
282	у нас	8	2
283	о чем	3	2
284	совершенно очевидно	1	2
285	и потому	2	2
286	предположить что	2	2
287	в область	1	2
288	только для	2	2
289	чтобы сделать	1	2
290	в более	2	2
291	форм и	1	2
292	и другими	2	2
293	или не	1	2
294	и другие	13	2
295	свете того	1	2
296	имеет место	2	2
297	приводит нас	2	2
298	жизни и	1	2
299	в своих	2	2
300	по поводу	1	2
301	во всяком	1	2
302	все что	1	2
303	говоря о	1	1
304	также и	1	1
305	например в	2	1
306	обычно в	1	1
307	переходит к	1	1
308	место при	1	1
309	в тех	4	1
310	на самом	2	1
311	только потому	1	1
312	но тем	2	1
313	форм мышления	1	1
314	к другому	2	1
315	этому вопросу	2	1
316	собственном смысле	1	1
317	несколько иной	1	1
318	мы уже	1	1
319	это объяснение	1	1
320	полагает что	6	1
321	что изучение	1	1
322	мы имеем	4	1
323	было известно	1	1
324	и о	1	1
325	на глазах	1	1
326	самый акт	1	1
327	но она	2	1
328	что иное	2	1
329	и ее	1	1
330	же что	1	1
331	эти представления	2	1
332	и этого	1	1
333	он был	2	1
334	иное как	2	1
335	совершенно иных	1	1
336	с его	1	1
337	как правило	3	1
338	друг к	2	1
339	с трудом	1	1
340	значение и	2	1
341	в общем	1	1
342	с совершенно	1	1
343	значение имеет	1	1
344	отличаются от	1	1
345	были не	1	1
346	ни одна	1	1
347	такого объяснения	1	1
348	в собственном	1	1
349	и должны	1	1
350	как по	2	1
351	независимо от	2	1
352	что именно	2	1
353	и дети	1	1
354	то чем	1	1
355	к новому	1	1
356	перед нами	1	1
357	кроме того	1	1
358	целый ряд	1	1
359	с понятием	1	1
360	и наконец	1	1
361	к числу	1	1
362	следующим образом	4	1
363	в себе	1	1
364	значения как	1	1
365	из самых	1	1
366	не приходится	1	1
367	точку зрения	1	1
368	что это	3	1
369	в нашем	2	1
370	думать что	3	1
371	речь будет	1	1
372	вообще а	1	1
373	и те	3	1
374	этот вывод	1	1
375	на то	1	1
376	к выводу	2	1
377	оно было	1	1
378	проблема же	1	1
379	не как	1	1
380	собой не	1	1
381	том чтобы	1	1
382	уже указано	1	1
383	он так	2	1
384	но вместе	1	1
385	прежде чем	1	1
386	которое как	1	1
387	на некоторых	1	1
388	в каждом	2	1
389	которые уже	1	1
390	здесь мы	1	1
391	тем же	1	1
392	совпадают с	3	1
393	главным образом	2	1
394	об этом	9	1
395	связанных с	1	1
396	к другу	2	1
397	разница между	2	1
398	и менее	1	1
399	входит в	4	1
400	и других	7	1
401	должен был	1	1
402	который по	1	1
403	ни в	1	1
404	которой он	1	1
405	несмотря на	3	1
406	наука в	1	1
407	после этого	4	1
408	многие другие	2	1
409	от до	1	1
410	их на	4	1
411	взгляд на	1	1
412	в советской	1	1
413	она в	3	1
414	место в	1	1
415	не столько	1	1
