N	4gram	Losev_Dial_2	Formalny
1	в то же время	3	8
2	с одной стороны и	1	4
3	что бы то ни	1	2
4	бы то ни стало	1	2
5	во что бы то	1	2
6	в связи с этим	1	2
7	все более и более	1	2
8	но даже и на	1	1
9	сами по себе не	1	1
10	на самом деле это	1	1
11	и с точки зрения	1	1
12	в том отношении что	1	1
13	что на самом деле	1	1
14	на самом же деле	1	1
15	и в то же	1	1
16	взятые сами по себе	1	1
17	же время никогда не	1	1
18	мы уже знаем что	1	1
19	и до сих пор	1	1
20	тем не менее в	1	1
21	т е таких которые	1	1
22	не говоря уже о	2	1
