N	2gram	Medvedev_V_1	FransuaR
1	и в	26	41
2	то есть	1	24
3	во всех	6	17
4	таким образом	31	17
5	в нем	6	16
6	и его	6	13
7	но и	10	13
8	в этом	26	12
9	как мы	1	12
10	все эти	6	11
11	все это	10	11
12	в самом	4	10
13	не только	25	10
14	и др	9	10
15	прежде всего	13	10
16	то что	6	10
17	кроме того	1	9
18	во время	3	9
19	в образах	1	9
20	о том	10	9
21	и все	1	9
22	но в	2	8
23	в этой	4	8
24	никогда не	4	8
25	в них	4	7
26	как и	7	7
27	том что	8	7
28	и миром	1	7
29	в его	14	7
30	вовсе не	3	7
31	у него	6	7
32	в особенности	2	7
33	связаны с	1	7
34	как бы	5	7
35	что в	10	7
36	также и	2	6
37	например в	3	6
38	в году	6	6
39	в то	6	6
40	в образе	2	6
41	один из	5	6
42	мы видим	1	6
43	вместе с	7	6
44	или в	3	6
45	сказать что	5	6
46	что он	4	6
47	подчеркнуть что	2	5
48	и он	2	5
49	с его	3	5
50	в ее	4	5
51	в своем	8	5
52	в себе	6	5
53	то же	10	5
54	еще в	1	5
55	но он	1	5
56	тем что	1	5
57	все то	1	5
58	так и	5	5
59	и что	1	5
60	а также	1	5
61	же время	5	5
62	до нас	2	5
63	из них	9	5
64	в одном	4	5
65	между собою	2	5
66	так же	3	5
67	в той	1	5
68	образов и	4	5
69	одним из	5	4
70	самом деле	1	4
71	в ней	2	4
72	меньшей степени	2	4
73	он был	1	4
74	как в	1	4
75	и как	3	4
76	и наконец	2	4
77	а затем	2	4
78	в другом	2	4
79	не в	6	4
80	даже в	5	4
81	в основе	1	4
82	того чтобы	3	4
83	все же	5	4
84	у нас	2	4
85	роль в	4	4
86	с ним	1	4
87	другом месте	2	4
88	всех его	2	4
89	с одной	2	4
90	уже в	1	4
91	в результате	5	4
92	в котором	3	4
93	и даже	2	4
94	с другой	11	4
95	именно в	2	4
96	одной стороны	2	4
97	большей или	3	4
98	и от	3	4
99	о котором	1	4
100	в большей	2	4
101	а в	3	4
102	не может	17	4
103	он сам	2	3
104	в чем	2	3
105	как у	2	3
106	образов но	1	3
107	с этим	3	3
108	перед нами	4	3
109	и сам	1	3
110	образов в	2	3
111	в плане	5	3
112	связанных с	1	3
113	с другими	2	3
114	было бы	7	3
115	и их	3	3
116	к этим	2	3
117	также что	2	3
118	потому что	1	3
119	только с	2	3
120	этом отношении	13	3
121	в духе	1	3
122	они и	1	3
123	как один	1	3
124	никак не	1	3
125	до сих	1	3
126	романа в	1	3
127	в него	1	3
128	того что	3	3
129	одной из	1	3
130	только в	7	3
131	конечно не	1	3
132	в начале	1	3
133	есть в	1	3
134	в целях	2	3
135	или меньшей	3	3
136	что не	3	3
137	связано с	1	3
138	и самый	1	3
139	и особенно	1	3
140	в данном	1	3
141	и не	19	3
142	с этой	1	3
143	сих пор	1	3
144	но это	1	3
145	в книге	2	3
146	и для	2	3
147	между ними	3	3
148	жизни и	3	3
149	в искусстве	6	3
150	они не	2	3
151	как известно	2	2
152	связана с	2	2
153	и то	1	2
154	это и	6	2
155	с более	2	2
156	говорить о	2	2
157	а для	2	2
158	из того	1	2
159	но не	2	2
160	дело обстоит	1	2
161	за пределы	1	2
162	что они	3	2
163	в истории	1	2
164	точки зрения	3	2
165	искусстве и	2	2
166	стороны и	2	2
167	хотя и	2	2
168	он в	1	2
169	этого образа	1	2
170	как он	2	2
171	так сказать	2	2
172	на его	1	2
173	он не	2	2
174	всех этих	2	2
175	на этом	1	2
176	что все	3	2
177	лишь в	2	2
178	это было	1	2
179	заключается в	2	2
180	системе образов	1	2
181	мы видели	3	2
182	из этих	7	2
183	в своей	4	2
184	их в	6	2
185	для этого	1	2
186	в таких	1	2
187	как о	2	2
188	тогда когда	2	2
189	что их	1	2
190	связи с	4	2
191	один раз	1	2
192	не могут	7	2
193	в области	2	2
194	должен быть	4	2
195	данном случае	1	2
196	в дальнейшем	1	2
197	в романе	4	2
198	образом в	3	2
199	внимание на	1	2
200	в значительной	3	2
201	связанной с	1	2
202	доходит до	1	2
203	между тем	5	2
204	и во	1	2
205	кажется что	1	2
206	говорит он	1	2
207	а именно	1	2
208	но с	2	2
209	и образы	3	2
210	таков первый	1	2
211	они могут	1	2
212	эти образы	1	2
213	понятно что	1	2
214	переходит в	1	2
215	что если	1	2
216	системы образов	1	2
217	характерно что	1	2
218	себе в	1	2
219	ведь это	1	2
220	в конце	3	2
221	каждый из	1	2
222	может быть	22	2
223	как раз	3	2
224	в форме	3	2
225	человека и	3	2
226	в меньшей	1	2
227	дель арте	2	2
228	мир а	1	2
229	а не	7	2
230	этой главы	1	2
231	или с	1	2
232	с образами	1	2
233	мира в	1	2
234	в частности	11	2
235	начиная с	2	2
236	и потому	2	2
237	как это	12	2
238	не был	1	2
239	наконец и	1	2
240	что мы	2	2
241	мира и	3	2
242	для нас	1	2
243	от него	1	2
244	бы в	3	2
245	в этих	1	2
246	еще более	1	2
247	для его	4	2
248	в том	15	2
249	все они	2	2
250	и у	2	2
251	другой стороны	8	2
252	состоит из	1	2
253	от всех	1	2
254	что даже	2	2
255	в кругу	1	2
256	есть и	1	2
257	отметить что	2	2
258	и другие	1	2
259	ту же	2	1
260	в сфере	2	1
261	с жизнью	1	1
262	и через	2	1
263	сам по	1	1
264	она обычно	1	1
265	роль играет	1	1
266	он может	2	1
267	этого индивидуального	1	1
268	богатой и	1	1
269	или говоря	1	1
270	осмысления их	1	1
271	то в	1	1
272	проявляются в	1	1
273	чувств в	1	1
274	из его	3	1
275	др в	3	1
276	в зависимости	6	1
277	в их	5	1
278	его не	3	1
279	в несколько	1	1
280	смотреть на	1	1
281	правильного понимания	1	1
282	образы и	5	1
283	из своих	2	1
284	чтобы не	2	1
285	почти все	1	1
286	образом уже	1	1
287	не вполне	2	1
288	почти исключительно	1	1
289	то это	2	1
290	зависимости от	5	1
291	а другие	1	1
292	еще не	2	1
293	между собой	1	1
294	что его	2	1
295	в различных	2	1
296	и мира	1	1
297	является таким	1	1
298	выражения в	1	1
299	бы не	2	1
300	видели что	3	1
301	значение и	1	1
302	его сознания	1	1
303	по отношению	7	1
304	отношение к	1	1
305	себе и	2	1
306	нет и	3	1
307	и речи	1	1
308	описывает его	1	1
309	чем же	4	1
310	как говорит	5	1
311	не самый	1	1
312	и частного	1	1
313	бы при	1	1
314	нет каких-либо	1	1
315	что нет	2	1
316	что по	1	1
317	и к	3	1
318	и явлениями	1	1
319	более или	6	1
320	следующим образом	3	1
321	основные образы	1	1
322	в которой	2	1
323	в целом	4	1
