N	3gram	Vinokur_St_2	Istorich
1	и т д	6	22
2	в исторической действительности	1	6
3	тем не менее	2	6
4	до сих пор	5	5
5	более или менее	2	5
6	с другой стороны	3	5
7	на то что	2	4
8	в том что	16	4
9	о том что	11	3
10	точно так же	1	3
11	но все же	2	3
12	в то время	1	3
13	по отношению к	1	3
14	с того что	1	3
15	в связи с	1	3
16	дело в том	4	3
17	с самого начала	3	2
18	вопрос о том	3	2
19	бы то ни	2	2
20	по этому поводу	2	2
21	то ни было	2	2
22	в отличие от	2	2
23	так же как	3	2
24	то что в	2	2
25	в зависимости от	1	2
26	вместе с тем	5	2
27	на этот вопрос	1	2
28	начала xix века	1	1
29	он не должен	1	1
30	как его понимал	1	1
31	в этом смысле	1	1
32	уже о том	1	1
33	при помощи которого	1	1
34	в ту же	1	1
35	в одном из	3	1
36	даже в качестве	1	1
37	но и по	1	1
38	он приступает к	1	1
39	кажется что в	1	1
40	в это время	2	1
41	в другом месте	2	1
42	но и здесь	2	1
43	только по внешним	1	1
44	не только по	2	1
45	так что в	1	1
46	для того чтобы	5	1
47	и т п	3	1
48	иметь в виду	3	1
49	к тому же	2	1
50	там где нет	1	1
51	дело не в	1	1
52	и в особенности	1	1
53	тесно связан с	1	1
54	но кроме того	1	1
55	к тому что	5	1
56	и в этом	2	1
57	формам но и	1	1
58	а не самим	1	1
59	в этом случае	1	1
60	ответить на вопрос	1	1
61	но и с	2	1
62	но столь же	1	1
63	но он не	1	1
64	но уже без	1	1
65	за то что	2	1
66	в прямом смысле	1	1
67	внимание на то	1	1
68	xix века это	1	1
69	но все это	2	1
70	в значительной степени	2	1
71	таким образом в	1	1
72	об этом можно	1	1
73	в сторону от	1	1
74	не только с	2	1
75	было бы думать	1	1
76	и в области	1	1
77	говоря уже о	1	1
78	по его мнению	1	1
79	сами по себе	2	1
80	т д на	1	1
81	после того как	4	1
82	в полном одиночестве	1	1
83	в этом отношении	9	1
84	в том чтобы	1	1
85	не говоря уже	1	1
86	что у меня	1	1
87	не в том	2	1
88	одним из таких	1	1
89	что в этом	1	1
90	в эту сторону	1	1
91	есть еще одно	1	1
92	том что она	1	1
93	очень велика в	1	1
94	и что он	1	1
95	зависимости от степени	1	1
