N	3gram	Propp_Isto_7	VerxiiNi
1	вместе с тем	1	8
2	с одной стороны	4	7
3	с точки зрения	1	6
4	более или менее	1	5
5	до сих пор	2	5
6	о том что	5	4
7	но все же	2	4
8	а так как	1	3
9	точно так же	2	3
10	так же как	4	3
11	в связи с	1	3
12	тем не менее	4	3
13	в том что	4	3
14	с тем и	1	2
15	и потому что	1	2
16	то же самое	1	2
17	но все это	1	2
18	друг на друга	1	2
19	с тех пор	1	2
20	с этой точки	3	2
21	как бы то	1	2
22	то ни было	1	2
23	мы должны признать	1	2
24	то что он	1	2
25	бы то ни	1	2
26	этой точки зрения	3	2
27	даже там где	2	1
28	она живет в	1	1
29	сказать что в	1	1
30	тесную связь между	1	1
31	состоит в том	1	1
32	сам он не	1	1
33	по отношению к	1	1
34	в самом деле	1	1
35	не совсем так	1	1
36	ни один из	1	1
37	о том как	1	1
38	очень много но	1	1
39	но далеко не	1	1
40	но при ближайшем	1	1
41	физическая сила и	1	1
42	и даже там	1	1
43	характер состязания в	3	1
44	что мы знаем	1	1
45	магической силы и	1	1
46	совершенно так же	1	1
47	в данном случае	3	1
48	ближайшем рассмотрении оказывается	1	1
49	с другой стороны	8	1
50	мы видели что	1	1
51	один и тот	1	1
52	а в том	2	1
53	не может быть	3	1
54	но с другой	1	1
55	но тем не	2	1
56	похожи друг на	1	1
57	при ближайшем рассмотрении	1	1
58	в то время	2	1
59	так и в	2	1
60	рассмотрении оказывается что	1	1
61	а после смерти	1	1
62	начинается с того	3	1
63	мы имеем в	4	1
64	после того как	2	1
65	мы видим что	3	1
66	и что он	1	1
67	что и в	2	1
68	и тот же	1	1
