N	3gram	Vygotskiy__5	NovoeSre
1	не может быть	2	4
2	равно как и	1	2
3	в этом смысле	1	2
4	и заключается что	1	2
5	что в нем	1	2
6	в нем нет	1	2
7	вместе с тем	3	2
8	так же как	2	2
9	с одной стороны	12	2
10	том и заключается	2	2
11	с другой стороны	5	2
12	когда мы говорим	1	2
13	вопрос о том	2	2
14	ни одна из	1	2
15	в том и	2	2
16	и того же	2	1
17	что в этом	6	1
18	только потому что	1	1
19	то время как	1	1
20	в употреблении слов	1	1
21	одного и того	2	1
22	же как и	1	1
23	до сих пор	5	1
24	в зависимости от	6	1
25	сами по себе	2	1
26	в отличие от	2	1
27	человека в самом	1	1
28	и для того	1	1
29	заключает в себе	4	1
30	можно было бы	3	1
31	быть отнесены к	1	1
32	того чтобы разобраться	1	1
33	бы сказать что	2	1
34	и не в	1	1
35	в том случае	1	1
36	том смысле в	1	1
37	в том чтобы	2	1
38	не только в	2	1
39	но она не	1	1
40	еще не было	1	1
41	как будто бы	1	1
42	не могут быть	1	1
43	могут быть отнесены	1	1
44	то что он	3	1
45	о том что	6	1
46	в то время	1	1
47	ни в чем	1	1
48	то что в	2	1
49	для того и	1	1
50	хотим сказать что	1	1
51	не хотим сказать	1	1
52	никогда еще не	1	1
53	всей нашей жизни	1	1
54	чтобы разобраться в	1	1
55	в том смысле	1	1
56	в том что	14	1
