N	3gram	Bakhtin_Pr_3	Myshleni
1	для того чтобы	1	14
2	по отношению к	5	12
3	в том что	1	11
4	с точки зрения	4	9
5	друг с другом	2	7
6	мы могли бы	1	6
7	в этом отношении	1	5
8	с самого начала	8	5
9	можно сказать что	1	5
10	подобно тому как	2	4
11	к тому чтобы	2	4
12	о том что	2	4
13	сама по себе	2	4
14	и того же	1	3
15	с таким же	1	3
16	в этом случае	2	3
17	до сих пор	1	3
18	и тот же	1	3
19	в такой же	2	3
20	в свою очередь	1	3
21	не может быть	6	3
22	один и тот	1	3
23	не только не	1	3
24	одного и того	1	3
25	вопрос о том	1	3
26	потому что в	1	2
27	в самом деле	3	2
28	знает что он	2	2
29	на всем протяжении	1	2
30	и не может	2	2
31	что он может	1	2
32	что он не	1	2
33	в отличие от	2	2
34	и то что	1	2
35	то что они	1	2
36	вместе с тем	2	2
37	лежит в основе	1	2
38	в высшей степени	3	2
39	но при этом	1	2
40	то что он	1	2
41	с другой стороны	3	2
42	его отношение к	4	2
43	именно потому что	2	2
44	но все же	1	2
45	могли бы сказать	1	2
46	как мы видели	2	2
47	и в другом	1	2
48	или хотя бы	1	1
49	что с ним	1	1
50	сводится к тому	2	1
51	он мог бы	1	1
52	на самом деле	10	1
53	как и во	1	1
54	не столько в	1	1
55	в этом смысле	4	1
56	в том же	1	1
57	потому что я	1	1
58	и своего собственного	1	1
59	что он должен	1	1
60	бы сказать так	1	1
61	вопрос на который	1	1
62	потому что совершенно	1	1
63	были бы невозможны	1	1
64	отношение к другому	1	1
65	как и его	1	1
66	одно и то	1	1
67	в которой он	1	1
68	все равно что	1	1
69	точек зрения не	1	1
70	того что он	2	1
71	смысле этого слова	2	1
72	требует от него	1	1
73	и то же	1	1
74	и по отношению	1	1
75	они на самом	1	1
76	в целом в	1	1
77	только в отношении	1	1
78	мы должны были	1	1
79	благодаря тому что	1	1
80	и ничего не	1	1
81	отношение к другим	1	1
82	не только для	1	1
83	все более и	1	1
84	и что только	1	1
85	мы уже говорили	3	1
86	друг к другу	1	1
87	во всяком случае	5	1
88	можно прямо сказать	1	1
89	так и в	2	1
90	знает и своего	1	1
91	тем не менее	2	1
92	и во всяком	1	1
93	это мы и	1	1
94	между этими двумя	1	1
95	что в сущности	1	1
96	не так что	1	1
97	все эти явления	1	1
98	и вместе с	1	1
99	отношения к нему	1	1
100	внутренние и внешние	1	1
101	и что все	2	1
102	более и более	1	1
103	смысле можно сказать	1	1
104	но в этом	1	1
105	но и по	1	1
106	они ни были	1	1
107	уже сама по	1	1
108	в то же	12	1
109	к тому что	1	1
110	не знает и	2	1
111	но так же	1	1
112	там где они	1	1
113	но не может	1	1
114	с отношением к	1	1
115	что он в	2	1
116	здесь и там	1	1
117	той или иной	2	1
