N	3gram	Tiupa_Teor_1	Narrotol
1	в данном случае	5	8
2	во времени и	1	6
3	в том что	8	5
4	в соответствии с	2	4
5	то же время	5	4
6	и тем самым	2	4
7	той или иной	1	4
8	в то же	5	4
9	не может быть	4	4
10	на себя внимание	1	3
11	по отношению к	4	3
12	подобно тому как	1	3
13	начала и конца	1	3
14	обращает на себя	1	3
15	по большей части	1	3
16	для того чтобы	1	3
17	в первом случае	1	3
18	начало и конец	1	3
19	тем не менее	3	3
20	о том что	1	2
21	состоит в том	5	2
22	мы имеем дело	2	2
23	в равной степени	3	2
24	то же самое	1	2
25	так и не	4	2
26	в маркированном положении	1	2
27	не было и	1	2
28	в отличие от	6	2
29	дамы с собачкой	1	2
30	присутствия в мире	5	2
31	заключает в себе	1	2
32	одно и то	1	2
33	как раз в	1	2
34	войне и мире	2	2
35	в своего рода	1	2
36	не сводится к	4	2
37	и то же	1	2
38	имеем дело с	1	2
39	в связи с	1	2
40	тем или иным	1	2
41	дело в том	1	2
42	во втором эпизоде	1	2
43	в войне и	2	2
44	в свою очередь	2	2
45	можно сказать что	2	2
46	из этих двух	1	2
47	в художественных текстах	1	2
48	в известном смысле	1	2
49	ее полные розовые	1	1
50	и того же	3	1
51	читательского восприятия в	1	1
52	состав такого кадра	1	1
53	это уже не	1	1
54	раз в том	1	1
55	является искусством непрямого	1	1
56	что иное как	1	1
57	по сути дела	1	1
58	фокусирующих восприятие определений	1	1
59	вести речь о	1	1
60	времени в поле	1	1
61	входит в состав	1	1
62	и в жизни	1	1
63	в организации кадров	1	1
64	в общеязыковом отношении	1	1
65	таков что душевная	1	1
66	каждый малый отрезок	1	1
67	в хх веке	1	1
68	здоровая порядок фокусирующих	1	1
69	следует подчеркнуть что	1	1
70	как один из	1	1
71	более или менее	2	1
72	восприятие определений таков	1	1
73	неизбежно принадлежит к	1	1
74	мягким взглядом очень	1	1
75	а не все	1	1
76	в том числе	2	1
77	себя в комнате	1	1
78	точки зрения в	1	1
79	самом начале этой	1	1
80	входит лишь поименованное	1	1
81	литература является искусством	1	1
82	мягкую белую шею	1	1
83	с другой стороны	5	1
84	розовые щеки на	1	1
85	с точки зрения	3	1
86	может или пожелает	1	1
87	порядок фокусирующих восприятие	1	1
88	задаваемый читателю ракурс	1	1
89	добродушная жалостливая барышня	1	1
90	повествования а читателем	1	1
91	том случае если	1	1
92	кадры читательского восприятия	1	1
93	и в то	1	1
94	вдруг заслоняется крупным	1	1
95	до известной степени	2	1
96	взглядом очень здоровая	1	1
97	текста так и	1	1
98	очень здоровая порядок	1	1
99	организации кадров внутреннего	1	1
100	и мире толстого	1	1
101	при этом что	1	1
102	бы то ни	1	1
103	восприятия в каждый	1	1
104	читаем это была	1	1
105	душечки постепенно углубляемая	1	1
106	случае мы имеем	1	1
107	вследствие того что	1	1
108	только то что	1	1
109	это была тихая	1	1
110	глядя на ее	1	1
111	из того что	1	1
112	лишь поименованное в	1	1
113	пожелает представить себе	1	1
114	малый отрезок времени	1	1
115	была тихая добродушная	1	1
116	деталями кадр внутреннего	1	1
117	точно так же	1	1
118	свою очередь членится	1	1
119	облекается в молчание	1	1
120	в искусстве слова	2	1
121	что может или	1	1
122	начале этой цепочки	1	1
123	по крайней мере	1	1
124	пределах кадрового единства	1	1
125	именно в этом	1	1
126	в том случае	1	1
127	читателю ракурс видения	1	1
128	в соответствии со	1	1
129	тривиальная в общеязыковом	1	1
130	втором эпизоде в	1	1
131	может быть и	2	1
132	в кадры читательского	1	1
133	щеки на мягкую	1	1
134	не могло быть	2	1
135	заслоняется крупным планом	1	1
136	кадрового единства фразы	1	1
137	текста в целом	1	1
138	например так и	1	1
139	полные розовые щеки	1	1
140	тихая добродушная жалостливая	1	1
141	в особенности в	1	1
142	от друга местом	1	1
143	в самом начале	2	1
144	все что может	1	1
145	оказывается всего лишь	1	1
146	в кадры повествования	1	1
147	как и в	2	1
148	читателя находится или	1	1
149	в ударном положении	1	1
150	что душевная характеристика	1	1
151	по сути своей	1	1
152	на две половины	1	1
153	поле зрения читателя	1	1
154	то ни было	1	1
155	с одной стороны	2	1
156	даже самая тривиальная	1	1
157	барышня с кротким	1	1
158	крупным планом заключительного	1	1
159	на ее полные	1	1
160	однако все они	1	1
161	в значительной степени	1	1
162	и является в	1	1
163	и потому что	1	1
164	в тексте а	1	1
165	в ходе чтения	1	1
166	а с другой	2	1
167	насыщенный деталями кадр	1	1
168	соответствии с его	1	1
169	деталей в пределах	1	1
170	в нашем случае	2	1
171	бахтин говорил о	1	1
172	в поле зрения	1	1
173	характеристика душечки постепенно	1	1
174	еще и потому	1	1
175	автором в кадры	1	1
176	в той или	1	1
177	тексте а не	1	1
178	бы место лишь	1	1
179	находится или движется	1	1
180	слова в соответствии	1	1
181	перерывом во времени	1	1
182	вводятся автором в	1	1
183	при всей своей	1	1
184	один отдельный кадр	1	1
185	было и не	1	1
186	казалось бы место	1	1
187	лишь в самом	2	1
188	кадра входит лишь	1	1
189	место лишь в	1	1
190	переносом в пространстве	1	1
191	содержит в себе	1	1
192	фразы устанавливает задаваемый	1	1
193	в следующей главе	1	1
194	дело обстоит иначе	1	1
195	поэтому вслед за	1	1
196	я в мире	7	1
197	отрезок времени в	1	1
198	определений таков что	1	1
199	последовательно вводятся автором	1	1
200	состоит как раз	1	1
201	искусством непрямого говорения	1	1
202	очередь членится на	1	1
203	а тот кто	1	1
204	имея в виду	1	1
205	кадры повествования а	1	1
206	самая тривиальная в	1	1
207	душевная характеристика душечки	1	1
208	так и его	2	1
209	стремился к полноте	1	1
210	или движется один	1	1
211	в пределах кадрового	1	1
