N	3gram	Vinokur_St_1	Myslijsy
1	по отношению к	3	13
2	в том что	17	13
3	не может быть	5	9
4	только в том	3	6
5	тем не менее	2	6
6	и в этом	3	6
7	с другой стороны	6	5
8	потому что не	1	4
9	но и в	2	4
10	не в том	2	4
11	в этом смысле	1	4
12	в том смысле	2	4
13	и т д	21	4
14	а между тем	1	3
15	что не может	2	3
16	с точки зрения	8	3
17	и что в	1	3
18	с одной стороны	2	3
19	в том как	3	3
20	и в том	2	3
21	а в том	1	3
22	то же время	4	3
23	так и в	4	3
24	что и в	4	3
25	не только в	4	3
26	в то же	4	3
27	по его словам	1	2
28	дело в том	4	2
29	так как в	2	2
30	в таком виде	1	2
31	в том и	1	2
32	так что в	1	2
33	бы то ни	1	2
34	том и другом	1	2
35	на этот вопрос	1	2
36	в г д	1	2
37	по крайней мере	2	2
38	но с другой	2	2
39	к тому что	1	2
40	в применении к	3	2
41	в глазах самого	1	2
42	что в таком	1	2
43	для того чтобы	10	2
44	не могла бы	1	2
45	как бы ни	1	2
46	и т п	9	2
47	бы они ни	1	2
48	они ни были	1	2
49	но дело в	1	2
50	друг от друга	1	2
51	быть не может	1	2
52	как и в	2	2
53	на том что	1	1
54	в каждом отдельном	1	1
55	а не в	1	1
56	не говоря уже	1	1
57	но то что	1	1
58	на самом деле	6	1
59	а не по	1	1
60	во многих случаях	2	1
61	будет видно из	1	1
62	говоря уже о	1	1
63	первому из этих	1	1
64	сами по себе	1	1
65	на которую указывает	1	1
66	же время не	1	1
67	только то что	1	1
68	в этом отношении	7	1
69	то что в	2	1
70	не подходят под	1	1
71	до сих пор	7	1
72	что в нем	2	1
73	их и не	1	1
74	обратить внимание на	1	1
75	но это не	1	1
76	виде в каком	1	1
77	можно было бы	8	1
78	и стремление к	1	1
79	только тем что	1	1
80	что же до	1	1
81	всяком случае не	1	1
82	и в этих	1	1
83	прямого отношения к	1	1
84	что бы то	1	1
85	показать что и	1	1
86	чтобы убедиться в	1	1
87	ошибки могут быть	1	1
88	так же как	3	1
89	и во всей	1	1
90	если бы мы	2	1
91	а не для	1	1
92	заключается в том	3	1
93	что у нас	1	1
94	смысле этого слова	1	1
95	а есть только	1	1
96	и в отношении	1	1
97	то ни стало	1	1
98	то все же	1	1
99	во что бы	1	1
100	то тем самым	1	1
101	в каком он	1	1
102	слова не было	1	1
103	уже о том	1	1
104	что в одном	1	1
105	потому что она	1	1
106	притом не в	1	1
107	во всяком случае	6	1
108	в одно целое	1	1
109	и языка и	1	1
110	именно в том	1	1
111	и таким образом	1	1
112	как и всякая	1	1
113	убедиться в этом	1	1
114	языка не может	1	1
115	могут быть приведены	1	1
116	д и т	1	1
117	тем что в	2	1
118	том смысле что	1	1
119	в то время	2	1
120	из этих наук	1	1
121	ни для кого	1	1
122	после того как	1	1
123	о том что	11	1
124	в одном из	1	1
125	другой стороны и	1	1
126	как и во	1	1
127	или вернее сказать	1	1
128	вопрос о том	2	1
129	каждом из этих	1	1
130	может быть признана	1	1
131	но все же	3	1
132	для кого не	1	1
133	с этой стороны	1	1
134	а не на	1	1
135	на то что	4	1
136	в каждом из	1	1
137	таким образом в	1	1
138	нужно было бы	1	1
139	точно так же	1	1
140	т д в	1	1
141	могло бы быть	1	1
142	что каждая из	1	1
