N	3gram	Tiupa_Narr_1	Problema
1	о том что	2	14
2	тем не менее	3	12
3	во всяком случае	2	10
4	то что мы	1	7
5	и то что	1	7
6	по крайней мере	1	6
7	и т д	1	6
8	в данном случае	8	5
9	с одной стороны	1	5
10	в связи с	2	5
11	с другой стороны	1	5
12	то же самое	2	5
13	это то что	1	4
14	более или менее	1	4
15	до сих пор	2	4
16	на то что	2	4
17	в то же	4	4
18	той или другой	1	4
19	в том что	5	4
20	что иное как	1	3
21	если бы не	1	3
22	но и в	2	3
23	только то что	1	3
24	точно так же	1	3
25	не может быть	4	3
26	бы не было	1	3
27	можно сказать что	2	3
28	имея в виду	1	2
29	на самом деле	1	2
30	в самом деле	2	2
31	в том числе	1	2
32	сами по себе	2	2
33	бы то ни	1	2
34	том числе и	1	2
35	содержит в себе	1	2
36	в том случае	1	2
37	может быть и	1	2
38	для того чтобы	3	2
39	с другими людьми	1	2
40	не только в	6	2
41	само по себе	1	2
42	и тот же	1	2
43	но и не	1	2
44	один и тот	1	2
45	в частности в	1	2
46	связи с этим	1	2
47	то что не	1	2
48	подобно тому как	3	2
49	друг от друга	1	2
50	тем более не	1	2
51	и не объективна	1	2
52	в той или	1	1
53	только потому что	1	1
54	не объективна и	1	1
55	и не субъективна	1	1
56	чем иным как	2	1
57	означает то что	1	1
58	внимание на то	2	1
59	что не имеет	1	1
60	же как и	1	1
61	обратим внимание на	1	1
62	он не может	1	1
63	не может обойтись	1	1
64	и не только	1	1
65	не отличается от	1	1
66	и не может	1	1
67	в результате чего	1	1
68	том случае если	1	1
69	в зависимости от	2	1
70	и со стороны	1	1
71	языка как системы	1	1
72	в этом отношении	3	1
73	а во время	1	1
74	что не только	1	1
75	смысла а не	1	1
76	связаны между собой	1	1
77	не то что	1	1
78	и в то	1	1
79	весьма характерное для	1	1
80	все что было	1	1
81	что это за	1	1
82	но зато в	1	1
83	то ни было	1	1
84	мы не знаем	1	1
85	и то же	2	1
86	как один из	1	1
87	в известном смысле	2	1
88	а с другой	1	1
89	в нашем случае	1	1
90	входит в состав	1	1
91	какой бы то	1	1
92	вовсе еще не	1	1
93	было и не	1	1
94	в далекое прошлое	1	1
95	мы не можем	1	1
96	и тем самым	4	1
97	ни одна из	1	1
98	и мышления в	1	1
99	не только на	2	1
100	не все что	1	1
101	объективна и не	1	1
102	той или иной	4	1
103	но все же	1	1
104	ни о чем	1	1
105	в этих случаях	1	1
106	по себе но	1	1
107	является в данном	1	1
108	этого термина в	1	1
109	каждого из нас	1	1
110	одна из этих	1	1
111	а в то	1	1
112	может претендовать на	1	1
