N	2gram	Vinokur_Ku_1	StatiiOP
1	и в	24	25
2	в этом	14	24
3	в том	30	20
4	что он	6	19
5	может быть	13	19
6	тем что	8	19
7	что в	17	19
8	что это	5	16
9	том что	21	15
10	в этой	3	14
11	и пр	15	13
12	не только	10	12
13	в г	3	12
14	в его	12	12
15	г и	1	12
16	то что	9	12
17	в этих	4	11
18	так что	4	11
19	пушкин в	1	10
20	таким образом	12	10
21	прежде всего	9	10
22	и не	12	10
23	но и	6	9
24	и т	33	8
25	все это	6	8
26	о том	9	8
27	в языке	8	8
28	как например	2	8
29	это было	2	8
30	т е	38	8
31	в своих	1	8
32	из его	1	7
33	с этим	4	7
34	это не	7	7
35	было бы	15	7
36	в то	2	7
37	не может	7	7
38	что касается	2	7
39	точки зрения	14	7
40	что такое	6	7
41	и на	4	6
42	как в	4	6
43	из этих	4	6
44	не в	11	6
45	а а	3	6
46	между тем	5	6
47	только в	11	6
48	т п	18	6
49	в конце	1	6
50	в области	7	6
51	в россии	1	6
52	как бы	7	6
53	а в	5	6
54	как на	3	6
55	в году	1	5
56	то же	8	5
57	то обстоятельство	8	5
58	но в	2	5
59	на то	4	5
60	он не	2	5
61	об этом	1	5
62	на почве	1	5
63	ни в	2	5
64	мы имеем	6	5
65	в котором	3	5
66	потому что	23	5
67	обстоятельство что	8	5
68	так и	7	5
69	в них	7	5
70	с другой	7	5
71	связано с	3	5
72	а не	8	5
73	того что	9	5
74	другой стороны	6	5
75	например в	5	4
76	что эти	4	4
77	в которой	6	4
78	в чем	1	4
79	в общем	3	4
80	относится к	2	4
81	все же	12	4
82	не было	3	4
83	в целом	4	4
84	на его	3	4
85	состоит в	3	4
86	в каждом	2	4
87	лишь в	2	4
88	на протяжении	1	4
89	для россии	1	4
90	этом смысле	3	4
91	и тем	2	4
92	в жизни	1	4
93	с тем	5	4
94	как и	2	4
95	этой трагедии	1	4
96	у нас	10	4
97	по крайней	5	4
98	в устах	1	4
99	с точки	9	4
100	ничего не	2	4
101	этом отношении	5	4
102	в каком	2	4
103	связана с	1	4
104	пушкина на	1	4
105	в ней	6	4
106	и с	5	4
107	если бы	9	4
108	можно сказать	3	4
109	а также	1	4
110	в качестве	7	4
111	в начале	1	4
112	всяком случае	5	4
113	отношение к	1	4
114	крайней мере	5	4
115	в особенности	3	4
116	в речи	3	4
117	xix века	5	4
118	он говорит	1	4
119	это есть	2	4
120	что здесь	1	4
121	в смысле	2	4
122	и для	2	4
123	но это	1	4
124	сказать что	1	4
125	была бы	3	4
126	в своей	2	4
127	во всяком	5	4
128	я и	1	3
129	говорить о	1	3
130	с его	4	3
131	своего рода	1	3
132	кроме того	1	3
133	гораздо раньше	1	3
134	все эти	6	3
135	и если	3	3
136	всех этих	1	3
137	поэзии в	1	3
138	на этом	1	3
139	от нее	1	3
140	что этот	1	3
141	нет в	1	3
142	показывает что	1	3
143	несмотря на	3	3
144	начале xix	1	3
145	в их	3	3
146	что я	2	3
147	но он	1	3
148	и более	2	3
