N	2gram	Bakhtin_Fr_4	Stilisti
1	и в	29	42
2	не только	10	27
3	как бы	8	27
4	и т.п	12	24
5	прежде всего	8	22
6	то же	10	15
7	но и	9	15
8	и не	16	14
9	не может	2	12
10	может быть	2	12
11	мы уже	10	11
12	как и	12	11
13	точки зрения	4	11
14	в этом	11	10
15	и как	3	10
16	как мы	10	10
17	что мы	1	10
18	мы не	1	9
19	при этом	3	9
20	в то	10	9
21	для того	3	9
22	то что	4	9
23	в ней	3	8
24	все же	3	8
25	в себе	3	8
26	таким образом	20	8
27	и это	2	8
28	эти слова	1	8
29	и на	11	7
30	в которой	4	7
31	так как	7	7
32	никогда не	2	7
33	же время	8	7
34	потому что	1	7
35	того чтобы	3	7
36	ничего не	1	7
37	с его	4	7
38	слов и	3	7
39	только в	2	7
40	и его	8	7
41	мы можем	3	7
42	и от	1	7
43	в этой	13	6
44	на его	2	6
45	в нем	5	6
46	так и	11	6
47	другими словами	2	6
48	в форме	1	6
49	и так	3	6
50	в конце	9	6
51	речи и	1	6
52	в свою	1	6
53	той же	3	5
54	уже в	2	5
55	в нашем	4	5
56	в той	2	5
57	независимо от	1	5
58	и наконец	2	5
59	одно и	1	5
60	и с	9	5
61	мы видели	7	5
62	с точки	2	5
63	же самое	1	5
64	те же	1	5
65	в его	8	5
66	и их	3	5
67	в живом	1	5
68	с помощью	4	5
69	слова и	1	5
70	у которого	1	5
71	и то	2	4
72	самом деле	1	4
73	себя в	2	4
74	и к	2	4
75	но в	12	4
76	в самом	1	4
77	что это	5	4
78	так сказать	2	4
79	уже не	2	4
80	можно было	1	4
81	его в	9	4
82	и без	1	4
83	самого начала	3	4
84	на него	1	4
85	у нас	1	4
86	но все	1	4
87	так называемые	2	4
88	к тому	2	4
89	на это	1	4
90	свою очередь	1	4
91	с самого	3	4
92	было в	2	4
93	если бы	1	4
94	в словах	2	4
95	о том	2	4
96	можно сказать	1	4
97	которой мы	1	4
98	все время	3	4
99	того что	3	4
100	один из	4	4
101	мы видим	3	4
102	мы увидим	2	4
103	в качестве	3	4
104	само собой	1	4
105	о своей	2	4
106	связаны с	2	4
107	а с	1	4
108	в слове	2	4
109	то есть	21	4
110	все это	4	4
111	не знаем	1	4
112	к данной	1	4
113	так же	7	4
114	вряд ли	1	3
115	отношения к	1	3
116	на самом	4	3
117	жизни это	1	3
118	еще не	4	3
119	видели что	1	3
120	то он	2	3
121	нет и	1	3
122	перед нами	4	3
123	хотя и	2	3
124	какую роль	1	3
125	и вот	3	3
126	их в	2	3
127	здесь мы	1	3
128	не будет	1	3
129	об этом	1	3
130	связанных с	2	3
131	это не	5	3
132	не мог	2	3
133	том что	3	3
134	уважение к	1	3
135	что такое	1	3
136	бы мы	1	3
137	что было	1	3
138	в разных	3	3
139	связи с	2	3
140	т.п и	1	3
141	да и	2	3
142	в виду	2	3
143	в ее	3	3
144	роль в	3	3
145	что у	3	3
146	во второй	2	3
147	и здесь	3	3
148	жизни и	4	3
149	конечно не	4	3
150	только на	1	3
151	из них	6	3
152	его и	2	3
153	в котором	2	3
154	в одном	1	3
155	от того	1	3
156	что и	1	3
157	и даже	3	3
158	и эта	2	3
159	конце концов	4	3
160	в тех	1	3
161	этого слова	1	3
162	в целом	1	3
163	и слово	1	3
164	тех или	1	3
165	и для	2	3
166	для нас	1	3
167	и все	13	3
168	главным образом	1	3
169	о своем	2	3
170	между ними	2	3
171	сказать что	5	3
