N	2gram	Propp_Isto_4	Narrotol
1	не только	15	32
2	может быть	14	25
3	но и	12	23
4	в качестве	7	21
5	и не	9	20
6	и в	26	19
7	в том	3	18
8	в этом	7	17
9	в тексте	2	16
10	не в	5	14
11	в частности	2	14
12	том что	3	14
13	представляет собой	2	12
14	тогда как	4	12
15	своего рода	1	12
16	а не	6	12
17	то что	16	11
18	а в	8	11
19	точки зрения	1	10
20	не может	6	10
21	при этом	3	9
22	так и	10	9
23	в его	5	9
24	со стороны	1	9
25	в себе	2	8
26	с другой	4	8
27	героя в	7	8
28	еще не	6	7
29	как в	7	7
30	все же	9	7
31	как и	7	7
32	к тому	1	7
33	а также	3	7
34	такого рода	2	7
35	но не	5	6
36	тем самым	1	6
37	о том	4	6
38	что он	10	6
39	именно в	1	6
40	как это	3	6
41	иначе говоря	1	6
42	том числе	1	6
43	но в	5	6
44	между двумя	12	5
45	не все	1	5
46	и как	5	5
47	уже не	5	5
48	в этой	2	5
49	по себе	2	5
50	в основе	1	5
51	и его	10	5
52	к себе	3	5
53	к нему	6	5
54	в форме	2	5
55	себя в	2	5
56	в данном	3	5
57	можно сказать	1	5
58	переход от	1	4
59	данном случае	3	4
60	все те	1	4
61	то же	8	4
62	из которых	5	4
63	здесь не	4	4
64	как правило	1	4
65	перед нами	3	4
66	матери и	1	4
67	в нем	2	4
68	в силу	5	4
69	но все	5	4
70	и с	5	4
71	было бы	2	4
72	и тем	2	4
73	не мог	3	4
74	связи с	3	4
75	те же	3	4
76	о нем	1	4
77	одного из	1	4
78	основе своей	1	4
79	только в	3	4
80	хотя бы	2	4
81	при всей	1	4
82	у него	5	4
83	в особенности	2	4
84	что не	1	4
85	прежде всего	1	4
86	как бы	3	4
87	же в	3	4
88	одной из	1	4
89	сказать что	2	4
90	другой стороны	4	4
91	это и	5	3
92	же как	13	3
93	и он	3	3
94	в ней	1	3
95	и на	2	3
96	если в	1	3
97	что они	6	3
98	как говорит	1	3
99	хотя и	2	3
100	когда он	6	3
101	что это	2	3
102	уже в	2	3
103	из этих	3	3
104	не есть	2	3
105	он не	7	3
106	особенно в	1	3
107	который по	1	3
108	ни в	2	3
109	все было	1	3
110	тем не	2	3
111	не менее	2	3
112	в то	1	3
113	тем что	5	3
114	одна из	2	3
115	на него	3	3
116	никогда не	2	3
117	на себя	4	3
118	по своей	2	3
119	могут быть	6	3
120	как мы	5	3
121	с ее	1	3
122	и самого	1	3
123	на том	2	3
124	мог бы	1	3
125	а именно	3	3
126	один из	1	3
127	из них	2	3
128	и даже	4	3
129	или иначе	1	3
130	не обязательно	1	3
131	а с	1	3
132	как будто	1	3
133	что в	14	3
134	будто бы	1	3
135	жизни и	1	3
136	одним из	1	2
137	например в	3	2
138	к другому	1	2
139	должна быть	2	2
140	мы имеем	7	2
141	ему в	2	2
142	между собой	1	2
143	он сам	1	2
144	иное как	3	2
145	в юности	1	2
146	но как	1	2
147	отношение к	2	2
148	или иное	1	2
149	независимо от	1	2
150	что именно	1	2
151	как к	1	2
152	в своем	2	2
153	что по	1	2
154	все эти	3	2
155	всей своей	1	2
156	и тот	2	2
157	роль в	1	2
158	жизнью и	1	2
159	та же	1	2
160	например как	1	2
161	том свете	1	2
162	не как	1	2
163	подобно тому	1	2
164	человека в	1	2
165	а по	4	2
166	его в	9	2
167	это не	5	2
168	персонажа и	1	2
169	в самую	2	2
170	героя из	1	2
171	однако в	2	2
172	даже в	4	2
173	вплоть до	1	2
174	она не	3	2
175	которого он	1	2
176	чтобы стать	1	2
177	что иное	3	2
178	не могло	2	2
179	не имеет	3	2
180	ничего не	5	2
181	как раз	1	2
182	что на	2	2
183	когда мы	1	2
184	то они	1	2
185	утверждать что	1	2
186	которых и	1	2
187	говорит и	1	2
188	на другой	1	2
189	в пределах	1	2
190	приводит к	1	2
191	на свой	1	2
192	что у	3	2
193	или в	3	2
194	во второй	1	2
195	один человек	1	2
196	со словами	1	2
197	нет у	1	2
198	и только	5	2
199	может оказаться	1	2
200	он уже	2	2
201	в сказании	1	2
202	есть в	2	2
203	одно из	1	2
204	не случайно	2	2
205	смерти и	1	2
206	представляют собой	4	2
207	сюжета в	1	2
208	к которому	1	2
209	и др	5	2
210	говорит о	2	2
211	выступает в	1	2
212	не было	1	2
213	не на	3	2
