N	3gram	Losev_Vlad_2	Problema
1	в настоящее время	2	16
2	о том что	3	14
3	тем не менее	6	12
4	во всяком случае	6	10
5	в конце концов	3	7
6	и то что	5	7
7	в этом случае	1	7
8	по крайней мере	4	6
9	так или иначе	3	6
10	и т д	1	6
11	в этом смысле	1	5
12	в данном случае	2	5
13	в связи с	8	5
14	необходимо сказать что	4	5
15	более или менее	3	4
16	как раз и	1	4
17	пока еще не	1	4
18	до сих пор	1	4
19	говоря уже о	2	4
20	до тех пор	1	4
21	на то что	2	4
22	в то же	3	4
23	в том что	9	4
24	не говоря уже	2	4
25	что иное как	1	3
26	будет сказать что	1	3
27	на первый план	2	3
28	только то что	1	3
29	точно так же	3	3
30	не о чем	1	3
31	и в частности	1	3
32	или по крайней	2	3
33	автор настоящей работы	1	3
34	не может быть	1	3
35	и того что	1	3
36	это значит что	1	3
37	можно сказать что	1	3
38	не что иное	1	3
39	только тогда когда	1	3
40	крайней мере в	1	2
41	так же и	1	2
42	в самом деле	1	2
43	в том числе	1	2
44	никак не может	1	2
45	с самого начала	1	2
46	также и то	1	2
47	бы то ни	1	2
48	не имеет никакого	2	2
49	а может быть	1	2
50	можно было бы	2	2
51	содержит в себе	4	2
52	может быть и	1	2
53	для того чтобы	1	2
54	на эту тему	2	2
55	не только в	2	2
56	само по себе	2	2
57	уже с самого	1	2
58	в себе в	1	2
59	и ни в	1	2
60	заключается в том	2	2
61	связи с этим	1	2
62	ничего общего с	1	2
63	что же именно	1	2
64	и прежде всего	1	2
65	может быть самым	1	2
66	по этому поводу	1	2
67	сказать что все	1	2
68	быть самым разнообразным	1	2
69	а иной раз	1	1
70	для нас важно	1	1
71	не может не	1	1
72	тот же самый	1	1
73	а это в	1	1
74	а в конце	1	1
75	что в этом	1	1
76	в какой мере	1	1
77	то ни стало	1	1
78	ни в каких	2	1
79	далеко не все	1	1
80	требует от нас	1	1
81	но то что	1	1
82	но как бы	1	1
83	но даже и	1	1
84	также и в	1	1
85	самом деле если	1	1
86	нам кажется что	2	1
87	а в том	2	1
88	нет и никакого	1	1
89	он не может	1	1
90	едва ли может	1	1
91	во что бы	1	1
92	ввиду того что	2	1
93	в этом отношении	1	1
94	то что в	1	1
95	в собственном смысле	1	1
96	что в нем	1	1
97	а значит и	1	1
98	никак не мог	1	1
99	или иначе но	1	1
100	также еще и	2	1
101	но это не	1	1
102	в первых двух	1	1
103	как мы уже	1	1
104	только при помощи	1	1
105	что и здесь	1	1
106	существует то она	1	1
107	является для нас	1	1
108	что все это	1	1
109	вместе с тем	1	1
110	не то что	2	1
111	и тем не	1	1
112	и в то	1	1
113	казалось бы что	1	1
114	именно в таком	1	1
115	сказать что их	1	1
116	и в своем	1	1
117	что бы то	1	1
118	и в связи	1	1
119	раз и является	1	1
120	то время как	1	1
121	что это за	1	1
122	нечто такое что	1	1
123	время и в	1	1
124	того что он	1	1
125	очень важный момент	1	1
126	как бы мы	1	1
127	все равно не	1	1
128	можно сколько угодно	1	1
129	и особенно в	1	1
130	все больше и	1	1
131	и к его	1	1
132	как и вообще	1	1
133	необходимо прибавить еще	2	1
134	в последнее время	2	1
135	но вместе с	1	1
136	дело заключается в	1	1
137	эту вещь и	1	1
138	иной раз даже	1	1
139	что же это	1	1
140	для нас в	1	1
141	свое время в	1	1
142	а то что	2	1
143	что такого рода	1	1
144	но тем не	1	1
145	в подлинном смысле	1	1
146	в то время	6	1
147	к выводу что	1	1
148	и это тоже	1	1
149	можно говорить только	1	1
150	но все же	1	1
151	же это за	1	1
152	ни тем более	1	1
153	больше и больше	1	1
154	можно судить по	4	1
155	взятое само по	1	1
156	нужно было бы	1	1
157	сказать даже больше	1	1
158	а пока только	1	1
159	или вовсе не	1	1
160	и в его	2	1
161	этому необходимо прибавить	2	1
162	насколько можно судить	1	1
163	что мы должны	1	1
164	он сам а	1	1
165	а взятое в	1	1
166	которую можно назвать	1	1
167	в свое время	1	1
168	потребует от нас	1	1
