N	3gram	Losev_Prob_4	Narrotol
1	в том что	8	8
2	с одной стороны	1	7
3	о том что	3	6
4	в том числе	1	6
5	времени и пространстве	1	5
6	том числе и	1	4
7	в основе своей	1	4
8	и не в	1	4
9	в данном случае	5	4
10	к тому же	2	4
11	с другой стороны	6	4
12	той или иной	11	4
13	но все же	1	4
14	бы то ни	1	3
15	то ни было	1	3
16	тем не менее	10	3
17	и тем самым	1	3
18	в свою очередь	1	3
19	вольно или невольно	1	3
20	в то же	2	3
21	что иное как	2	2
22	в той или	7	2
23	мы имеем дело	3	2
24	более или менее	2	2
25	в том или	2	2
26	с точки зрения	11	2
27	в таком случае	1	2
28	сами по себе	2	2
29	можно было бы	4	2
30	точно так же	3	2
31	ту или иную	1	2
32	не то что	1	2
33	так же как	1	2
34	не что иное	2	2
35	не только в	4	2
36	на первый взгляд	1	2
37	в известном смысле	1	2
38	в связи с	3	2
39	этой точки зрения	1	2
40	того или иного	3	2
41	то есть в	6	2
42	здесь не в	2	2
43	по себе оно	1	1
44	в чистом виде	2	1
45	только потому что	1	1
46	это то что	1	1
47	прежде всего в	1	1
48	дело в том	1	1
49	на самом деле	3	1
50	одной из этих	1	1
51	в этом смысле	3	1
52	том что он	1	1
53	что не имеет	1	1
54	то же самое	6	1
55	же как и	1	1
56	пространства и времени	1	1
57	бы одной из	2	1
58	по крайней мере	6	1
59	до сих пор	1	1
60	тот или иной	2	1
61	и в то	1	1
62	сам по себе	6	1
63	об этом свидетельствует	1	1
64	когда же в	1	1
65	в первую очередь	1	1
66	только то что	1	1
67	что не только	1	1
68	и то что	1	1
69	из них как	1	1
70	несмотря на свою	1	1
71	жизни то есть	1	1
72	то есть тоже	1	1
73	с этой точки	1	1
74	не могли бы	1	1
75	в ней не	1	1
76	еще не есть	1	1
77	человеческой жизни в	1	1
78	пока еще только	1	1
79	содержит в себе	8	1
80	сказать что если	1	1
81	и с точки	3	1
82	а также и	2	1
83	и не было	2	1
84	что именно в	1	1
85	хотя в качестве	1	1
86	и как бы	1	1
87	имеем дело с	1	1
88	иметь в виду	1	1
89	дело здесь не	1	1
90	даже вовсе не	1	1
91	третьей и четвертой	1	1
92	здесь не только	1	1
93	есть не что	2	1
94	по себе а	1	1
95	так и в	1	1
96	в том чтобы	2	1
97	само по себе	1	1
98	несмотря на свой	1	1
99	и тем более	2	1
100	далеко не все	1	1
101	и прежде всего	2	1
102	едва ли целесообразно	1	1
103	хотя бы одной	2	1
104	легко может быть	1	1
105	тех или иных	3	1
106	как и в	1	1
107	здесь как и	2	1
