N	3gram	Bakhtin_Pr_1	Freidism
1	с точки зрения	6	11
2	по отношению к	19	8
3	не может быть	11	7
4	в самом деле	3	6
5	в большинстве случаев	5	5
6	и прежде всего	5	5
7	то же время	3	4
8	в то же	3	4
9	в данном случае	4	4
10	на самом деле	3	4
11	можно сказать что	2	4
12	как мы уже	1	4
13	для того чтобы	2	3
14	бы то ни	3	3
15	на этот вопрос	1	3
16	в следующей главе	1	3
17	в свою очередь	1	3
18	мы можем сказать	2	3
19	в конечном счете	4	3
20	можем сказать что	1	3
21	в чем не	2	2
22	не дает нам	1	2
23	приходится сказать и	1	2
24	то же самое	2	2
25	то или иное	2	2
26	до сих пор	1	2
27	и не может	2	2
28	его отношение к	1	2
29	в таких случаях	1	2
30	в отличие от	5	2
31	и не нуждается	1	2
32	может быть и	1	2
33	и есть та	1	2
34	самое приходится сказать	1	2
35	все снова и	1	2
36	но в то	1	2
37	так и в	2	2
38	с помощью которого	1	2
39	не могут быть	2	2
40	в его целом	5	2
41	все то что	3	2
42	же самое приходится	1	2
43	во всех своих	2	2
44	в этом отношении	2	2
45	ни в чем	2	2
46	это и есть	1	2
47	что в его	1	2
48	в ее целом	1	2
49	то ни было	2	2
50	в узком смысле	1	2
51	с одной стороны	3	2
52	тем не менее	3	2
53	мы уже указывали	1	2
54	снова и снова	1	2
55	в высшей степени	5	2
56	может войти в	1	1
57	форму и содержание	1	1
58	и может быть	1	1
59	к целому ряду	1	1
60	нуждается ни в	1	1
61	во всех видах	1	1
62	точка зрения на	1	1
63	или хотя бы	1	1
64	и теперь еще	1	1
65	что с ним	1	1
66	только в пределах	1	1
67	к себе самому	1	1
68	организма и психики	1	1
69	то ни стало	1	1
70	а вовсе не	1	1
71	да и не	1	1
72	областях культурного творчества	1	1
73	вообще не может	1	1
74	равно как и	1	1
75	от всех других	1	1
76	в нем и	1	1
77	во что бы	1	1
78	не нуждается ни	1	1
79	рядом с ним	1	1
80	мы вполне можем	1	1
81	не имеют дела	1	1
82	хотя бы и	1	1
83	могут быть поняты	2	1
84	до известной степени	1	1
85	во всех отношениях	1	1
86	по отношению ко	1	1
87	конечно не может	1	1
88	что все эти	1	1
89	на самом же	1	1
90	не было бы	1	1
91	по аналогии с	1	1
92	нас за пределы	2	1
93	но никогда не	1	1
94	в основе своей	3	1
95	а иногда и	1	1
96	со всех сторон	2	1
97	и тем не	1	1
98	да и теперь	1	1
99	отнюдь не является	1	1
100	ни в какой	1	1
101	в коем случае	2	1
102	что бы то	1	1
103	что оно было	1	1
104	не чем иным	1	1
105	в двух направлениях	1	1
106	не в его	1	1
107	далеко не всегда	3	1
108	ни в коем	2	1
109	таким образом и	1	1
110	а также и	1	1
111	может обойтись без	1	1
112	по сравнению с	1	1
113	содержания и формы	1	1
114	только в его	1	1
115	какое же значение	1	1
116	можно определить как	1	1
117	смысле слова и	1	1
118	таким образом в	1	1
119	чем иным как	1	1
120	прежде всего от	1	1
121	или другими словами	1	1
122	в то время	1	1
123	коем случае не	2	1
124	сказать и о	2	1
125	в этом действительно	1	1
126	к нему и	2	1
127	к выводу что	1	1
128	той или иной	2	1
129	художественной формы и	1	1
130	и о других	1	1
131	и как мы	1	1
132	смысле этого слова	1	1
133	не может обойтись	1	1
134	совершенно не критически	2	1
135	в этом смысле	3	1
136	может возникнуть как	1	1
137	и быть не	1	1
138	это как бы	1	1
139	и т д	1	1
140	и за пределы	1	1
141	и в нем	3	1
142	самом же деле	1	1
143	быть не может	1	1
144	во всех его	4	1
145	в том что	3	1
146	правда это не	1	1
147	и с его	2	1
148	она не может	1	1
149	не нуждается в	1	1
150	является как бы	1	1
151	конкретное высказывание всегда	1	1
152	в основных чертах	1	1
153	конечно не в	1	1
