N	2gram	Vygotskiy__5	Problemy
1	и в	16	35
2	как бы	5	31
3	и не	12	27
4	что он	25	24
5	в его	11	21
6	но в	6	19
7	как и	8	18
8	не может	18	18
9	к другому	1	16
10	в нем	7	16
11	то же	8	15
12	и все	1	15
13	в сущности	13	14
14	в этом	25	14
15	и его	3	14
16	для него	5	14
17	может быть	9	14
18	но и	6	14
19	все это	2	14
20	он не	8	13
21	что я	2	13
22	к нему	3	13
23	с другим	1	13
24	и с	3	12
25	в другом	6	12
26	прежде всего	3	12
27	и к	2	12
28	в пределах	4	11
29	в то	5	11
30	самом деле	3	10
31	не только	16	10
32	не в	6	10
33	то что	26	10
34	на самом	1	9
35	в отношении	9	9
36	ни одного	2	9
37	мы уже	1	8
38	я не	2	8
39	все же	3	8
40	самого начала	5	8
41	как мы	10	8
42	с самого	5	8
43	так и	7	8
44	себя и	2	8
45	и для	1	8
46	потому что	21	8
47	еще не	4	7
48	с его	1	7
49	и наконец	1	7
50	лишь в	1	7
51	там где	1	7
52	таким образом	19	7
53	для себя	1	7
54	в виде	1	7
55	вовсе не	2	7
56	так же	15	7
57	что же	1	7
58	точки зрения	18	7
59	с ним	5	7
60	а в	3	7
61	отношении к	1	7
62	отношению к	12	7
63	и на	6	6
64	он сам	1	6
65	но не	10	6
66	по отношению	12	6
67	отношение к	11	6
68	что они	5	6
69	в самом	4	6
70	что у	2	6
71	в плане	1	6
72	в каждом	1	6
73	в слове	1	6
74	к тому	6	6
75	в одном	3	6
76	и что	12	6
77	только в	10	6
78	и т.п	1	6
79	но это	3	6
80	от него	1	6
81	не знает	5	6
82	что в	16	6
83	и то	4	5
84	как в	5	5
85	в себе	1	5
86	внутренней речи	7	5
87	на протяжении	2	5
88	знает и	1	5
89	в конце	1	5
90	да и	1	5
91	уже говорили	1	5
92	и это	1	5
93	в том	18	5
94	с ними	1	5
95	обращаться к	1	5
96	так что	4	5
97	и даже	2	5
98	как к	1	5
99	этого слова	1	5
100	во внутреннем	1	4
101	он в	3	4
102	в чем	3	4
103	что это	1	4
104	но на	1	4
105	на его	2	4
106	друг с	7	4
107	но все	2	4
108	его в	2	4
109	в них	2	4
110	рядом с	1	4
111	в своей	2	4
112	в такой	5	4
