N	2gram	Losev_Vlad_2	Istorich
1	и в	30	24
2	не только	12	21
3	что он	13	21
4	и т	1	17
5	т д	1	16
6	может быть	7	14
7	не может	9	14
8	что в	12	13
9	в этих	4	13
10	мы имеем	1	12
11	как в	3	12
12	в этом	20	12
13	и здесь	1	12
14	но и	8	11
15	это не	2	10
16	том что	12	10
17	и что	5	10
18	у него	19	10
19	а в	11	10
20	все же	9	9
21	не в	9	9
22	о том	4	9
23	потому что	9	9
24	и другие	1	9
25	то же	4	8
26	еще не	1	8
27	что и	3	8
28	так как	5	8
29	а не	7	8
30	все это	5	8
31	во всех	3	7
32	то что	20	7
33	в первую	1	7
34	таким образом	3	7
35	мы видели	2	7
36	с собой	1	7
37	к нему	2	7
38	что здесь	1	7
39	в том	18	7
40	вместе с	8	7
41	что это	4	6
42	но не	3	6
43	как он	2	6
44	в нем	4	6
45	он не	4	6
46	всех этих	3	6
47	об этом	6	6
48	как и	5	6
49	для нас	7	6
50	и все	7	6
51	а именно	6	6
52	того что	5	6
53	только в	6	6
54	тем что	1	6
55	так же	4	6
56	с этой	4	6
57	во время	1	6
58	мы увидим	1	6
59	то это	4	5
60	в чем	2	5
61	отношение к	4	5
62	но в	8	5
63	право на	1	5
64	что она	1	5
65	здесь мы	3	5
66	не менее	7	5
67	с ним	5	5
68	в русской	1	5
69	дело не	1	5
70	ничего не	2	5
71	так и	5	5
72	в тех	1	5
73	тот кто	1	5
74	мы уже	2	4
75	мы не	2	4
76	как бы	5	4
77	при этом	5	4
78	но все	2	4
79	отсюда видно	1	4
80	на первый	2	4
81	точки зрения	7	4
82	в их	2	4
83	своего рода	1	4
84	тем не	6	4
85	по существу	3	4
86	не имеет	2	4
87	никогда не	7	4
88	своего отца	1	4
89	совершенно ясно	1	4
90	так в	1	4
91	на вопрос	1	4
92	после того	2	4
93	представления о	1	4
94	ли он	2	4
95	то и	1	4
96	вовсе не	4	4
97	ее на	2	4
98	если не	2	4
99	в данном	3	4
100	за него	1	4
101	и не	18	4
102	мы должны	4	4
103	есть и	2	4
104	например в	1	3
105	приносит с	1	3
106	не вполне	2	3
107	и он	4	3
108	с его	4	3
109	себе и	2	3
110	тоже не	1	3
111	что они	1	3
