N	3gram	Vinokur_Ku_2	Analitik
1	в том что	10	7
2	с другой стороны	7	5
3	о том что	1	5
4	по крайней мере	6	4
5	в свою очередь	2	4
6	как и в	1	4
7	в данном случае	1	3
8	то же время	3	3
9	в то же	3	3
10	к тому же	1	3
11	в этом отношении	3	3
12	дело в том	1	2
13	не более чем	1	2
14	с точки зрения	8	2
15	одной и той	1	2
16	в отличие от	2	2
17	тот или иной	1	2
18	в соответствии со	1	2
19	в значительной степени	1	2
20	едва ли не	1	2
21	с одной стороны	1	2
22	сама по себе	1	2
23	тем не менее	5	2
24	тем или иным	1	2
25	во всяком случае	5	2
26	в свое время	2	2
27	в конечном счете	2	2
28	и прежде всего	1	2
29	можно сказать что	2	2
30	и той же	1	2
31	в частности и	1	1
32	что иное как	1	1
33	тех пор как	1	1
34	хотя и не	1	1
35	он так и	1	1
36	к этому же	1	1
37	мы будем иметь	1	1
38	а не с	1	1
39	уже не может	3	1
40	есть одна из	1	1
41	не говоря уже	2	1
42	на самом деле	2	1
43	как раз не	1	1
44	в самом деле	7	1
45	в этом смысле	5	1
46	в этом случае	2	1
47	до сих пор	1	1
48	говоря уже о	2	1
49	в зависимости от	4	1
50	хотя бы и	2	1
51	этого слова не	1	1
52	что он не	1	1
53	и далее в	1	1
54	таким образом в	1	1
55	я не мог	1	1
56	может и не	1	1
57	на этот вопрос	2	1
58	и здесь мы	1	1
59	с тех пор	1	1
60	сам по себе	1	1
61	же в сущности	2	1
62	том что мы	1	1
63	в том чтобы	1	1
64	не только в	4	1
65	здесь сводится к	1	1
66	в известном смысле	1	1
67	не могут быть	1	1
68	и в этой	1	1
69	по природе своей	1	1
70	так или иначе	2	1
71	таким же образом	1	1
72	лучше было бы	1	1
73	не в том	1	1
74	это все же	1	1
75	в связи с	3	1
76	лишь в том	1	1
77	для того чтобы	8	1
78	уст в уста	1	1
79	того или иного	2	1
80	есть не что	1	1
81	не может быть	4	1
82	но с другой	1	1
83	не должно быть	1	1
84	само по себе	5	1
85	в связь с	1	1
86	не нуждается в	1	1
87	состоит не в	1	1
88	речь идет о	1	1
89	из уст в	1	1
90	до тех пор	1	1
91	заключается в том	1	1
92	в большинстве случаев	1	1
93	было бы сказать	1	1
94	в сущности не	1	1
95	не что иное	1	1
96	в особенности же	2	1
97	дело не в	2	1
