N	2gram	Medvedev_V_1	Myshleni
1	то что	6	26
2	в этом	26	25
3	что он	4	25
4	потому что	1	21
5	таким образом	31	19
6	точки зрения	3	18
7	в том	15	18
8	не может	17	18
9	того чтобы	3	17
10	не только	25	16
11	и в	26	16
12	того что	3	16
13	что в	10	16
14	том что	8	15
15	понятий и	1	15
16	так же	3	15
17	для того	3	14
18	между собой	1	13
19	в процессе	16	13
20	сказать что	5	13
21	вопрос о	1	12
22	по отношению	7	12
23	в ходе	1	12
24	в области	2	12
25	и что	1	12
26	и не	19	12
27	отношению к	7	12
28	из того	1	11
29	отношение к	1	11
30	в его	14	11
31	но не	2	10
32	в силу	11	10
33	было бы	7	10
34	как мы	1	10
35	только в	7	10
36	а не	7	10
37	может быть	22	9
38	то же	10	8
39	в известном	1	8
40	должно быть	2	8
41	как и	7	8
42	если бы	3	8
43	в основе	1	8
44	о том	10	8
45	он не	2	8
46	как это	12	8
47	же как	2	7
48	и есть	5	7
49	в нем	6	7
50	но он	1	7
51	по себе	2	7
52	приводит к	5	7
53	так и	5	7
54	но в	2	6
55	в этой	4	6
56	как он	2	6
57	в другом	2	6
58	не в	6	6
59	что оно	3	6
60	своего развития	1	6
61	что все	3	6
62	этот вопрос	3	6
63	у него	6	6
64	развития в	1	6
65	но и	10	6
66	в той	1	6
67	в какой	1	6
68	к тому	4	6
69	в сфере	2	5
70	мы и	1	5
71	что они	3	5
72	как в	1	5
73	в своем	8	5
74	говорит что	1	5
75	в которой	2	5
76	показывает что	1	5
77	тому что	6	5
78	с ним	1	5
79	самого начала	1	5
80	в то	6	5
81	тогда когда	2	5
82	того как	1	5
83	никогда не	4	5
84	этом отношении	13	5
85	можно было	2	5
86	по сравнению	1	5
87	на вопрос	2	5
88	можно сказать	4	5
89	заключается в	2	5
90	значит что	2	5
91	обе эти	1	5
92	хотя бы	19	5
93	для него	8	5
94	тем что	1	5
95	сравнению с	1	5
96	как бы	5	5
97	это значит	1	5
98	не является	5	5
99	еще более	1	5
100	только что	4	5
101	как известно	2	4
102	и то	1	4
103	уже по	2	4
104	что если	1	4
105	ответить на	1	4
106	время как	1	4
107	и памяти	1	4
108	а только	1	4
109	за пределы	1	4
110	сама по	1	4
111	опирается на	1	4
112	в самом	4	4
113	все эти	6	4
114	подобно тому	2	4
115	и по	3	4
116	это не	7	4
117	мысли в	1	4
118	мышления и	1	4
119	не имеет	1	4
120	в самых	2	4
121	казалось бы	1	4
122	могут быть	5	4
123	же самое	2	4
124	в пределах	5	4
125	еще не	2	4
126	другом месте	2	4
127	не означает	1	4
128	в теории	1	4
129	в свете	1	4
130	развитие как	2	4
131	в качестве	11	4
132	и их	3	4
133	то время	1	4
134	не могут	7	4
135	с другой	11	4
136	именно в	2	4
137	на этот	1	4
138	и составляет	1	4
139	зависит от	2	4
140	что мы	2	4
141	вместе с	7	4
142	эта теория	2	4
143	тому как	2	4
144	в состоянии	1	4
145	с этой	1	4
146	в целом	4	4
147	мы видим	1	4
148	в результате	5	4
149	бы в	3	4
150	как показывает	1	4
151	в системе	2	4
152	в свою	1	4
153	по одному	2	4
154	этой точки	2	4
155	самом деле	1	3
156	это и	6	3
157	говорить о	2	3
158	по своему	1	3
159	он может	2	3
160	но как	3	3
161	если в	2	3
162	ответ на	1	3
163	оно является	2	3
164	старая психология	1	3
165	с этим	3	3
166	все же	5	3
167	сознания в	1	3
168	и как	3	3
169	то в	1	3
170	он в	1	3
171	что должно	1	3
172	на этом	1	3
173	и может	2	3
174	что мысль	1	3
175	с тем	3	3
176	мы видели	3	3
177	восприятия и	2	3
178	в этих	1	3
179	в их	5	3
180	и понятий	1	3
181	сих пор	1	3
182	имеет свою	3	3
183	из которых	2	3
184	не менее	2	3
185	что эта	1	3
186	но что	1	3
187	идет в	1	3
188	только не	2	3
189	и его	6	3
190	связи с	4	3
191	ничего общего	1	3
192	приходит к	1	3
193	свою очередь	1	3
194	то как	1	3
195	еще в	1	3
196	из основных	1	3
197	вот почему	4	3
198	никак не	1	3
199	до сих	1	3
200	в чем	2	3
201	а потому	1	3
202	что и	3	3
203	одной из	1	3
204	между тем	5	3
205	с одной	2	3
206	как процесс	2	3
207	его и	1	3
208	мы знаем	3	3
209	в известной	1	3
210	в одном	4	3
211	а в	3	3
212	от того	2	3
213	перейти к	1	3
214	еще и	2	3
215	говорит о	7	3
216	прежде всего	13	3
217	в частности	11	3
218	по существу	3	3
219	может идти	1	3
220	потому и	1	3
221	но это	1	3
222	процесса в	1	3
223	одной стороны	2	3
224	к его	2	3
225	как на	3	3
226	к этой	1	3
227	ее в	4	3
228	к этому	9	3
229	они не	2	3
230	ту же	2	2
231	одним из	5	2
232	вопросу который	1	2
233	за скобки	2	2
234	же по	1	2
235	что эти	1	2
236	в зависимости	6	2
237	их и	4	2
238	из сказанного	1	2
239	на свою	1	2
240	зависимости от	5	2
241	основе этого	1	2
242	в ней	2	2
243	быть в	1	2
244	в различных	2	2
245	во всех	6	2
246	очевидно что	7	2
247	которые не	1	2
248	общего с	1	2
249	стороны и	2	2
250	свою внутреннюю	1	2
251	когда он	3	2
252	и к	3	2
253	только два	1	2
254	тому же	1	2
255	если он	1	2
256	на его	1	2
257	что она	2	2
258	именно это	1	2
259	деятельность и	1	2
260	на протяжении	1	2
261	при которой	1	2
262	в жизни	2	2
263	и ошибок	1	2
264	в них	4	2
265	на основании	8	2
266	же самый	1	2
267	понятия и	1	2
268	в своей	4	2
269	в котором	3	2
270	как совокупность	1	2
271	значение для	1	2
272	друг другу	1	2
273	и эти	1	2
274	все это	10	2
275	их в	6	2
276	этими двумя	1	2
277	но только	1	2
278	учения о	1	2
279	же процесс	2	2
280	видим что	1	2
281	то это	2	2
282	больше того	1	2
283	и непроизвольность	1	2
284	лежит в	1	2
285	должны быть	2	2
286	не способен	1	2
287	знает что	1	2
288	для его	4	2
289	в виду	4	2
290	на основе	5	2
291	в истории	1	2
292	что у	2	2
293	в плоскости	1	2
294	это мы	3	2
295	том как	3	2
296	по мере	1	2
297	связанная с	1	2
298	это происходит	1	2
299	говорим о	1	2
300	и поэтому	1	2
301	сказанного выше	2	2
302	и из	1	2
303	образом в	3	2
304	его в	3	2
305	не заканчивается	1	2
306	говорит он	1	2
307	вслед за	2	2
308	явствует из	1	2
309	может иметь	1	2
310	происходит в	1	2
311	справедливо говорит	1	2
312	процессов в	1	2
313	не над	1	2
314	только на	1	2
315	ни одного	2	2
316	в единстве	4	2
317	же в	6	2
318	предполагает наличие	1	2
319	но с	2	2
320	является не	4	2
321	что ничто	1	2
322	не дает	1	2
323	этого процесса	1	2
324	из них	9	2
325	вовсе не	3	2
326	к ним	1	2
327	как будто	1	2
328	и даже	2	2
329	своего собственного	1	2
330	себя и	1	2
331	что для	3	2
332	естественно что	2	2
333	у нас	2	2
334	о чем	2	2
335	совершенно очевидно	1	2
336	оказывается не	1	2
337	и потому	2	2
338	мы говорим	1	2
339	и основной	1	2
340	и от	3	2
341	благодаря этому	1	2
342	является для	1	2
343	только для	1	2
344	в более	1	2
345	которых он	1	2
346	форм и	1	2
347	чтобы понять	1	2
348	чем он	1	2
349	и другие	1	2
350	другой стороны	8	2
351	совершенно не	1	2
352	жизни и	3	2
353	в своих	2	2
354	по поводу	2	2
355	это понятие	1	2
356	во всяком	1	2
357	а между	1	1
358	смысле слова	2	1
359	говоря о	1	1
360	лежат в	1	1
361	также и	2	1
362	например в	3	1
363	деятельность сознания	1	1
364	в движение	1	1
365	что наконец	1	1
366	связана с	2	1
367	сам по	1	1
368	проблемы в	1	1
369	связи между	1	1
370	мысли а	1	1
371	из его	3	1
372	этому вопросу	1	1
373	прав когда	1	1
374	несколько иной	1	1
375	из ничего	2	1
376	мы имеем	3	1
377	с более	2	1
378	свойств и	1	1
379	на эти	2	1
380	непосредственного опыта	1	1
381	из дальнейшего	1	1
382	но она	1	1
383	в деле	1	1
384	всего сказанного	2	1
385	почти исключительно	1	1
386	и ее	4	1
387	способности и	1	1
388	и явлений	1	1
389	собой в	1	1
390	он был	1	1
391	он сам	2	1
392	знаем что	2	1
393	что его	2	1
394	и значит	2	1
395	является таким	1	1
396	с его	3	1
397	сознания а	1	1
398	есть функция	1	1
399	в ее	4	1
400	соображение на	1	1
401	значение и	1	1
402	силу этого	4	1
403	же выводам	1	1
404	в общем	2	1
405	результате этого	1	1
406	ни одна	2	1
407	после всего	2	1
408	сложной и	1	1
409	более чем	1	1
410	и дети	1	1
411	бы при	1	1
412	не связанные	1	1
413	перед нами	4	1
414	кроме того	1	1
415	бессознательное в	1	1
416	целый ряд	1	1
417	и понимания	1	1
418	и наконец	2	1
419	ином отношении	1	1
420	более или	6	1
421	следующим образом	3	1
422	эту проблему	1	1
423	в себе	6	1
424	двумя полюсами	1	1
425	не приходится	2	1
426	привести к	1	1
427	мы получаем	1	1
428	формы в	1	1
429	будет тот	1	1
