N	2gram	Kanaev_Sov_1	Problemy
1	и в	7	46
2	и не	6	27
3	может быть	12	23
4	не может	17	19
5	как бы	4	19
6	в нем	3	17
7	в этом	7	16
8	не только	4	14
9	и т.п	1	14
10	как мы	2	12
11	как и	6	12
12	точки зрения	12	11
13	в одном	3	11
14	а не	3	11
15	не в	3	10
16	между ними	1	10
17	и к	3	9
18	в самом	2	9
19	с точки	5	9
20	и все	3	9
21	в его	2	9
22	в том	4	9
23	в большинстве	1	9
24	вовсе не	1	9
25	прежде всего	5	9
26	до сих	1	8
27	конечно не	1	8
28	сих пор	1	8
29	или в	1	8
30	еще не	3	7
31	в себе	3	7
32	по себе	1	7
33	то же	3	6
34	никогда не	1	6
35	хотя и	1	6
36	но в	3	6
37	к одному	1	6
38	в каждом	8	6
39	ни в	1	6
40	но это	1	6
41	и его	1	6
42	только в	1	6
43	все это	3	6
44	к другому	1	5
45	с его	1	5
46	во всех	1	5
47	по отношению	1	5
48	так сказать	2	5
49	при этом	3	5
50	это не	4	5
51	рядом с	1	5
52	в то	1	5
53	если же	2	5
54	о том	1	5
55	же время	1	5
56	к нему	1	5
57	если мы	4	5
58	так как	4	5
59	у него	2	5
60	с другом	2	5
61	друг с	2	5
62	отношению к	1	5
63	жизни и	4	5
64	самом деле	2	4
65	мы не	9	4
66	но не	1	4
67	все же	3	4
68	кроме того	1	4
69	все эти	5	4
70	он не	1	4
71	таким образом	11	4
72	и наконец	5	4
73	том что	1	4
74	раз и	1	4
75	в процессе	1	4
76	этих двух	2	4
77	приводит к	2	4
78	уже не	2	4
79	уже в	3	4
80	мы можем	6	4
81	очень часто	1	4
82	должно быть	1	4
83	и нет	1	4
84	не знает	1	4
85	совершенно не	2	4
86	что в	2	4
87	человека и	1	3
88	и это	1	3
89	тем же	2	3
90	между двумя	1	3
91	здесь и	1	3
92	и до	1	3
93	мы уже	1	3
94	той же	2	3
95	мы имеем	1	3
96	для наших	1	3
97	отличие от	2	3
98	в своем	1	3
99	в условиях	5	3
100	из этих	2	3
101	в этой	3	3
102	как он	3	3
103	их в	4	3
104	на этом	2	3
105	в мире	1	3
106	было бы	3	3
107	такой же	2	3
108	но если	1	3
109	и при	1	3
110	и их	1	3
111	в отличие	2	3
112	она не	1	3
113	дело в	1	3
114	и несколько	1	3
115	не могут	2	3
116	с ее	1	3
117	здесь нет	1	3
118	если бы	1	3
119	и т.д	3	3
120	и что	2	3
121	и во	2	3
122	и только	1	3
123	отличается от	3	3
124	только на	1	3
125	ведь это	3	3
126	в конце	3	3
127	и даже	2	3
128	с другой	1	3
129	с помощью	4	3
130	так же	1	3
131	что же	5	3
132	по существу	1	3
133	но для	1	3
134	и для	1	3
135	еще более	2	3
136	того же	1	3
137	же как	1	2
138	вопрос о	4	2
139	он сам	1	2
140	но конечно	1	2
141	мы будем	1	2
142	друг на	1	2
143	если в	1	2
144	нет и	4	2
145	с этим	2	2
146	стороны и	1	2
147	не было	1	2
148	увидим что	1	2
149	так в	1	2
150	но ведь	1	2
151	в первых	1	2
152	разобранная нами	1	2
153	в корне	1	2
154	свое время	1	2
155	и по	2	2
156	но все	2	2
157	может стать	1	2
158	этом смысле	1	2
159	к области	1	2
160	все равно	1	2
161	на друга	1	2
162	и само	1	2
163	зрения своего	1	2
164	что такое	2	2
165	мы конечно	1	2
166	почти не	1	2
167	не менее	2	2
168	которые в	1	2
169	пока наконец	2	2
170	зрения и	1	2
171	одна из	3	2
172	ничего не	6	2
173	только и	1	2
174	жизни не	1	2
175	то и	2	2
176	у нас	3	2
177	могут быть	2	2
178	той или	1	2
179	в другом	1	2
180	можно было	1	2
181	те же	1	2
182	времени и	2	2
183	из одного	2	2
184	с ним	1	2
185	только так	2	2
186	здесь в	1	2
187	все время	1	2
188	и следовательно	1	2
189	к различным	1	2
190	этот вопрос	1	2
191	реагирует на	1	2
192	он уже	1	2
193	наших целей	1	2
194	да еще	1	2
195	и они	2	2
196	не принимает	1	2
197	другую сторону	1	2
198	сами по	1	2
199	а в	4	2
200	или иной	2	2
201	только к	1	2
202	и пр	2	2
203	на этот	2	2
204	там где	1	2
205	вместе с	4	2
206	в духе	1	2
207	в данном	1	2
208	человек с	1	2
209	например у	1	2
210	в результате	6	2
211	для нас	3	2
212	не дает	2	2
213	на части	1	2
214	в системе	3	2
215	сказать что	1	2
216	в свое	1	2
217	в заключение	1	2
218	значение в	2	2
219	во всяком	2	2
220	все что	1	2
221	они не	1	2
222	и начала	1	1
223	функции в	1	1
224	конечно во	1	1
225	на самом	1	1
226	он может	3	1
227	своими собственными	1	1
228	и есть	2	1
229	по преимуществу	1	1
230	и могут	1	1
231	из всех	1	1
232	это совершенно	1	1
233	нуждаются в	1	1
234	именно к	1	1
235	существенно отличается	1	1
236	своим особым	2	1
237	подчеркнуть что	1	1
238	в ней	1	1
239	которую можно	1	1
240	между собой	3	1
241	это направление	1	1
242	именно эти	1	1
243	в нашем	2	1
244	различия между	1	1
245	но как	1	1
246	это последнее	1	1
247	при условии	1	1
248	и речи	1	1
249	один и	1	1
250	мы проследим	1	1
251	каждая из	2	1
252	на какое-нибудь	1	1
253	нами в	1	1
254	и пространства	2	1
255	та же	1	1
256	точку зрения	4	1
257	что это	2	1
258	в целом	4	1
259	xviii и	1	1
260	в наших	3	1
261	такие определения	1	1
262	и если	1	1
263	на его	2	1
264	всеми ее	1	1
265	что она	3	1
266	наконец мы	1	1
267	и еще	1	1
268	меняется в	1	1
269	свою собственную	2	1
270	он должен	2	1
271	в первом	3	1
272	одном направлении	1	1
273	это конечно	1	1
274	что все	2	1
275	на этой	3	1
276	его в	1	1
277	и мы	3	1
278	ведь в	1	1
279	не соответствует	1	1
280	она и	1	1
281	всегда и	1	1
282	несмотря на	1	1
283	отличается еще	1	1
284	жизни но	1	1
285	мы знаем	2	1
286	чем в	1	1
287	обратимся к	1	1
288	в один	2	1
289	и тогда	1	1
290	который как	2	1
291	на конкретном	1	1
292	другом как	1	1
293	благодаря этому	1	1
294	в такой	1	1
295	и благодаря	1	1
296	что вся	1	1
297	мы в	1	1
298	может развиваться	1	1
299	явления то	1	1
