N	3gram	Tiupa_Narr_2	Myslijsy
1	по отношению к	5	8
2	то что я	1	7
3	в том что	8	7
4	не может быть	2	5
5	о том что	4	5
6	а между тем	1	4
7	то же самое	1	4
8	до сих пор	1	4
9	и т п	2	4
10	можно сказать что	3	4
11	для того чтобы	1	4
12	тем не менее	4	4
13	на самом деле	2	3
14	с точки зрения	2	3
15	во всяком случае	1	3
16	то же время	3	3
17	не только не	2	3
18	в то же	3	3
19	таким образом что	1	2
20	что иное как	1	2
21	подобно тому как	2	2
22	в таком случае	1	2
23	в том смысле	1	2
24	на этот вопрос	1	2
25	не глядя на	1	2
26	в данном случае	6	2
27	мы имеем дело	2	2
28	так или иначе	1	2
29	не в том	1	2
30	а в том	2	2
31	то есть в	1	2
32	в большинстве случаев	1	2
33	не что иное	1	2
34	хотя и не	2	1
35	мы его не	1	1
36	и того же	1	1
37	да и не	1	1
38	одним и тем	1	1
39	в том виде	1	1
40	в слове и	1	1
41	в живой речи	1	1
42	то что человек	1	1
43	мы и сами	1	1
44	но и не	1	1
45	что только в	1	1
46	и быть может	1	1
47	но и в	2	1
48	что все эти	1	1
49	в этом отношении	3	1
50	того и другого	1	1
51	следует иметь в	1	1
52	виде в каком	1	1
53	и не может	2	1
54	точно так же	2	1
55	и здесь мы	1	1
56	а все остальное	1	1
57	а не другое	1	1
58	при всей своей	2	1
59	может быть только	1	1
60	и потому не	1	1
61	а тем более	1	1
62	тогда как в	2	1
63	здесь мы имеем	1	1
64	и тем же	1	1
65	с одной стороны	5	1
66	стало быть и	1	1
67	на первый взгляд	1	1
68	в связи с	1	1
69	природе как и	1	1
70	но при этом	3	1
71	имеем дело с	2	1
72	действие может быть	1	1
73	не только к	1	1
74	в мире а	1	1
75	все то что	2	1
76	том виде в	1	1
77	и стало быть	1	1
78	не в его	1	1
79	есть не что	1	1
80	иметь в виду	1	1
81	в нашем внутреннем	1	1
82	в то время	1	1
83	слова но в	1	1
84	то есть все	1	1
85	относится и к	1	1
86	на второй план	2	1
87	имеет в своем	1	1
88	одного и того	1	1
89	с одним и	1	1
90	к тому что	3	1
91	оно и не	1	1
92	в столь же	1	1
93	и все что	1	1
94	но и к	1	1
