N	2gram	Voloshinov_1	slovoVRo
1	и в	12	41
2	в нем	6	30
3	то есть	1	26
4	могут быть	2	19
5	во всех	1	17
6	не только	4	16
7	и не	10	16
8	точки зрения	14	16
9	языка в	1	16
10	но и	3	16
11	а не	5	15
12	то же	5	14
13	и на	4	14
14	в то	2	14
15	и его	13	14
16	в пределах	3	14
17	может быть	14	14
18	и др	5	14
19	не может	16	14
20	слова и	6	13
21	в его	2	13
22	в этом	4	12
23	до конца	2	12
24	же время	1	12
25	как бы	13	12
26	так и	4	11
27	в большинстве	1	10
28	слово в	3	10
29	себя в	1	9
30	все эти	3	9
31	таким образом	12	9
32	точка зрения	3	8
33	как в	5	8
34	но в	5	8
35	с точки	2	8
36	как мы	1	8
37	в особенности	2	8
38	прежде всего	8	8
39	отношение к	4	7
40	все же	4	7
41	стиля и	1	7
42	в слове	1	7
43	в своей	3	7
44	не в	4	7
45	вовсе не	1	7
46	с ним	3	7
47	зрения на	1	7
48	и следовательно	5	7
49	в поэтическом	1	7
50	все они	2	7
51	во всяком	1	7
52	поэтического стиля	1	6
53	при этом	6	6
54	это не	2	6
55	в них	3	6
56	в отношении	2	6
57	слова как	1	6
58	оно не	2	6
59	только в	6	6
60	отношении к	3	6
61	на слушателя	1	5
62	и к	4	5
63	в самом	4	5
64	слушателя и	2	5
65	с другими	2	5
66	далеко не	1	5
67	всяком случае	1	5
68	все это	3	5
69	в основе	1	5
70	не на	1	5
71	подхода к	1	5
72	и мир	1	5
73	к нему	4	5
74	как его	1	5
75	точек зрения	3	5
76	с другой	4	5
77	еще более	1	5
78	ту же	1	4
79	по преимуществу	1	4
80	в ней	6	4
81	еще не	3	4
82	с его	2	4
83	за пределы	4	4
84	перед нами	1	4
85	и наконец	3	4
86	входя в	1	4
87	не как	1	4
88	связанных с	1	4
89	и с	3	4
90	входит в	1	4
91	как и	5	4
92	автора и	2	4
93	к предмету	5	4
94	речи в	2	4
95	том же	1	4
96	в процессе	6	4
97	и для	3	4
98	с ее	1	4
99	ничего не	2	4
100	оценок и	2	4
101	этих языков	1	4
102	ли он	1	4
103	с одной	2	4
104	рядом с	1	4
105	одной стороны	2	4
106	и все	2	4
107	там где	2	4
108	и потому	2	4
109	в смысле	1	4
110	кроме того	2	4
111	известной степени	2	4
112	быть и	3	4
113	другой стороны	2	4
114	каждое слово	1	4
115	в зависимости	2	3
116	единство и	1	3
117	зависимости от	4	3
118	данном случае	2	3
119	в своем	2	3
120	не требует	1	3
121	более или	1	3
122	выражение в	2	3
123	в себе	3	3
124	в поэзии	3	3
125	он пользуется	1	3
126	внутренней речи	3	3
127	ни были	1	3
128	и почти	1	3
129	его в	4	3
130	было бы	1	3
131	он не	2	3
132	или менее	1	3
133	и ее	3	3
134	от его	1	3
135	точку зрения	2	3
136	которые в	1	3
137	не должно	1	3
138	она не	2	3
139	никогда не	5	3
140	и здесь	2	3
141	не могут	1	3
142	поэтическом произведении	1	3
143	к тому	1	3
144	точками зрения	1	3
145	автора к	1	3
146	формы и	3	3
147	о том	3	3
148	и во	1	3
149	нем и	1	3
150	все время	6	3
151	того что	3	3
152	в том	6	3
153	словом и	2	3
154	в качестве	1	3
155	конечно не	3	3
156	его и	1	3
157	для него	3	3
158	так как	9	3
159	друг друга	1	3
160	у него	1	3
161	речь и	1	3
162	выходит за	1	3
163	именно в	1	3
164	в свою	1	3
165	не было	1	3
166	более того	2	3
167	в истории	1	3
168	речь но	1	3
169	в данном	2	3
170	с этой	2	3
171	как только	2	3
172	в основном	2	3
173	в результате	1	3
174	хотя бы	5	3
175	из этого	3	3
176	но эти	1	3
177	а между	1	2
178	например в	1	2
179	на самом	4	2
180	то в	1	2
181	в котором	3	2
