N	4gram	Bakhtin_fo_1	FransuaR
1	в то же время	6	5
2	как мы уже сказали	2	3
3	как мы уже говорили	3	3
4	с одной стороны и	2	2
5	можно прямо сказать что	2	2
6	мы будем говорить в	1	1
7	мы уже указывали что	1	1
8	по самому своему существу	1	1
9	мы еще обратимся в	1	1
10	его то есть только	1	1
11	но в то же	1	1
12	во всех его вариациях	1	1
13	в той или иной	1	1
14	дело в том что	2	1
15	одного и того же	5	1
16	может быть конечно и	2	1
17	говорит о том что	1	1
18	и до сих пор	1	1
19	не может быть конечно	2	1
20	то есть все то	1	1
21	быть конечно и речи	2	1
22	как раз в этот	1	1
23	вместе с тем и	1	1
