N	3gram	Propp_Isto_4	KFilosof
1	не может быть	4	11
2	может быть только	1	6
3	он может быть	1	2
4	здесь мы имеем	1	2
5	во всех этих	1	2
6	вовсе не есть	1	2
7	в целом и	1	2
8	тем не менее	2	2
9	на то что	3	1
10	то что и	1	1
11	именно в этой	1	1
12	всех этих случаях	1	1
13	между прочим и	1	1
14	и может быть	1	1
15	в средние века	2	1
16	и действительно есть	1	1
17	средних веков и	1	1
18	в зависимости от	1	1
19	независимо от того	1	1
20	одновременно и в	1	1
21	то что этот	1	1
22	в основе своей	1	1
23	вместе с тем	1	1
24	и то что	5	1
25	может быть и	1	1
26	здесь мы видим	1	1
27	между ним и	1	1
28	полагать что эта	1	1
29	не в нем	1	1
30	не потому что	1	1
31	в этот момент	1	1
32	на задний план	2	1
33	в иной мир	6	1
34	смысле этого слова	2	1
35	в одном случае	3	1
36	не в том	1	1
37	с нашей точки	1	1
38	мы не можем	1	1
39	же самое что	1	1
40	смысле и значении	1	1
41	и тем самым	1	1
42	а не просто	1	1
43	быть и то	1	1
44	он не имеет	1	1
45	нашей точки зрения	1	1
46	между жизнью и	1	1
47	в другом случае	2	1
48	в большинстве случаев	1	1
49	к тому что	1	1
50	мы имеем здесь	1	1
51	что и в	1	1
52	только тогда когда	1	1
53	то же самое	2	1
54	на том что	1	1
